date,rz_balance,rz_buy,rq_volume,rq_balance,rzrq_balance
2026-07-13,12833000,16077722,0,0,12833000
2026-07-14,26221778,21315707,0,0,26221778
2026-07-15,34787143,24345965,0,0,34787143
2026-07-16,45714227,30078463,0,0,45714227
2026-07-17,43287608,18574143,0,0,43287608
2026-07-20,51709027,24833043,0,0,51709027
2026-07-21,70450911,36954402,0,0,70450911
2026-07-22,76278266,22662469,0,0,76278266
2026-07-23,71949787,9813527,0,0,71949787
2026-07-24,65810968,10434121,0,0,65810968
2026-07-27,73600256,30283952,0,0,73600256
2026-07-28,78151178,21158526,0,0,78151178
2026-07-29,76131348,14531298,0,0,76131348
2026-07-30,73452321,15689096,0,0,73452321
2026-07-31,68027603,20498302,0,0,68027603
