date,rz_balance,rz_buy,rq_volume,rq_balance,rzrq_balance
2022-10-24,11017716,11159768,0,0,11017716
2022-10-25,12461072,4577702,0,0,12461072
2022-10-26,25553377,16893004,0,0,25553377
2022-10-27,35385915,15419433,0,0,35385915
2022-10-28,30886952,5513861,65100,795522,31682474
2022-10-31,28319951,2609007,65100,813099,29133050
2022-11-01,31943885,8106186,64200,850008,32793893
2022-11-02,30326550,4868737,64400,857808,31184358
2022-11-03,42058102,26942634,67400,952362,43010464
2022-11-04,41077057,13271927,67400,1004260,42081317
2022-11-07,67587363,46534669,67366,1083245,68670608
2022-11-08,117323052,65457113,61766,1000609,118323661
2022-11-09,120411573,39281377,61600,1049048,121460621
2022-11-10,95554439,26343124,58700,1006118,96560557
2022-11-11,65832458,19794951,60400,982708,66815166
2022-11-14,71491408,20774969,66500,1052030,72543438
2022-11-15,66773416,25301350,63100,1063866,67837282
2022-11-16,71380678,13112517,64000,1059200,72439878
2022-11-17,72132915,7481924,68600,1105146,73238061
2022-11-18,75367616,23058245,70900,1167723,76535339
2022-11-21,81794765,24072225,83800,1434656,83229421
2022-11-22,83309674,15393951,81300,1326816,84636490
2022-11-23,82332784,15719069,82100,1338230,83671014
2022-11-24,70924800,9505941,84500,1382420,72307220
2022-11-25,69960828,7622820,91700,1452528,71413356
2022-11-28,74430507,14526325,92000,1462800,75893307
2022-11-29,67681123,7428332,100800,1648080,69329203
2022-11-30,69631604,16362378,98600,1647606,71279210
2022-12-01,72466908,16407692,101300,1641060,74107968
2022-12-02,72520504,18443410,100700,1681690,74202194
2022-12-05,73574803,16272967,65600,1057472,74632275
2022-12-06,74212543,11186129,90300,1468278,75680821
2022-12-07,76541126,15168247,85500,1402200,77943326
2022-12-08,77827071,12827218,74300,1211090,79038161
2022-12-09,79308888,18626338,69300,1045737,80354625
2022-12-12,73356628,5476779,62800,945140,74301768
2022-12-13,68262480,3224303,67800,978354,69240834
2022-12-14,65906565,5075562,76900,1085828,66992393
2022-12-15,65638222,2977188,78900,1111701,66749923
2022-12-16,64908704,4326887,75800,1030122,65938826
2022-12-19,65943371,2929417,77200,1032164,66975535
2022-12-20,61330229,1233629,76200,1021080,62351309
2022-12-21,59831911,2491591,76100,995388,60827299
2022-12-22,59712185,1527383,61100,785135,60497320
