date,rz_balance,rz_buy,rq_volume,rq_balance,rzrq_balance
2022-10-24,5361572,5660024,0,0,5361572
2022-10-25,12721518,9560364,0,0,12721518
2022-10-26,12348734,6521175,0,0,12348734
2022-10-27,12445677,4444310,0,0,12445677
2022-10-28,11168475,2805283,0,0,11168475
2022-10-31,13432290,5289264,0,0,13432290
2022-11-01,14187372,4541576,0,0,14187372
2022-11-02,15249748,5658252,0,0,15249748
2022-11-03,16195497,5443694,0,0,16195497
2022-11-04,17362929,7026265,0,0,17362929
2022-11-07,18177671,4046671,0,0,18177671
2022-11-08,18115579,3960634,0,0,18115579
2022-11-09,21011621,8255761,0,0,21011621
2022-11-10,21237886,4063250,0,0,21237886
2022-11-11,21749111,6236729,0,0,21749111
2022-11-14,22529978,3360583,0,0,22529978
2022-11-15,21990309,2855002,0,0,21990309
2022-11-16,23005015,6396205,0,0,23005015
2022-11-17,19482573,895627,0,0,19482573
2022-11-18,18808616,1860818,0,0,18808616
2022-11-21,19915436,3461255,0,0,19915436
2022-11-22,22695491,6824538,0,0,22695491
2022-11-23,22736418,4154968,0,0,22736418
2022-11-24,25502644,3310888,0,0,25502644
2022-11-25,26396960,2358942,0,0,26396960
2022-11-28,27403691,2799797,0,0,27403691
2022-11-29,27911768,4658976,0,0,27911768
2022-11-30,28708320,2369809,0,0,28708320
2022-12-01,29951545,6038320,0,0,29951545
2022-12-02,27508895,1809677,0,0,27508895
2022-12-05,29436338,6021843,0,0,29436338
2022-12-06,30169055,3225406,0,0,30169055
2022-12-07,32198294,3603493,0,0,32198294
2022-12-08,29282077,1528401,0,0,29282077
2022-12-09,30328276,2105581,0,0,30328276
2022-12-12,30264752,1919280,0,0,30264752
2022-12-13,32026015,3714053,0,0,32026015
2022-12-14,31468101,1180150,0,0,31468101
2022-12-15,32406086,2330625,0,0,32406086
2022-12-16,30578834,1126257,0,0,30578834
2022-12-19,32908132,5115889,0,0,32908132
2022-12-20,32499573,3951049,0,0,32499573
2022-12-21,34966698,5723343,0,0,34966698
2022-12-22,33985728,2054749,0,0,33985728
2022-12-23,33532466,2207387,0,0,33532466
2022-12-26,35779793,3713392,0,0,35779793
2022-12-27,33989352,1387607,0,0,33989352
2022-12-28,35318456,2384394,0,0,35318456
2022-12-29,36489273,2838429,0,0,36489273
2022-12-30,35051289,1063409,0,0,35051289
2023-01-03,31153855,2970580,0,0,31153855
2023-01-04,29137145,1524423,0,0,29137145
2023-01-05,29634992,3503087,0,0,29634992
2023-01-06,29401603,1733630,0,0,29401603
2023-01-09,32124116,3220157,0,0,32124116
2023-01-10,32473182,1823095,0,0,32473182
2023-01-11,31495729,647330,0,0,31495729
2023-01-12,31259641,1981176,0,0,31259641
2023-01-13,32174505,3741890,0,0,32174505
2023-01-16,30861570,3856595,0,0,30861570
2023-01-17,32512962,4002500,0,0,32512962
2023-01-18,39022145,9355147,0,0,39022145
2023-01-19,47418601,26355949,0,0,47418601
2023-01-20,40838678,10522606,0,0,40838678
2023-01-30,58163894,27343823,0,0,58163894
2023-01-31,61678868,18160051,0,0,61678868
2023-02-01,72522543,23634529,0,0,72522543
2023-02-02,69082016,13334200,0,0,69082016
2023-02-03,67725910,12666237,0,0,67725910
2023-02-06,63935878,12429375,0,0,63935878
2023-02-07,59535374,5560426,0,0,59535374
2023-02-08,57863052,7234620,0,0,57863052
2023-02-09,69737144,31921305,6100,29890,69767034
2023-02-10,66767584,11826856,6100,29463,66797047
2023-02-13,70263652,21649049,6100,30378,70294030
2023-02-14,69922791,10223401,6100,30012,69952803
2023-02-15,67264362,6901410,0,0,67264362
2023-02-16,64097289,8515638,0,0,64097289
2023-02-17,67571809,10166073,0,0,67571809
2023-02-20,64180720,7278037,0,0,64180720
2023-02-21,63061603,7978218,0,0,63061603
2023-02-22,63015088,6236792,0,0,63015088
2023-02-23,63554872,7143866,0,0,63554872
2023-02-24,90082407,38787680,5000,24850,90107257
2023-02-27,82923765,12616329,5000,24650,82948415
2023-02-28,83677355,11577877,0,0,83677355
2023-03-01,67532348,6452945,2000,9800,67542148
2023-03-02,69805582,10167728,2000,9820,69815402
2023-03-03,73475333,16242339,2000,9880,73485213
2023-03-06,77397345,15681394,4000,19800,77417145
2023-03-07,64583924,5528546,2000,9520,64593444
2023-03-08,64188090,5045609,0,0,64188090
2023-03-09,62398149,4832753,0,0,62398149
2023-03-10,59676249,4297233,0,0,59676249
2023-03-13,63213975,7566114,0,0,63213975
2023-03-14,61254878,3746631,0,0,61254878
2023-03-15,60740893,2684896,0,0,60740893
2023-03-16,59381046,4310317,0,0,59381046
2023-03-17,57710226,3172642,0,0,57710226
2023-03-20,59593817,4797627,0,0,59593817
2023-03-21,70346374,20701603,0,0,70346374
2023-03-22,74689265,17755853,0,0,74689265
2023-03-23,89808724,24410939,0,0,89808724
2023-03-24,82648085,9703363,0,0,82648085
2023-03-27,76350354,8656633,0,0,76350354
2023-03-28,71873832,7976164,0,0,71873832
2023-03-29,67301020,6293272,0,0,67301020
2023-03-30,68740494,3846376,0,0,68740494
2023-03-31,71406361,9732023,0,0,71406361
2023-04-03,72504015,10459387,0,0,72504015
2023-04-04,72161600,8869860,0,0,72161600
2023-04-06,72690991,6286992,0,0,72690991
2023-04-07,74898442,9644125,0,0,74898442
2023-04-10,77156295,11639863,0,0,77156295
2023-04-11,77493677,8251288,0,0,77493677
2023-04-12,70611531,2979181,0,0,70611531
2023-04-13,72541083,6325117,0,0,72541083
2023-04-14,74193477,5134981,0,0,74193477
2023-04-17,74594263,6529126,0,0,74594263
2023-04-18,81745329,10192494,0,0,81745329
2023-04-19,84977136,9106452,0,0,84977136
2023-04-20,102299158,22366515,0,0,102299158
2023-04-21,122290854,39413475,21500,95460,122386314
2023-04-24,119735191,24051301,21500,96320,119831511
2023-04-25,128574715,26611503,0,0,128574715
2023-04-26,129052033,17945787,0,0,129052033
2023-04-27,140772896,30321543,0,0,140772896
2023-04-28,140821916,32656992,0,0,140821916
2023-05-04,147787218,45347038,0,0,147787218
2023-05-05,145823738,31241576,0,0,145823738
2023-05-08,172458848,61805567,0,0,172458848
2023-05-09,166419393,43819702,0,0,166419393
2023-05-10,170373715,22612359,0,0,170373715
2023-05-11,173607767,18912259,0,0,173607767
2023-05-12,178670423,29251415,0,0,178670423
2023-05-15,187895668,39831755,0,0,187895668
2023-05-16,187726361,27330280,0,0,187726361
2023-05-17,201570365,88720781,0,0,201570365
2023-05-18,208279794,54722804,0,0,208279794
2023-05-19,208242159,33444099,0,0,208242159
2023-05-22,214555475,24720626,0,0,214555475
2023-05-23,210290596,49349889,0,0,210290596
2023-05-24,210559751,18170967,0,0,210559751
2023-05-25,209664375,18560058,0,0,209664375
2023-05-26,196826065,13136208,0,0,196826065
2023-05-29,198738890,16697811,0,0,198738890
2023-05-30,196731530,11388339,0,0,196731530
2023-05-31,198623678,18871178,0,0,198623678
2023-06-01,194013161,29889051,0,0,194013161
2023-06-02,199764449,33632184,0,0,199764449
2023-06-05,196117882,23767936,0,0,196117882
2023-06-06,193326252,17303404,0,0,193326252
2023-06-07,182762667,14966967,0,0,182762667
2023-06-08,179067901,12601883,0,0,179067901
2023-06-09,182857523,18641934,0,0,182857523
2023-06-12,209268748,48619778,0,0,209268748
2023-06-13,201895750,34602781,0,0,201895750
2023-06-14,236828625,78282196,0,0,236828625
2023-06-15,219971471,37560070,0,0,219971471
2023-06-16,242314451,80111294,0,0,242314451
2023-06-19,251723091,52429353,0,0,251723091
2023-06-20,258899620,79429233,0,0,258899620
2023-06-21,223499436,26545938,0,0,223499436
2023-06-26,221614390,31449820,0,0,221614390
2023-06-27,277248151,117446574,0,0,277248151
2023-06-28,262531438,48220670,0,0,262531438
2023-06-29,233623517,38592840,0,0,233623517
2023-06-30,229040427,35373744,0,0,229040427
2023-07-03,245921624,46666196,0,0,245921624
2023-07-04,237370542,33270840,0,0,237370542
2023-07-05,235704472,25010363,0,0,235704472
2023-07-06,320930959,195291030,0,0,320930959
2023-07-07,312070632,94681786,0,0,312070632
2023-07-10,337623511,73722449,0,0,337623511
2023-07-11,367820248,74711288,0,0,367820248
2023-07-12,338230708,63887305,0,0,338230708
2023-07-13,328163123,34440545,0,0,328163123
2023-07-14,330315361,32226003,0,0,330315361
2023-07-17,340276611,33772267,0,0,340276611
2023-07-18,338571429,28870510,0,0,338571429
2023-07-19,333786386,16814309,0,0,333786386
2023-07-20,339687613,27470988,0,0,339687613
2023-07-21,330044060,11377917,0,0,330044060
2023-07-24,335312434,25817349,0,0,335312434
2023-07-25,331853502,22687944,0,0,331853502
2023-07-26,330351160,19016478,0,0,330351160
2023-07-27,332982503,77495601,0,0,332982503
