symbol,name,publish_date,org,rating_value,last_rating_value,rating_name,eps_this,eps_next,industry
002878,元隆雅图,2018-10-23,西南证券,2.0,2.0,增持,,,广告营销
600498,烽火通信,2018-10-23,西南证券,3.0,3.0,买入,,,通信设备
300637,扬帆新材,2018-10-23,西南证券,3.0,3.0,买入,,,化学制品
002415,海康威视,2018-10-23,西南证券,3.0,3.0,买入,,,计算机设备
002465,海格通信,2018-10-23,太平洋,3.0,,买入,,,军工电子Ⅱ
002008,大族激光,2018-10-23,新时代证券,2.0,2.0,增持,,,自动化设备
600803,新奥股份,2018-10-23,西南证券,,,,,,燃气Ⅱ
002281,光迅科技,2018-10-23,中银国际,3.0,3.0,买入,,,通信设备
002727,一心堂,2018-10-23,西南证券,3.0,3.0,买入,,,医药商业
002035,华帝股份,2018-10-23,西南证券,3.0,3.0,买入,,,厨卫电器
603055,台华新材,2018-10-23,西南证券,3.0,3.0,买入,,,纺织制造
002242,九阳股份,2018-10-23,东兴证券,2.0,2.0,增持,,,小家电
600141,兴发集团,2018-10-23,西南证券,,,,,,农化制品
600486,扬农化工,2018-10-23,西南证券,3.0,3.0,买入,,,农化制品
600566,济川药业,2018-10-23,东兴证券,3.0,3.0,买入,,,中药Ⅱ
603659,璞泰来,2018-10-23,东兴证券,2.0,2.0,增持,,,电池
300413,芒果超媒,2018-10-23,国金证券,,,,,,数字媒体
002727,一心堂,2018-10-23,联讯证券,2.0,2.0,增持,,,医药商业
002531,天顺风能,2018-10-23,联讯证券,3.0,3.0,买入,,,风电设备
002262,恩华药业,2018-10-23,东吴证券,3.0,3.0,买入,,,化学制药
002696,百洋股份,2018-10-23,东吴证券,3.0,3.0,买入,,,饲料
601128,常熟银行,2018-10-23,东吴证券,2.0,2.0,增持,,,银行Ⅱ
300059,东方财富,2018-10-23,东吴证券,3.0,3.0,买入,,,证券Ⅱ
001979,招商蛇口,2018-10-23,东吴证券,3.0,3.0,买入,,,房地产开发
000656,金科股份,2018-10-23,东吴证券,2.0,2.0,增持,,,房地产开发
000661,长春高新,2018-10-23,东吴证券,3.0,3.0,买入,,,生物制品
002463,沪电股份,2018-10-22,联讯证券,3.0,,买入,,,元件
601155,新城控股,2018-10-22,川财证券,2.0,,增持,,,房地产开发
600606,绿地控股,2018-10-22,东吴证券,3.0,3.0,买入,,,房地产开发
002179,中航光电,2018-10-22,信达证券,3.0,3.0,买入,,,军工电子Ⅱ
300458,全志科技,2018-10-22,信达证券,2.0,2.0,增持,,,半导体
002456,欧菲科技,2018-10-22,群益证券,3.0,3.0,买入,,,光学光电子
300365,恒华科技,2018-10-22,信达证券,2.0,2.0,增持,,,软件开发
600887,伊利股份,2018-10-22,中银证券,3.0,3.0,买入,,,饮料乳品
603659,璞泰来,2018-10-22,信达证券,3.0,3.0,买入,,,电池
601128,常熟银行,2018-10-22,信达证券,3.0,3.0,买入,,,银行Ⅱ
600958,东方证券,2018-10-22,信达证券,2.0,2.0,增持,,,证券Ⅱ
000848,承德露露,2018-10-22,太平洋,2.0,3.0,增持,,,饮料乳品
600309,万华化学,2018-10-22,群益证券,0.0,,中性,,,化学制品
000960,锡业股份,2018-10-22,西南证券,2.0,2.0,增持,,,小金属
002585,双星新材,2018-10-22,群益证券,3.0,3.0,买入,,,塑料
603568,伟明环保,2018-10-22,西南证券,2.0,2.0,增持,,,环境治理
002080,中材科技,2018-10-22,川财证券,2.0,2.0,增持,,,玻璃玻纤
002281,光迅科技,2018-10-22,西南证券,3.0,3.0,买入,,,通信设备
600486,扬农化工,2018-10-22,信达证券,3.0,3.0,买入,,,农化制品
600566,济川药业,2018-10-22,联讯证券,3.0,3.0,买入,,,中药Ⅱ
002271,东方雨虹,2018-10-22,西南证券,3.0,,买入,,,装修建材
002138,顺络电子,2018-10-22,联讯证券,2.0,2.0,增持,,,元件
002327,富安娜,2018-10-22,华金证券,2.0,2.0,增持,,,服装家纺
000725,京东方A,2018-10-22,高华证券,3.0,3.0,买入,,,光学光电子
000661,长春高新,2018-10-22,粤开证券,2.0,2.0,增持,,,生物制品
002242,九阳股份,2018-10-22,西南证券,3.0,,买入,,,小家电
603368,柳药股份,2018-10-22,太平洋,3.0,3.0,买入,,,医药商业
002456,欧菲科技,2018-10-22,德意志银行,3.0,,买入,,,光学光电子
300136,信维通信,2018-10-22,东莞证券,2.0,,增持,,,消费电子
002706,良信电器,2018-10-22,新时代证券,2.0,2.0,增持,,,电网设备
600276,恒瑞医药,2018-10-22,德意志银行,3.0,,买入,,,化学制药
603606,东方电缆,2018-10-22,新时代证券,2.0,2.0,增持,,,电网设备
600346,恒力股份,2018-10-22,东兴证券,3.0,3.0,买入,,,炼化及贸易
000661,长春高新,2018-10-22,华鑫证券,3.0,3.0,买入,,,生物制品
000676,智度股份,2018-10-22,太平洋,2.0,2.0,增持,,,广告营销
002007,华兰生物,2018-10-22,信达证券,2.0,2.0,增持,,,生物制品
600104,上汽集团,2018-10-22,信达证券,2.0,2.0,增持,,,乘用车
002456,欧菲科技,2018-10-22,山西证券,3.0,3.0,买入,,,光学光电子
600498,烽火通信,2018-10-22,中银国际,3.0,3.0,买入,,,通信设备
600309,万华化学,2018-10-22,东吴证券,2.0,,增持,,,化学制品
603588,高能环境,2018-10-22,东吴证券,3.0,3.0,买入,,,环境治理
002475,立讯精密,2018-10-22,联讯证券,3.0,3.0,买入,,,消费电子
002456,欧菲科技,2018-10-22,联讯证券,3.0,3.0,买入,,,光学光电子
300340,科恒股份,2018-10-22,东吴证券,3.0,3.0,买入,,,电池
600498,烽火通信,2018-10-22,民生证券,3.0,3.0,买入,,,通信设备
600763,通策医疗,2018-10-22,西南证券,3.0,,买入,,,医疗服务
603501,韦尔股份,2018-10-22,国金证券,,,,,,半导体
000661,长春高新,2018-10-22,国金证券,,,,,,生物制品
000559,万向钱潮,2018-10-22,西南证券,2.0,,增持,,,汽车零部件
603377,ST东时,2018-10-22,西南证券,,,,,,教育
002281,光迅科技,2018-10-22,华金证券,2.0,2.0,增持,,,通信设备
600498,烽火通信,2018-10-22,华金证券,3.0,3.0,买入,,,通信设备
002127,南极电商,2018-10-22,国金证券,,,,,,互联网电商
002127,南极电商,2018-10-22,华金证券,3.0,3.0,买入,,,互联网电商
603588,高能环境,2018-10-22,国金证券,,,,,,环境治理
002677,浙江美大,2018-10-22,西南证券,3.0,3.0,买入,,,厨卫电器
600872,中炬高新,2018-10-22,辉立证券,2.0,2.0,增持,,,调味发酵品Ⅱ
002127,南极电商,2018-10-22,东吴证券,3.0,3.0,买入,,,互联网电商
002223,鱼跃医疗,2018-10-22,西南证券,3.0,3.0,买入,,,医疗器械
603659,璞泰来,2018-10-22,新时代证券,2.0,2.0,增持,,,电池
300016,北陆药业,2018-10-22,太平洋,3.0,3.0,买入,,,化学制药
600256,广汇能源,2018-10-22,太平洋,2.0,,增持,,,炼化及贸易
600346,恒力股份,2018-10-22,太平洋,3.0,3.0,买入,,,炼化及贸易
002456,欧菲科技,2018-10-22,西南证券,3.0,3.0,买入,,,光学光电子
600566,济川药业,2018-10-22,西南证券,3.0,3.0,买入,,,中药Ⅱ
000661,长春高新,2018-10-22,西南证券,3.0,3.0,买入,,,生物制品
300511,雪榕生物,2018-10-22,西南证券,3.0,3.0,买入,,,种植业
002088,鲁阳节能,2018-10-22,西南证券,3.0,3.0,买入,,,装修建材
603083,剑桥科技,2018-10-22,中银证券,3.0,,买入,,,通信设备
300036,超图软件,2018-10-22,华金证券,3.0,3.0,买入,,,软件开发
000789,万年青,2018-10-22,太平洋,3.0,,买入,,,水泥
603939,益丰药房,2018-10-22,太平洋,3.0,3.0,买入,,,医药商业
002281,光迅科技,2018-10-22,东吴证券,3.0,3.0,买入,,,通信设备
600498,烽火通信,2018-10-22,东吴证券,3.0,3.0,买入,,,通信设备
002085,万丰奥威,2018-10-21,西南证券,2.0,,增持,,,汽车零部件
002632,道明光学,2018-10-21,西南证券,3.0,3.0,买入,,,塑料
002271,东方雨虹,2018-10-21,联讯证券,3.0,3.0,买入,,,装修建材
603659,璞泰来,2018-10-21,东吴证券,3.0,3.0,买入,,,电池
600028,中国石化,2018-10-21,群益证券,2.0,2.0,增持,,,炼化及贸易
002327,富安娜,2018-10-21,东吴证券,3.0,3.0,买入,,,服装家纺
002463,沪电股份,2018-10-21,东吴证券,3.0,3.0,买入,,,元件
002456,欧菲科技,2018-10-21,东吴证券,3.0,3.0,买入,,,光学光电子
300750,宁德时代,2018-10-21,东吴证券,3.0,3.0,买入,,,电池
002138,顺络电子,2018-10-21,东吴证券,3.0,3.0,买入,,,元件
300037,新宙邦,2018-10-21,东吴证券,3.0,3.0,买入,,,电池
000002,万科A,2018-10-19,东吴证券,3.0,3.0,买入,,,房地产开发
002462,嘉事堂,2018-10-19,上海证券,2.0,2.0,增持,,,医药商业
300122,智飞生物,2018-10-19,民生证券,3.0,3.0,买入,,,生物制品
603588,高能环境,2018-10-19,山西证券,2.0,2.0,增持,,,环境治理
600176,中国巨石,2018-10-19,东兴证券,3.0,3.0,买入,,,玻璃玻纤
002821,凯莱英,2018-10-19,中银国际,3.0,3.0,买入,,,医疗服务
300263,隆华科技,2018-10-19,中航证券,3.0,,买入,,,通用设备
600054,黄山旅游,2018-10-19,东莞证券,2.0,2.0,增持,,,旅游及景区
601155,新城控股,2018-10-19,东吴证券,3.0,3.0,买入,,,房地产开发
600048,保利地产,2018-10-19,东吴证券,3.0,3.0,买入,,,房地产开发
000902,新洋丰,2018-10-19,东兴证券,3.0,3.0,买入,,,农化制品
603707,健友股份,2018-10-19,东兴证券,3.0,3.0,买入,,,化学制药
603260,合盛硅业,2018-10-19,民生证券,3.0,3.0,买入,,,化学制品
600987,航民股份,2018-10-19,华金证券,3.0,3.0,买入,,,纺织制造
600256,广汇能源,2018-10-19,西南证券,2.0,,增持,,,炼化及贸易
300145,中金环境,2018-10-19,国元证券,2.0,2.0,增持,,,通用设备
002821,凯莱英,2018-10-19,东兴证券,3.0,3.0,买入,,,医疗服务
002419,天虹股份,2018-10-19,东兴证券,2.0,2.0,增持,,,一般零售
603337,杰克股份,2018-10-19,东兴证券,3.0,3.0,买入,,,专用设备
002697,红旗连锁,2018-10-19,东兴证券,2.0,2.0,增持,,,一般零售
002536,飞龙股份,2018-10-19,东兴证券,3.0,,买入,,,汽车零部件
002737,葵花药业,2018-10-19,东吴证券,3.0,3.0,买入,,,中药Ⅱ
300122,智飞生物,2018-10-19,东吴证券,2.0,2.0,增持,,,生物制品
000703,恒逸石化,2018-10-19,太平洋,3.0,3.0,买入,,,炼化及贸易
300122,智飞生物,2018-10-19,太平洋,3.0,3.0,买入,,,生物制品
600309,万华化学,2018-10-19,开源证券,2.0,,增持,,,化学制品
600309,万华化学,2018-10-19,西南证券,3.0,3.0,买入,,,化学制品
002313,日海智能,2018-10-19,西南证券,3.0,3.0,买入,,,通信设备
300285,国瓷材料,2018-10-19,太平洋,3.0,3.0,买入,,,电子化学品Ⅱ
600176,中国巨石,2018-10-19,国信证券,3.0,3.0,买入,,,玻璃玻纤
000902,新洋丰,2018-10-19,民生证券,3.0,3.0,买入,,,农化制品
300122,智飞生物,2018-10-19,西南证券,3.0,3.0,买入,,,生物制品
600987,航民股份,2018-10-19,东吴证券,3.0,3.0,买入,,,纺织制造
603885,吉祥航空,2018-10-19,国金证券,,,,,,航空机场
002440,闰土股份,2018-10-19,西南证券,2.0,,增持,,,化学制品
600176,中国巨石,2018-10-19,西南证券,3.0,3.0,买入,,,玻璃玻纤
300747,锐科激光,2018-10-19,国金证券,,,,,,自动化设备
300136,信维通信,2018-10-19,联讯证券,2.0,2.0,增持,,,消费电子
000902,新洋丰,2018-10-19,东吴证券,3.0,3.0,买入,,,农化制品
300340,科恒股份,2018-10-18,东吴证券,3.0,3.0,买入,,,电池
000902,新洋丰,2018-10-18,东吴证券,3.0,,买入,,,农化制品
600782,新钢股份,2018-10-18,民生证券,3.0,3.0,买入,,,普钢
603588,高能环境,2018-10-18,东兴证券,2.0,2.0,增持,,,环境治理
002462,嘉事堂,2018-10-18,华鑫证券,3.0,3.0,买入,,,医药商业
300373,扬杰科技,2018-10-18,中邮证券,2.0,,增持,,,半导体
000002,万科A,2018-10-18,中邮证券,2.0,,增持,,,房地产开发
600048,保利地产,2018-10-18,中邮证券,2.0,,增持,,,房地产开发
601238,广汽集团,2018-10-18,中邮证券,2.0,,增持,,,乘用车
600104,上汽集团,2018-10-18,中邮证券,2.0,,增持,,,乘用车
002258,利尔化学,2018-10-18,中邮证券,2.0,,增持,,,农化制品
002594,比亚迪,2018-10-18,中邮证券,2.0,,增持,,,乘用车
600346,恒力股份,2018-10-18,东兴证券,3.0,3.0,买入,,,炼化及贸易
300124,汇川技术,2018-10-18,国金证券,,,,,,自动化设备
002424,贵州百灵,2018-10-18,长城国瑞证券,3.0,3.0,买入,,,中药Ⅱ
300568,星源材质,2018-10-18,广证恒生证券研究所,3.0,3.0,买入,,,电池
603355,莱克电气,2018-10-18,东兴证券,2.0,2.0,增持,,,小家电
603737,三棵树,2018-10-18,西南证券,2.0,2.0,增持,,,装修建材
603355,莱克电气,2018-10-18,西南证券,2.0,,增持,,,小家电
603345,安井食品,2018-10-18,西南证券,3.0,3.0,买入,,,食品加工
600588,用友网络,2018-10-18,东吴证券,3.0,3.0,买入,,,软件开发
600426,华鲁恒升,2018-10-18,东莞证券,3.0,3.0,买入,,,农化制品
600299,安迪苏,2018-10-18,信达证券,2.0,2.0,增持,,,化学制品
600580,卧龙电气,2018-10-18,新时代证券,2.0,,增持,,,电机Ⅱ
603588,高能环境,2018-10-18,新时代证券,2.0,2.0,增持,,,环境治理
002941,新疆交建,2018-10-18,东莞证券,,,,,,基础建设
600970,中材国际,2018-10-18,国金证券,,,,,,专业工程
603368,柳药股份,2018-10-18,太平洋,3.0,3.0,买入,,,医药商业
300136,信维通信,2018-10-18,东吴证券,3.0,3.0,买入,,,消费电子
002271,东方雨虹,2018-10-17,国金证券,,,,,,装修建材
300037,新宙邦,2018-10-17,中银国际,2.0,,增持,,,电池
002941,新疆交建,2018-10-17,华鑫证券,,,,,,基础建设
300747,锐科激光,2018-10-17,上海证券,2.0,,增持,,,自动化设备
601933,永辉超市,2018-10-17,西南证券,2.0,,增持,,,一般零售
600353,旭光股份,2018-10-17,东海证券,3.0,,买入,,,其他电子Ⅱ
600764,中国海防,2018-10-17,东兴证券,3.0,,买入,,,航海装备Ⅱ
603816,顾家家居,2018-10-17,民生证券,3.0,3.0,买入,,,家居用品
600380,健康元,2018-10-17,太平洋,3.0,3.0,买入,,,化学制药
300203,聚光科技,2018-10-17,德意志银行,3.0,,买入,,,通用设备
000333,美的集团,2018-10-17,德意志银行,0.0,,中性,,,白色家电
300124,汇川技术,2018-10-17,东吴证券,3.0,3.0,买入,,,自动化设备
600764,中国海防,2018-10-17,东吴证券,3.0,3.0,买入,,,航海装备Ⅱ
300674,宇信科技,2018-10-17,东莞证券,,,,,,IT服务Ⅱ
002478,常宝股份,2018-10-16,东兴证券,3.0,3.0,买入,,,特钢Ⅱ
603707,健友股份,2018-10-16,上海证券,,,,,,化学制药
300308,中际旭创,2018-10-16,民生证券,3.0,3.0,买入,,,通信设备
300383,光环新网,2018-10-16,民生证券,3.0,3.0,买入,,,通信服务
300616,尚品宅配,2018-10-16,民生证券,3.0,3.0,买入,,,家居用品
300373,扬杰科技,2018-10-16,民生证券,3.0,3.0,买入,,,半导体
300114,中航电测,2018-10-16,东兴证券,3.0,3.0,买入,,,航天航空
300674,宇信科技,2018-10-16,华鑫证券,,,,,,IT服务Ⅱ
600104,上汽集团,2018-10-16,山西证券,3.0,3.0,买入,,,乘用车
300673,佩蒂股份,2018-10-16,东兴证券,3.0,3.0,买入,,,饲料
002458,益生股份,2018-10-16,东莞证券,2.0,2.0,增持,,,养殖业
601888,中国国旅,2018-10-16,东莞证券,2.0,2.0,增持,,,旅游零售Ⅱ
002234,民和股份,2018-10-16,东莞证券,3.0,3.0,买入,,,养殖业
300037,新宙邦,2018-10-16,东莞证券,3.0,3.0,买入,,,电池
300144,宋城演艺,2018-10-16,东莞证券,2.0,2.0,增持,,,旅游及景区
300073,当升科技,2018-10-16,东莞证券,3.0,3.0,买入,,,电池
300409,道氏技术,2018-10-16,东莞证券,3.0,3.0,买入,,,电池
300073,当升科技,2018-10-16,新时代证券,2.0,2.0,增持,,,电池
002683,宏大爆破,2018-10-16,民生证券,3.0,3.0,买入,,,化学制品
002389,南洋科技,2018-10-16,开源证券,3.0,,买入,,,航空装备Ⅱ
000703,恒逸石化,2018-10-16,开源证券,2.0,,增持,,,炼化及贸易
300476,胜宏科技,2018-10-16,东吴证券,3.0,3.0,买入,,,元件
002225,濮耐股份,2018-10-16,东兴证券,3.0,3.0,买入,,,装修建材
603197,保隆科技,2018-10-16,东兴证券,3.0,3.0,买入,,,汽车零部件
300073,当升科技,2018-10-16,西南证券,3.0,3.0,买入,,,电池
603816,顾家家居,2018-10-16,中银国际,3.0,3.0,买入,,,家居用品
002661,克明面业,2018-10-16,太平洋,2.0,,增持,,,食品加工
002696,百洋股份,2018-10-16,广证恒生证券研究所,3.0,3.0,买入,,,饲料
600267,海正药业,2018-10-16,太平洋,3.0,,买入,,,化学制药
300192,科斯伍德,2018-10-16,广证恒生证券研究所,3.0,3.0,买入,,,教育
002458,益生股份,2018-10-16,川财证券,2.0,2.0,增持,,,养殖业
300558,贝达药业,2018-10-16,太平洋,3.0,3.0,买入,,,化学制药
002597,金禾实业,2018-10-16,西南证券,3.0,3.0,买入,,,化学制品
600566,济川药业,2018-10-16,辉立证券,2.0,2.0,增持,,,中药Ⅱ
002179,中航光电,2018-10-16,信达证券,3.0,3.0,买入,,,军工电子Ⅱ
601636,旗滨集团,2018-10-16,中银国际,3.0,3.0,买入,,,玻璃玻纤
002032,苏泊尔,2018-10-16,国金证券,,,,,,小家电
300045,华力创通,2018-10-16,国金证券,,,,,,军工电子Ⅱ
603816,顾家家居,2018-10-16,国金证券,,,,,,家居用品
603636,南威软件,2018-10-16,西南证券,3.0,3.0,买入,,,IT服务Ⅱ
300012,华测检测,2018-10-16,东兴证券,3.0,3.0,买入,,,专业服务
300601,康泰生物,2018-10-16,太平洋,3.0,3.0,买入,,,生物制品
000425,徐工机械,2018-10-16,太平洋,3.0,3.0,买入,,,工程机械
601636,旗滨集团,2018-10-16,中邮证券,2.0,,增持,,,玻璃玻纤
603588,高能环境,2018-10-16,东吴证券,3.0,3.0,买入,,,环境治理
300388,国祯环保,2018-10-16,东吴证券,3.0,3.0,买入,,,环境治理
600330,天通股份,2018-10-16,东吴证券,3.0,3.0,买入,,,电子化学品Ⅱ
603816,顾家家居,2018-10-15,东吴证券,3.0,3.0,买入,,,家居用品
603659,璞泰来,2018-10-15,信达证券,3.0,3.0,买入,,,电池
300458,全志科技,2018-10-15,信达证券,2.0,2.0,增持,,,半导体
000625,长安汽车,2018-10-15,德意志银行,-3.0,,卖出,,,乘用车
300308,中际旭创,2018-10-15,西南证券,3.0,3.0,买入,,,通信设备
002228,合兴包装,2018-10-15,国金证券,,,,,,包装印刷
603019,中科曙光,2018-10-15,西南证券,,,,,,计算机设备
601155,新城控股,2018-10-15,西南证券,3.0,3.0,买入,,,房地产开发
600104,上汽集团,2018-10-15,信达证券,2.0,2.0,增持,,,乘用车
300365,恒华科技,2018-10-15,信达证券,2.0,2.0,增持,,,软件开发
300145,中金环境,2018-10-15,国元证券,2.0,,增持,,,通用设备
300735,光弘科技,2018-10-15,东莞证券,2.0,2.0,增持,,,消费电子
300633,开立医疗,2018-10-15,联讯证券,3.0,3.0,买入,,,医疗器械
002007,华兰生物,2018-10-15,信达证券,2.0,2.0,增持,,,生物制品
600486,扬农化工,2018-10-15,信达证券,3.0,3.0,买入,,,农化制品
300750,宁德时代,2018-10-15,西南证券,2.0,2.0,增持,,,电池
300498,温氏股份,2018-10-15,中邮证券,2.0,,增持,,,养殖业
600873,梅花生物,2018-10-15,太平洋,3.0,,买入,,,化学制品
300575,中旗股份,2018-10-15,东兴证券,3.0,3.0,买入,,,农化制品
300750,宁德时代,2018-10-15,东兴证券,3.0,3.0,买入,,,电池
300450,先导智能,2018-10-15,太平洋,3.0,3.0,买入,,,电池
000683,远兴能源,2018-10-15,西南证券,3.0,3.0,买入,,,化学原料
300750,宁德时代,2018-10-15,新时代证券,3.0,3.0,买入,,,电池
300001,特锐德,2018-10-15,新时代证券,2.0,2.0,增持,,,电网设备
300607,拓斯达,2018-10-15,太平洋,3.0,3.0,买入,,,自动化设备
300144,宋城演艺,2018-10-15,太平洋,3.0,3.0,买入,,,旅游及景区
300457,赢合科技,2018-10-15,太平洋,3.0,3.0,买入,,,电池
300124,汇川技术,2018-10-15,新时代证券,3.0,3.0,买入,,,自动化设备
002439,启明星辰,2018-10-15,东吴证券,3.0,3.0,买入,,,软件开发
300059,东方财富,2018-10-15,华金证券,2.0,,增持,,,证券Ⅱ
000717,韶钢松山,2018-10-15,民生证券,3.0,3.0,买入,,,普钢
000062,深圳华强,2018-10-15,东吴证券,3.0,3.0,买入,,,其他电子Ⅱ
300450,先导智能,2018-10-14,东吴证券,3.0,3.0,买入,,,电池
300498,温氏股份,2018-10-12,东兴证券,3.0,3.0,买入,,,养殖业
002815,崇达技术,2018-10-12,国元证券,2.0,,增持,,,元件
300628,亿联网络,2018-10-12,民生证券,3.0,3.0,买入,,,通信设备
300750,宁德时代,2018-10-12,东兴证券,3.0,3.0,买入,,,电池
300545,联得装备,2018-10-12,太平洋,3.0,3.0,买入,,,光学光电子
600373,中文传媒,2018-10-12,东兴证券,2.0,,增持,,,出版
600728,佳都科技,2018-10-12,信达证券,2.0,2.0,增持,,,IT服务Ⅱ
600104,上汽集团,2018-10-12,东莞证券,2.0,2.0,增持,,,乘用车
601985,中国核电,2018-10-12,东兴证券,3.0,3.0,买入,,,电力
600426,华鲁恒升,2018-10-12,群益证券,3.0,3.0,买入,,,农化制品
600702,舍得酒业,2018-10-12,中银国际,3.0,3.0,买入,,,白酒Ⅱ
002258,利尔化学,2018-10-12,西南证券,,,,,,农化制品
600048,保利地产,2018-10-12,西南证券,3.0,3.0,买入,,,房地产开发
002007,华兰生物,2018-10-12,太平洋,3.0,3.0,买入,,,生物制品
300642,透景生命,2018-10-12,新时代证券,3.0,3.0,买入,,,医疗器械
300284,苏交科,2018-10-12,国金证券,,,,,,工程咨询服务Ⅱ
600273,嘉化能源,2018-10-12,新时代证券,3.0,3.0,买入,,,化学制品
603588,高能环境,2018-10-12,新时代证券,2.0,2.0,增持,,,环境治理
300388,国祯环保,2018-10-12,新时代证券,2.0,2.0,增持,,,环境治理
002258,利尔化学,2018-10-12,新时代证券,3.0,3.0,买入,,,农化制品
002419,天虹股份,2018-10-12,新时代证券,2.0,2.0,增持,,,一般零售
600990,四创电子,2018-10-11,信达证券,3.0,3.0,买入,,,军工电子Ⅱ
300258,精锻科技,2018-10-11,东莞证券,2.0,2.0,增持,,,汽车零部件
002020,京新药业,2018-10-11,东莞证券,2.0,2.0,增持,,,化学制药
002405,四维图新,2018-10-11,中邮证券,2.0,,增持,,,软件开发
300408,三环集团,2018-10-11,中邮证券,2.0,,增持,,,元件
603338,浙江鼎力,2018-10-11,中邮证券,2.0,,增持,,,工程机械
600754,锦江股份,2018-10-11,中邮证券,2.0,,增持,,,酒店餐饮
603369,今世缘,2018-10-11,中邮证券,2.0,,增持,,,白酒Ⅱ
300637,扬帆新材,2018-10-11,西南证券,,,,,,化学制品
002734,利民股份,2018-10-11,太平洋,3.0,,买入,,,农化制品
603866,桃李面包,2018-10-11,西南证券,2.0,2.0,增持,,,休闲食品
603585,苏利股份,2018-10-11,川财证券,2.0,,增持,,,农化制品
600567,山鹰纸业,2018-10-11,民生证券,3.0,3.0,买入,,,造纸
000671,阳光城,2018-10-11,西南证券,3.0,3.0,买入,,,房地产
001979,招商蛇口,2018-10-11,西南证券,3.0,3.0,买入,,,房地产开发
000002,万科A,2018-10-11,西南证券,3.0,3.0,买入,,,房地产开发
002460,赣锋锂业,2018-10-11,国金证券,,,,,,能源金属
600426,华鲁恒升,2018-10-11,民生证券,3.0,3.0,买入,,,农化制品
000960,锡业股份,2018-10-11,民生证券,3.0,3.0,买入,,,小金属
300015,爱尔眼科,2018-10-11,太平洋,3.0,3.0,买入,,,医疗服务
300596,利安隆,2018-10-11,西南证券,3.0,3.0,买入,,,化学制品
600483,福能股份,2018-10-11,西南证券,3.0,3.0,买入,,,电力
300192,科斯伍德,2018-10-10,上海证券,2.0,2.0,增持,,,教育
002410,广联达,2018-10-10,信达证券,2.0,2.0,增持,,,软件开发
300394,天孚通信,2018-10-10,民生证券,3.0,3.0,买入,,,通信设备
000681,视觉中国,2018-10-10,新时代证券,3.0,3.0,买入,,,数字媒体
300230,永利股份,2018-10-10,太平洋,3.0,3.0,买入,,,塑料
300596,利安隆,2018-10-10,太平洋,3.0,3.0,买入,,,化学制品
603609,禾丰牧业,2018-10-10,太平洋,3.0,,买入,,,饲料
600231,凌钢股份,2018-10-10,川财证券,2.0,2.0,增持,,,普钢
300699,光威复材,2018-10-10,联讯证券,3.0,,买入,,,航空装备Ⅱ
601668,中国建筑,2018-10-10,东莞证券,3.0,3.0,买入,,,房屋建设Ⅱ
603055,台华新材,2018-10-10,西南证券,3.0,3.0,买入,,,纺织制造
001979,招商蛇口,2018-10-10,东吴证券,3.0,3.0,买入,,,房地产开发
300487,蓝晓科技,2018-10-10,西南证券,3.0,3.0,买入,,,塑料
002146,荣盛发展,2018-10-10,东吴证券,3.0,3.0,买入,,,房地产开发
300192,科斯伍德,2018-10-10,国金证券,,,,,,教育
300511,雪榕生物,2018-10-10,西南证券,,,,,,种植业
300422,博世科,2018-10-10,新时代证券,2.0,2.0,增持,,,环境治理
300059,东方财富,2018-10-10,太平洋,3.0,3.0,买入,,,证券Ⅱ
603393,新天然气,2018-10-10,西南证券,2.0,2.0,增持,,,燃气Ⅱ
002585,双星新材,2018-10-10,群益证券,3.0,3.0,买入,,,塑料
300596,利安隆,2018-10-10,新时代证券,3.0,3.0,买入,,,化学制品
600167,联美控股,2018-10-10,新时代证券,2.0,2.0,增持,,,电力
600383,金地集团,2018-10-10,东吴证券,3.0,3.0,买入,,,房地产开发
300059,东方财富,2018-10-10,东吴证券,3.0,3.0,买入,,,证券Ⅱ
603568,伟明环保,2018-10-09,东兴证券,2.0,,增持,,,环境治理
002299,圣农发展,2018-10-09,东莞证券,2.0,2.0,增持,,,养殖业
300285,国瓷材料,2018-10-09,国元证券,3.0,,买入,,,电子化学品Ⅱ
000980,众泰汽车,2018-10-09,中邮证券,2.0,,增持,,,汽车零部件
300136,信维通信,2018-10-09,中邮证券,2.0,,增持,,,消费电子
600297,广汇汽车,2018-10-09,中邮证券,2.0,,增持,,,汽车行业
002475,立讯精密,2018-10-09,中邮证券,2.0,,增持,,,消费电子
600588,用友网络,2018-10-09,中邮证券,2.0,,增持,,,软件开发
002120,韵达股份,2018-10-09,中邮证券,3.0,,买入,,,物流
002610,爱康科技,2018-10-09,国元证券,2.0,2.0,增持,,,金属制品
300073,当升科技,2018-10-09,新时代证券,2.0,,增持,,,电池
300747,锐科激光,2018-10-09,新时代证券,3.0,,买入,,,自动化设备
600176,中国巨石,2018-10-09,太平洋,3.0,,买入,,,玻璃玻纤
300014,亿纬锂能,2018-10-09,中银国际,3.0,3.0,买入,,,电池
002696,百洋股份,2018-10-09,国金证券,,,,,,饲料
300014,亿纬锂能,2018-10-09,新时代证券,2.0,2.0,增持,,,电池
600305,恒顺醋业,2018-10-09,东兴证券,3.0,,买入,,,调味发酵品Ⅱ
002475,立讯精密,2018-10-09,东吴证券,3.0,3.0,买入,,,消费电子
603659,璞泰来,2018-10-08,信达证券,3.0,3.0,买入,,,电池
