symbol,name,ann_date,period,period_end,holders,holders_prev,holders_chg_pct,avg_hold_value
601211,国泰海通,2017-10-31,20170930,2017-09-30,164186,187755,-12.553061170142,990178.128406807
601200,上海环境,2017-10-31,20170930,2017-09-30,116821,124486,-6.157318895297,148542.076636906
601179,中国西电,2017-10-31,20170930,2017-09-30,154344,160901,-4.075176661425,181330.778273985
601169,北京银行,2017-10-31,20170930,2017-09-30,172254,158468,8.699548173764,790287.370581351
601118,海南橡胶,2017-10-31,20170930,2017-09-30,118431,128012,-7.484454582383,213435.953323032
601100,恒立液压,2017-10-31,20170930,2017-09-30,9552,10436,-8.470678420851,1199717.33668342
601021,春秋航空,2017-10-31,20170930,2017-09-30,23472,26597,-11.749445426176,1139544.04396728
601012,隆基绿能,2017-10-31,20170930,2017-09-30,54104,80957,-33.169460330793,1087145.17837184
601010,ST文峰,2017-10-31,20170930,2017-09-30,151582,156603,-3.20619656073,51691.6256547611
601007,金陵饭店,2017-10-31,20170930,2017-09-30,23837,25178,-5.326078322345,152661.828250199
601001,晋控煤业,2017-10-31,20170930,2017-09-30,99278,100135,-0.855844609777,126271.81248615
600995,南网储能,2017-10-31,20170930,2017-09-30,53318,53962,-1.193432415403,99891.1968190855
600988,赤峰黄金,2017-10-31,20170930,2017-09-30,85647,87088,-1.654648171964,113165.227799222
600985,淮北矿业,2017-10-31,20170930,2017-09-30,12199,12199,0.0,304117.734142143
600983,惠而浦,2017-10-31,20170930,2017-09-30,27318,23765,14.950557542605,241002.672596823
600975,新五丰,2017-10-31,20170930,2017-09-30,66651,66649,0.003000795211,63944.600433902
600973,宝胜股份,2017-10-31,20170930,2017-09-30,40917,37833,8.151613670605,171442.819551287
600969,郴电国际,2017-10-31,20170930,2017-09-30,16223,16797,-3.417276894684,235923.028263576
600967,内蒙一机,2017-10-31,20170930,2017-09-30,58078,43212,34.402480792373,393330.041768656
600960,渤海汽车,2017-10-31,20170930,2017-09-30,40516,37586,7.795455754802,186978.19820466
600959,江苏有线,2017-10-31,20170930,2017-09-30,158291,158291,0.0,259392.384756114
600939,重庆建工,2017-10-31,20170930,2017-09-30,68796,80334,-14.362536410486,242914.486307343
600919,江苏银行,2017-10-31,20170930,2017-09-30,227586,216613,5.065716277416,421022.975929978
600909,华安证券,2017-10-31,20170930,2017-09-30,187716,208394,-9.922550553279,204664.546442498
600908,无锡银行,2017-10-31,20170930,2017-09-30,69415,61451,12.959919285284,244675.864592091
600900,长江电力,2017-10-31,20170930,2017-09-30,104739,112091,-6.558956562079,3165392.06981163
600895,张江高科,2017-10-31,20170930,2017-09-30,122383,130380,-6.133609449302,212215.125903925
600892,大晟文化,2017-10-31,20170930,2017-09-30,16572,22652,-26.840897051033,374394.028778663
600887,伊利股份,2017-10-31,20170930,2017-09-30,177933,220192,-19.191887080366,939525.006435007
600886,国投电力,2017-10-31,20170930,2017-09-30,211767,214014,-1.049931312905,235208.561140215
600885,宏发股份,2017-10-31,20170930,2017-09-30,8764,8799,-0.397772474145,2520253.27889548
600882,妙可蓝多,2017-10-31,20170930,2017-09-30,19848,17831,11.311760417251,197188.355053406
600880,博瑞传播,2017-10-31,20170930,2017-09-30,67619,71808,-5.833611853832,100409.534174123
600877,电科芯片,2017-10-31,20170930,2017-09-30,75527,82197,-8.114651386304,58147.8442887974
600871,石化油服,2017-10-31,20170930,2017-09-30,169066,171180,-1.234957354831,224376.173413046
600854,春兰股份,2017-10-31,20170930,2017-09-30,39119,39119,0.0,90031.1584559933
600847,万里股份,2017-10-31,20170930,2017-09-30,8522,8664,-1.638965835642,274305.661816475
600846,同济科技,2017-10-31,20170930,2017-09-30,91194,74419,22.541286499416,97693.9186586837
600843,上工申贝,2017-10-31,20170930,2017-09-30,36655,37705,-2.784776554834,110704.753021416
600834,申通地铁,2017-10-31,20170930,2017-09-30,40459,41955,-3.565725181742,133684.396145481
600833,第一医药,2017-10-31,20170930,2017-09-30,24224,24275,-0.210092687951,154716.422952444
600827,百联股份,2017-10-31,20170930,2017-09-30,88466,98713,-10.380598300123,275128.357633441
600822,上海物贸,2017-10-31,20170930,2017-09-30,35268,35982,-1.984325496081,131644.932566633
600807,济高发展,2017-10-31,20170930,2017-09-30,63484,75830,-16.281155215614,147011.788986989
600800,渤海化学,2017-10-31,20170930,2017-09-30,62738,68126,-7.908874732114,79212.4966066818
600795,国电电力,2017-10-31,20170930,2017-09-30,807064,755265,6.85838745341,80835.3746981652
600793,宜宾纸业,2017-10-31,20170930,2017-09-30,10500,3785,177.410832232497,306473.142857143
600792,云煤能源,2017-10-31,20170930,2017-09-30,47680,38281,24.552650139756,116058.576426175
600787,中储股份,2017-10-31,20170930,2017-09-30,74929,89238,-16.034648916381,281547.757296507
600783,鲁信创投,2017-10-31,20170930,2017-09-30,40776,41357,-1.404840776652,332785.705552776
600782,新钢股份,2017-10-31,20170930,2017-09-30,60549,51539,17.48190690545,289970.868810385
600774,汉商集团,2017-10-31,20170930,2017-09-30,11515,14625,-21.264957264957,274256.945960921
600761,安徽合力,2017-10-31,20170930,2017-09-30,39125,36286,7.823954142093,191264.611072716
600760,中航沈飞,2017-10-31,20170930,2017-09-30,59185,61219,-3.322497917313,196120.68172172
600754,锦江酒店,2017-10-31,20170930,2017-09-30,27160,34307,-20.832483166701,927128.284830633
600749,西藏旅游,2017-10-31,20170930,2017-09-30,18922,24077,-21.410474726918,231999.33297273
600748,上实发展,2017-10-31,20170930,2017-09-30,42058,43540,-3.403766651355,306126.039901089
600743,华远控股,2017-10-31,20170930,2017-09-30,58777,59414,-1.072137879961,169639.973365432
600737,中粮糖业,2017-10-31,20170930,2017-09-30,168718,171891,-1.845937250932,114926.858217558
600735,ST新华锦,2017-10-31,20170930,2017-09-30,27553,29857,-7.716783333892,164981.920612637
600734,*ST实达,2017-10-31,20170930,2017-09-30,44567,53149,-16.147058270146,171104.142518231
600731,湖南海利,2017-10-31,20170930,2017-09-30,23859,25342,-5.851945387104,112767.588145354
600728,佳都科技,2017-10-31,20170930,2017-09-30,60643,66078,-8.225127879173,287767.718944643
600727,鲁北化工,2017-10-31,20170930,2017-09-30,32895,24712,33.11346714147,108512.959209302
600726,华电能源,2017-10-31,20170930,2017-09-30,131201,136188,-3.66184979587,50531.6015298664
600708,光明地产,2017-10-31,20170930,2017-09-30,45440,47464,-4.264284510366,270883.190230634
600707,彩虹股份,2017-10-31,20170930,2017-09-30,72205,81921,-11.860206784585,88874.1702441659
600690,海尔智家,2017-10-31,20170930,2017-09-30,138077,164612,-16.119723956941,666365.920105666
600689,上海三毛,2017-10-31,20170930,2017-09-30,26928,26724,0.763358778626,81618.6803669043
600686,金龙汽车,2017-10-31,20170930,2017-09-30,20246,18047,12.184850667701,517552.804750074
600682,南京新百,2017-10-31,20170930,2017-09-30,14298,14287,0.076993070624,2998084.75979857
600678,ST金顶,2017-10-31,20170930,2017-09-30,42946,48544,-11.53180619644,98408.9065337866
600675,中华企业,2017-10-31,20170930,2017-09-30,90797,93009,-2.37826446903,137772.150694406
600668,尖峰集团,2017-10-31,20170930,2017-09-30,27652,28043,-1.394287344435,223482.769813395
600662,外服控股,2017-10-31,20170930,2017-09-30,98155,102590,-4.323033434058,78877.4092389588
600661,昂立教育,2017-10-31,20170930,2017-09-30,19917,19808,0.550282714055,316517.259627454
600658,电子城,2017-10-31,20170930,2017-09-30,14833,14047,5.59550081868,594676.873910875
600655,豫园股份,2017-10-31,20170930,2017-09-30,112705,112693,0.010648398747,144363.468952753
600653,申华控股,2017-10-31,20170930,2017-09-30,196668,195880,0.40228711456,33055.2517886997
600649,城投控股,2017-10-31,20170930,2017-09-30,134163,141665,-5.295591712844,185151.142460142
600645,中源协和,2017-10-31,20170930,2017-09-30,44550,44550,0.0,246121.421270483
600644,乐山电力,2017-10-31,20170930,2017-09-30,30811,31668,-2.706201844133,128785.591406641
600638,新黄浦,2017-10-31,20170930,2017-09-30,33081,32021,3.310327597514,306527.410391463
600637,东方明珠,2017-10-31,20170930,2017-09-30,164158,166836,-1.605169148145,326519.618493403
600629,华建集团,2017-10-31,20170930,2017-09-30,21836,27295,-20.0,393888.158398974
600628,新世界,2017-10-31,20170930,2017-09-30,54548,51921,5.059609791799,136850.88236709
600626,申达股份,2017-10-31,20170930,2017-09-30,64031,62665,2.179845208649,103822.722708688
600622,光大嘉宝,2017-10-31,20170930,2017-09-30,19685,21979,-10.437235543018,891670.354145796
600619,海立股份,2017-10-31,20170930,2017-09-30,34104,37464,-8.968609865471,269358.014357847
600605,汇通能源,2017-10-31,20170930,2017-09-30,11472,12060,-4.875621890547,199721.792677824
600600,青岛啤酒,2017-10-31,20170930,2017-09-30,29841,28066,6.324378251265,718511.39505278
600596,新安股份,2017-10-31,20170930,2017-09-30,54462,54708,-0.449660013161,150636.630711138
600595,中孚实业,2017-10-31,20170930,2017-09-30,105725,119093,-11.224841090576,113000.398813715
600577,精达股份,2017-10-31,20170930,2017-09-30,140505,146918,-4.365019943098,60258.0262992776
600571,信雅达,2017-10-31,20170930,2017-09-30,59605,60737,-1.863773317747,102091.441609261
600568,ST中珠,2017-10-31,20170930,2017-09-30,20882,21925,-4.757126567845,675678.447537592
600562,国睿科技,2017-10-31,20170930,2017-09-30,31559,27043,16.699330695559,401989.290947115
600556,天下秀,2017-10-31,20170930,2017-09-30,52882,54906,-3.686300222198,62636.0427011081
600552,凯盛科技,2017-10-31,20170930,2017-09-30,24688,27844,-11.334578365177,291434.096944264
600551,时代出版,2017-10-31,20170930,2017-09-30,20104,18376,9.403569873748,359039.344106645
600547,山东黄金,2017-10-31,20170930,2017-09-30,178691,192869,-7.351103598816,326649.043135189
600543,*ST莫高,2017-10-31,20170930,2017-09-30,20614,20754,-0.67456875783,180390.49189871
600526,菲达环保,2017-10-31,20170930,2017-09-30,72154,70282,2.663555391139,81707.8515042825
600515,海南机场,2017-10-31,20170930,2017-09-30,20926,27399,-23.624949815687,2688967.38143936
600502,安徽建工,2017-10-31,20170930,2017-09-30,63247,69245,-8.66199725612,186864.734619508
600500,中化国际,2017-10-31,20170930,2017-09-30,72254,72295,-0.05671208244,295785.838908019
600499,科达制造,2017-10-31,20170930,2017-09-30,50647,45498,11.316980966196,320768.344545975
600497,驰宏锌锗,2017-10-31,20170930,2017-09-30,208155,200442,3.847995928997,154668.105255315
600496,精工钢构,2017-10-31,20170930,2017-09-30,143278,144592,-0.908763970344,60722.2626781502
600493,凤竹纺织,2017-10-31,20170930,2017-09-30,24461,26770,-8.625326858424,112198.193041985
600489,中金黄金,2017-10-31,20170930,2017-09-30,244815,258349,-5.238650043159,151118.970104283
600488,津药药业,2017-10-31,20170930,2017-09-30,65634,68327,-3.941340904767,90499.7949111741
600469,风神股份,2017-10-31,20170930,2017-09-30,27625,27661,-0.130147138571,176714.815093575
600460,士兰微,2017-10-31,20170930,2017-09-30,92550,77909,18.792437330732,140415.889357104
600448,华纺股份,2017-10-31,20170930,2017-09-30,30890,32133,-3.868297388977,83543.0449048236
600416,湘电股份,2017-10-31,20170930,2017-09-30,37858,38660,-2.07449560269,308299.317726769
600400,红豆股份,2017-10-31,20170930,2017-09-30,40333,50298,-19.811920951131,320772.19508715
600390,五矿资本,2017-10-31,20170930,2017-09-30,43851,31310,40.054295752156,1180480.18632232
600386,北巴传媒,2017-10-31,20170930,2017-09-30,34650,30058,15.277130880298,157090.909090909
600383,金地集团,2017-10-31,20170930,2017-09-30,49445,50384,-1.863686884725,1047049.3765768
600376,首开股份,2017-10-31,20170930,2017-09-30,53364,61023,-12.551005358635,535596.710916723
600369,西南证券,2017-10-31,20170930,2017-09-30,149602,145509,2.812884426393,219612.940346252
600365,ST通葡,2017-10-31,20170930,2017-09-30,29883,29421,1.570306923626,111233.811866279
600363,联创光电,2017-10-31,20170930,2017-09-30,48754,49564,-1.634250665806,131167.385958075
600354,敦煌种业,2017-10-31,20170930,2017-09-30,63725,58615,8.71790497313,70484.0439513535
600346,恒力石化,2017-10-31,20170930,2017-09-30,33276,38745,-14.115369725126,788875.817140882
600345,长江通信,2017-10-31,20170930,2017-09-30,28911,19825,45.831021437579,206827.850990972
600339,中油工程,2017-10-31,20170930,2017-09-30,53290,56484,-5.654698675731,723954.757451867
600336,澳柯玛,2017-10-31,20170930,2017-09-30,39925,40498,-1.414884685663,113619.012923231
600333,长春燃气,2017-10-31,20170930,2017-09-30,43992,45244,-2.76721775263,96770.4237397709
600331,宏达股份,2017-10-31,20170930,2017-09-30,80632,81596,-1.181430462278,166578.033535073
600325,华发股份,2017-10-31,20170930,2017-09-30,58867,60090,-2.035280412714,276002.881066132
600322,津投城开,2017-10-31,20170930,2017-09-30,76002,81867,-7.164058778262,96455.2380200521
600308,华泰股份,2017-10-31,20170930,2017-09-30,69870,82771,-15.586376871126,126164.143601689
600302,ST标准,2017-10-31,20170930,2017-09-30,19943,22034,-9.48987927748,137064.506423306
600289,ST信通,2017-10-31,20170930,2017-09-30,56425,56413,0.021271692695,129621.506064865
600271,航天信息,2017-10-31,20170930,2017-09-30,85584,84586,1.179864280141,409425.149567793
600267,海正药业,2017-10-31,20170930,2017-09-30,29905,32246,-7.259815170874,410040.27398094
600261,阳光照明,2017-10-31,20170930,2017-09-30,54251,52452,3.429802486083,166754.552983355
600259,中稀有色,2017-10-31,20170930,2017-09-30,43538,38098,14.278964775054,304935.522557077
600258,首旅酒店,2017-10-31,20170930,2017-09-30,15326,13811,10.969517051626,1582411.06726869
600255,鑫科材料,2017-10-31,20170930,2017-09-30,154038,163943,-6.041734017311,64103.2215226113
600248,陕建股份,2017-10-31,20170930,2017-09-30,28109,28108,0.003557705991,121367.164196521
600241,时代万恒,2017-10-31,20170930,2017-09-30,18422,24455,-24.669801676549,152620.127535012
600239,ST云城,2017-10-31,20170930,2017-09-30,59654,59657,-0.005028747674,140505.006621182
600236,桂冠电力,2017-10-31,20170930,2017-09-30,75542,81913,-7.777764213251,484799.713293267
600234,科新发展,2017-10-31,20170930,2017-09-30,12151,12151,0.0,255244.085392149
600227,赤天化,2017-10-31,20170930,2017-09-30,63506,65641,-3.252540333024,181817.810736781
600226,亨通股份,2017-10-31,20170930,2017-09-30,36158,36401,-0.66756407791,440026.860330771
600218,全柴动力,2017-10-31,20170930,2017-09-30,24553,26283,-6.582201422973,134267.49073433
600210,紫江企业,2017-10-31,20170930,2017-09-30,127686,118113,8.104950344162,73647.5743589744
600203,福日电子,2017-10-31,20170930,2017-09-30,25759,25527,0.908841618678,160896.768104352
600202,哈空调,2017-10-31,20170930,2017-09-30,33388,32332,3.266114066559,124687.902777046
600191,华资实业,2017-10-31,20170930,2017-09-30,40166,38158,5.262330310813,136427.117462531
600186,莲花控股,2017-10-31,20170930,2017-09-30,79333,82612,-3.969157023193,54083.1459347308
600185,珠免集团,2017-10-31,20170930,2017-09-30,58543,64505,-9.242694364778,216763.332461951
600183,生益科技,2017-10-31,20170930,2017-09-30,55847,59902,-6.769390003673,399541.475683922
600182,S佳通,2017-10-31,20170930,2017-09-30,34838,32470,7.292885740684,228468.91325564
600177,雅戈尔,2017-10-31,20170930,2017-09-30,147606,144253,2.324388400934,237782.908956275
600171,上海贝岭,2017-10-31,20170930,2017-09-30,74031,67609,9.498735375468,127332.749041212
600170,上海建工,2017-10-31,20170930,2017-09-30,221907,236188,-6.046454519281,153685.297436494
600169,ST太重,2017-10-31,20170930,2017-09-30,152228,159351,-4.470006463718,65687.1567648527
600166,福田汽车,2017-10-31,20170930,2017-09-30,179550,170000,5.617647058824,115162.38930103
600165,ST宁科,2017-10-31,20170930,2017-09-30,19153,28840,-33.588765603329,520644.690857829
600162,香江控股,2017-10-31,20170930,2017-09-30,87917,94830,-7.289887166508,138476.104711489
600161,天坛生物,2017-10-31,20170930,2017-09-30,39680,28586,38.809207304275,555101.177504032
600159,大龙地产,2017-10-31,20170930,2017-09-30,51673,56195,-8.046979268618,76618.6483587173
600158,中体产业,2017-10-31,20170930,2017-09-30,116007,114722,1.120099021984,101314.866739852
600157,永泰能源,2017-10-31,20170930,2017-09-30,227005,234478,-3.187079384846,197056.730792714
600153,建发股份,2017-10-31,20170930,2017-09-30,126923,116297,9.136951082143,260237.200306485
600152,维科技术,2017-10-31,20170930,2017-09-30,36502,33013,10.56856389907,132190.980758589
600150,中国船舶,2017-10-31,20170930,2017-09-30,145814,145814,0.0,233161.158343232
600149,廊坊发展,2017-10-31,20170930,2017-09-30,59018,71760,-17.75641025641,78649.7949778034
600143,金发科技,2017-10-31,20170930,2017-09-30,96948,102411,-5.334387907549,172342.146654908
600137,浪莎股份,2017-10-31,20170930,2017-09-30,6094,5798,5.105208692653,598716.1269511
600133,东湖高新,2017-10-31,20170930,2017-09-30,101512,101512,0.0,64917.8262250768
600130,波导股份,2017-10-31,20170930,2017-09-30,99034,99866,-0.833116375944,52810.9538138417
600121,郑州煤电,2017-10-31,20170930,2017-09-30,47488,51731,-8.202045195337,143894.475371673
600120,浙江东方,2017-10-31,20170930,2017-09-30,46553,50778,-8.320532514081,400937.055479776
600117,西宁特钢,2017-10-31,20170930,2017-09-30,79009,56782,39.144447183967,90610.6902530092
600114,东睦股份,2017-10-31,20170930,2017-09-30,16371,15387,6.39500877364,473103.095091931
600107,*ST尔雅,2017-10-31,20170930,2017-09-30,27350,28528,-4.12927650028,174932.358318099
600104,上汽集团,2017-10-31,20170930,2017-09-30,104983,117184,-10.411830966685,3359817.29050751
600100,同方股份,2017-10-31,20170930,2017-09-30,227793,226579,0.535795462068,158738.711032385
600098,广州发展,2017-10-31,20170930,2017-09-30,90780,99829,-9.064500295505,219825.499058824
600095,湘财股份,2017-10-31,20170930,2017-09-30,44397,45482,-2.38555912229,67049.8406559002
600085,同仁堂,2017-10-31,20170930,2017-09-30,71787,65425,9.724111578143,619183.852109992
600079,ST人福,2017-10-31,20170930,2017-09-30,44220,38140,15.941269008915,526692.639367255
600078,澄星股份,2017-10-31,20170930,2017-09-30,52117,54560,-4.477639296188,77931.8003325211
600073,光明肉业,2017-10-31,20170930,2017-09-30,69510,71850,-3.256784968685,129644.370967055
600072,中船科技,2017-10-31,20170930,2017-09-30,89640,84465,6.126798082046,155233.409066265
600058,五矿发展,2017-10-31,20170930,2017-09-30,77912,77278,0.820414607003,189584.782800852
600052,东望时代,2017-10-31,20170930,2017-09-30,52858,51666,2.307126543568,83124.9200438912
600039,四川路桥,2017-10-31,20170930,2017-09-30,145936,151578,-3.722176041378,113806.170828308
600035,楚天高速,2017-10-31,20170930,2017-09-30,69443,72223,-3.849189316423,145057.561912072
600033,福建高速,2017-10-31,20170930,2017-09-30,138778,145852,-4.850122041522,76333.3093141564
600031,三一重工,2017-10-31,20170930,2017-09-30,423546,403671,4.923563991468,138056.737905328
600030,中信证券,2017-10-31,20170930,2017-09-30,500350,520658,-3.900449047167,357677.191831718
600028,中国石化,2017-10-31,20170930,2017-09-30,538105,540912,-0.518938385541,1047733.8979779
600020,中原高速,2017-10-31,20170930,2017-09-30,104817,100458,4.339126799259,114065.639602736
600018,上港集团,2017-10-31,20170930,2017-09-30,233658,250036,-6.550256763026,663499.14579642
600015,华夏银行,2017-10-31,20170930,2017-09-30,119794,108881,10.022869003775,992255.916601082
600007,中国国贸,2017-10-31,20170930,2017-09-30,11436,12013,-4.803129942562,1660307.42968695
600006,东风股份,2017-10-31,20170930,2017-09-30,141673,140201,1.049921184585,97548.5801811213
600004,白云机场,2017-10-31,20170930,2017-09-30,51871,43919,18.106058881122,522207.120129938
300846,首都在线,2017-10-31,20170930,2017-09-30,478,487,-1.848049281314,
300494,盛天网络,2017-10-31,20170930,2017-09-30,25342,27029,-6.241444374561,196890.537447715
300284,苏交科,2017-10-31,20170930,2017-09-30,34494,17260,99.849362688297,335927.570993216
300152,*ST动力,2017-10-31,20170930,2017-09-30,60525,55887,8.298888829245,79258.8847583643
300134,大富科技,2017-10-31,20170930,2017-09-30,44597,44597,0.0,327155.124650985
300094,国联水产,2017-10-31,20170930,2017-09-30,26116,20752,25.848111025443,202894.638964619
002886,沃特股份,2017-10-31,20170930,2017-09-30,12497,15539,-19.576549327499,244953.304393054
002863,今飞凯达,2017-10-31,20170930,2017-09-30,29141,34354,-15.174361064214,112798.462647129
002858,力盛体育,2017-10-31,20170930,2017-09-30,8565,8565,0.0,351749.211908932
002836,新宏泽,2017-10-31,20170930,2017-09-30,23001,29604,-22.304418321848,202356.419286118
002833,弘亚数控,2017-10-31,20170930,2017-09-30,9696,11590,-16.341673856773,902336.788366337
002790,瑞尔特,2017-10-31,20170930,2017-09-30,17514,18430,-4.970157352143,285029.119561494
002749,国光股份,2017-10-31,20170930,2017-09-30,11412,11419,-0.061301339872,459384.858044164
002721,金一文化,2017-10-31,20170930,2017-09-30,34888,36579,-4.622871046229,265618.975005733
002691,*ST冀凯,2017-10-31,20170930,2017-09-30,7510,8155,-7.90925812385,740346.20505992
002647,仁东控股,2017-10-31,20170930,2017-09-30,5333,6178,-13.677565555196,2538771.46015376
002636,金安国纪,2017-10-31,20170930,2017-09-30,55986,51055,9.658211732445,217804.451112778
002605,姚记科技,2017-10-31,20170930,2017-09-30,29958,30546,-1.924965625614,166382.044757661
002589,瑞康医药,2017-10-31,20170930,2017-09-30,32068,21079,52.132454101238,672868.534181739
002586,ST围海,2017-10-31,20170930,2017-09-30,22643,21694,4.374481423435,446370.782630394
002578,闽发铝业,2017-10-31,20170930,2017-09-30,45648,33250,37.287218045113,107147.340851735
002577,雷柏科技,2017-10-31,20170930,2017-09-30,35941,36508,-1.553084255506,167447.358838096
002563,森马服饰,2017-10-31,20170930,2017-09-30,32209,33113,-2.730045601425,736832.371150921
002555,三七互娱,2017-10-31,20170930,2017-09-30,40126,42463,-5.503614911806,1193811.28996661
002551,尚荣医疗,2017-10-31,20170930,2017-09-30,43401,41054,5.716860720027,149876.359040575
002522,浙江众成,2017-10-31,20170930,2017-09-30,39908,34585,15.39106549082,311852.480138819
002511,中顺洁柔,2017-10-31,20170930,2017-09-30,14851,15401,-3.571196675541,713947.823715575
002486,嘉麟杰,2017-10-31,20170930,2017-09-30,103751,109791,-5.501361678097,57818.4306657285
002468,申通快递,2017-10-31,20170930,2017-09-30,36331,29231,24.289281926722,1091714.62720707
002458,益生股份,2017-10-31,20170930,2017-09-30,19499,25101,-22.317835942791,413180.336421355
002436,兴森科技,2017-10-31,20170930,2017-09-30,82082,82773,-0.834813284525,115832.08194927
002432,九安医疗,2017-10-31,20170930,2017-09-30,65692,66683,-1.486135896705,69903.044842751
002431,ST棕榈,2017-10-31,20170930,2017-09-30,119008,125217,-4.958591884489,126822.586023629
002427,尤夫股份,2017-10-31,20170930,2017-09-30,19196,14856,29.213785675821,561888.397854761
002421,达实智能,2017-10-31,20170930,2017-09-30,103056,98874,4.229625584077,133645.378310433
002420,毅昌科技,2017-10-31,20170930,2017-09-30,24905,24520,1.570146818923,109971.090142542
002416,爱施德,2017-10-31,20170930,2017-09-30,57093,60370,-5.428192810999,193548.469642513
002415,海康威视,2017-10-31,20170930,2017-09-30,127510,151799,-16.000764168407,2316082.53194259
002413,雷科防务,2017-10-31,20170930,2017-09-30,53583,52261,2.529610990988,238707.432476718
002393,力生制药,2017-10-31,20170930,2017-09-30,22766,24125,-5.633160621762,288436.930601775
002381,双箭股份,2017-10-31,20170930,2017-09-30,31056,34756,-10.645643917597,138942.394384338
002345,潮宏基,2017-10-31,20170930,2017-09-30,25243,27524,-8.287312890568,405306.959913639
002335,科华数据,2017-10-31,20170930,2017-09-30,21292,17811,19.544101959463,503461.384040954
002333,罗普斯金,2017-10-31,20170930,2017-09-30,9589,9351,2.54518233344,886330.887058087
002324,普利特,2017-10-31,20170930,2017-09-30,12634,13630,-7.307410124725,586631.312331803
002311,海大集团,2017-10-31,20170930,2017-09-30,13835,12997,6.447641763484,2103944.6727416
002285,世联行,2017-10-31,20170930,2017-09-30,76526,59059,29.575509236526,311852.045758827
002210,飞马国际,2017-10-31,20170930,2017-09-30,13481,13907,-3.063205579924,1408767.57177806
002209,达意隆,2017-10-31,20170930,2017-09-30,13440,12528,7.27969348659,207737.344866071
002190,成飞集成,2017-10-31,20170930,2017-09-30,53682,56243,-4.553455541134,180046.844305354
002180,奔图科技,2017-10-31,20170930,2017-09-30,10650,12335,-13.66031617349,2696830.22672676
002174,游族网络,2017-10-31,20170930,2017-09-30,46796,29077,60.938198576194,445050.811780922
002173,创新医疗,2017-10-31,20170930,2017-09-30,11876,11504,3.233657858136,575541.532164028
002167,东方锆业,2017-10-31,20170930,2017-09-30,54679,63973,-14.528004001688,143428.884580918
002160,常铝股份,2017-10-31,20170930,2017-09-30,53310,32144,65.84743653559,109231.482379291
002152,广电运通,2017-10-31,20170930,2017-09-30,53804,46228,16.388336073375,353471.400393094
002130,沃尔核材,2017-10-31,20170930,2017-09-30,101110,102017,-0.889067508356,82023.8971154189
002111,威海广泰,2017-10-31,20170930,2017-09-30,29698,29854,-0.522543042808,223969.126529733
002107,沃华医药,2017-10-31,20170930,2017-09-30,37003,41839,-11.558593656636,122452.108207443
002091,江苏国泰,2017-10-31,20170930,2017-09-30,48548,40384,20.215927099842,350391.627485993
002084,海鸥住工,2017-10-31,20170930,2017-09-30,35703,35703,0.0,111832.815029549
002031,巨轮智能,2017-10-31,20170930,2017-09-30,125275,131283,-4.576373178553,54600.8424162842
002024,ST易购,2017-10-31,20170930,2017-09-30,348194,399280,-12.794530154278,350268.871607495
002016,世荣兆业,2017-10-31,20170930,2017-09-30,25538,28231,-9.539159080443,274366.3627974
002005,德豪润达,2017-10-31,20170930,2017-09-30,76144,79578,-4.31526301239,91144.5156545493
001979,招商蛇口,2017-10-31,20170930,2017-09-30,101309,103503,-2.119745321392,1426199.20202707
001896,豫能控股,2017-10-31,20170930,2017-09-30,43179,47894,-9.844656950766,170007.421752704
000995,皇台酒业,2017-10-31,20170930,2017-09-30,9727,9801,-0.755024997449,260448.878379768
000993,闽东电力,2017-10-31,20170930,2017-09-30,39198,41441,-5.412514176781,90304.8624929843
000988,华工科技,2017-10-31,20170930,2017-09-30,92861,107141,-13.328231022671,161984.565621305
000981,山子高科,2017-10-31,20170930,2017-09-30,21290,24769,-14.045783035246,1363292.83459605
000966,长源电力,2017-10-31,20170930,2017-09-30,60415,62438,-3.240014093981,84935.120258214
000957,中通客车,2017-10-31,20170930,2017-09-30,71560,62249,14.957670002731,124198.295145892
000953,中哲精化,2017-10-31,20170930,2017-09-30,38862,38862,0.0,74608.2561067367
000936,华西股份,2017-10-31,20170930,2017-09-30,56846,57783,-1.621584202966,109882.680458607
000935,四川双马,2017-10-31,20170930,2017-09-30,84678,79770,6.15268898082,194020.122890952
000931,中关村,2017-10-31,20170930,2017-09-30,103751,103751,0.0,54805.3388796253
000930,中粮科技,2017-10-31,20170930,2017-09-30,164372,165347,-0.589668999135,81261.3702014333
000927,中国铁物,2017-10-31,20170930,2017-09-30,52926,52926,0.0,174207.494154102
000923,河钢资源,2017-10-31,20170930,2017-09-30,34433,43216,-20.323491299519,530402.704637412
000919,金陵药业,2017-10-31,20170930,2017-09-30,29837,27388,8.941872352855,176181.2514663
000912,泸天化,2017-10-31,20170930,2017-09-30,72468,86735,-16.448953709575,75720.3179334327
000905,厦门港务,2017-10-31,20170930,2017-09-30,64069,64069,0.0,108406.249512245
000903,ST云动,2017-10-31,20170930,2017-09-30,75118,66803,12.447045791357,94991.8898304002
000901,航天科技,2017-10-31,20170930,2017-09-30,56391,56957,-0.9937321137,208611.295449097
000899,赣能股份,2017-10-31,20170930,2017-09-30,42507,42084,1.005132591959,165723.138005505
000898,鞍钢股份,2017-10-31,20170930,2017-09-30,108815,109771,-0.870903972816,370132.807038092
000897,津滨发展,2017-10-31,20170930,2017-09-30,147074,155288,-5.289526557107,46404.455087099
