date,rz_balance,rz_buy,rq_volume,rq_balance,rzrq_balance
2016-01-04,354489259,26060693,100,911.0,354490170.0
2016-01-05,353639179,32241174,100,900.0,353640079.0
2016-01-06,352037020,17672013,100,928.0,352037948.0
2016-01-07,343643679,7990850,100,836.0,343644515.0
2016-01-08,343451729,19299354,100,856.0,343452585.0
2016-01-11,333510799,19048155,100,792.0,333511591.0
2016-01-12,331428834,11792452,100,817.0,331429651.0
2016-01-13,326263116,10889928,100,807.0,326263923.0
2016-01-14,317519584,10269772,100,825.0,317520409.0
2016-01-15,315568265,8393365,100,795.0,315569060.0
2016-01-18,320907487,12994291,100,805.0,320908292.0
2016-01-19,324510453,16612272,100,828.0,324511281.0
2016-01-20,320120919,9663880,100,814.0,320121733.0
2016-01-21,319157553,8118424,100,791.0,319158344.0
2016-01-22,318367507,8334237,100,815.0,318368322.0
2016-01-25,317118957,7124010,100,823.0,317119780.0
2016-01-26,309570447,8600595,100,752.0,309571199.0
2016-01-27,306401339,16790101,100,724.0,306402063.0
2016-01-28,296105714,6248611,100,701.0,296106415.0
2016-01-29,296811461,9896928,100,725.0,296812186.0
2016-02-01,285299447,10105062,100,706.0,285300153.0
2016-02-02,293593196,17762662,100,726.0,293593922.0
2016-02-03,291738425,6738505,100,721.0,291739146.0
2016-02-04,293387831,11334383,100,737.0,293388568.0
2016-02-05,283603282,3979740,100,723.0,283604005.0
2016-02-15,286133583,8080961,100,716.0,286134299.0
2016-02-16,285407603,10078399,100,742.0,285408345.0
2016-02-17,287389662,11984542,100,747.0,287390409.0
2016-02-18,285779112,14007633,100,751.0,285779863.0
2016-02-19,286871904,6807903,100,749.0,286872653.0
2016-02-22,276922272,15183488,100,769.0,276923041.0
2016-02-23,284329298,25186578,100,787.0,284330085.0
2016-02-24,282059047,14063609,100,784.0,282059831.0
2016-02-25,279984942,14728859,100,707.0,279985649.0
2016-02-26,279138542,7567543,100,720.0,279139262.0
2016-02-29,278179723,6696500,100,684.0,278180407.0
2016-03-01,275449887,3830279,100,697.0,275450584.0
2016-03-02,276879963,12711410,100,728.0,276880691.0
2016-03-03,272440625,13574231,100,736.0,272441361.0
2016-03-04,270035706,9126208,100,723.0,270036429.0
2016-03-07,273018381,10467136,100,744.0,273019125.0
2016-03-08,270677682,5434734,100,740.0,270678422.0
2016-03-09,270377117,5471362,100,726.0,270377843.0
2016-03-10,271438533,15271486,100,743.0,271439276.0
2016-03-11,268864945,9544504,100,730.0,268865675.0
2016-03-14,266786759,12263608,100,751.0,266787510.0
2016-03-15,265062749,6229325,100,754.0,265063503.0
2016-03-16,262711683,4638511,100,742.0,262712425.0
2016-03-17,264078325,12862495,100,762.0,264079087.0
2016-03-18,264116747,13298746,100,777.0,264117524.0
2016-03-21,269919431,17835206,100,791.0,269920222.0
2016-03-22,255964203,7341049,100,787.0,255964990.0
2016-03-23,254827389,8047731,100,790.0,254828179.0
2016-03-24,248979237,8259409,100,788.0,248980025.0
2016-03-25,251478042,9388636,100,797.0,251478839.0
2016-03-28,265647665,44632425,100,836.0,265648501.0
2016-03-29,255882112,17228875,100,809.0,255882921.0
2016-03-30,259332161,14499129,100,825.0,259332986.0
2016-03-31,264239747,14804342,100,838.0,264240585.0
2016-04-01,260078246,12136398,100,822.0,260079068.0
2016-04-05,259955079,11924119,100,830.0,259955909.0
2016-04-06,259110592,9990051,100,846.0,259111438.0
2016-04-07,260119730,10868164,100,825.0,260120555.0
2016-04-08,257592016,7551948,100,825.0,257592841.0
2016-04-11,254809779,9845527,100,838.0,254810617.0
2016-04-12,254335487,4872361,100,844.0,254336331.0
2016-04-13,258706498,17906722,100,847.0,258707345.0
2016-04-14,252908512,4902168,100,854.0,252909366.0
2016-04-15,256462321,12053477,100,847.0,256463168.0
2016-04-18,253392248,4996750,100,838.0,253393086.0
2016-04-19,254284915,10786254,100,835.0,254285750.0
2016-04-20,239143978,10566665,100,796.0,239144774.0
2016-04-21,243626616,9373603,100,801.0,243627417.0
2016-04-22,247349083,5726837,100,801.0,247349884.0
2016-04-25,249694340,6093429,100,807.0,249695147.0
2016-04-26,249164059,5048820,100,825.0,249164884.0
2016-04-27,264420304,28020291,100,846.0,264421150.0
2016-04-28,262686952,9083423,100,838.0,262687790.0
2016-04-29,238760686,15370154,100,883.0,238761569.0
2016-05-03,264939703,69221133,100,971.0,264940674.0
2016-05-04,262424205,73786110,100,968.0,262425173.0
2016-05-05,269844721,42134690,100,967.0,269845688.0
2016-05-06,264333297,39426122,100,906.0,264334203.0
2016-05-09,255967207,40773911,100,910.0,255968117.0
2016-05-10,249921713,33324323,100,954.0,249922667.0
2016-05-11,260802544,71590024,100,1004.0,260803548.0
2016-05-12,275280605,44267320,100,979.0,275281584.0
2016-05-13,253136769,38541846,100,975.0,253137744.0
2016-05-16,259260222,41993412,100,996.0,259261218.0
2016-05-17,257635952,33781178,100,957.0,257636909.0
2016-05-18,271550167,42447992,100,937.0,271551104.0
2016-05-19,267195027,24862495,100,932.0,267195959.0
2016-05-20,275419259,35702147,100,943.0,275420202.0
2016-05-23,276985654,38341764,100,972.0,276986626.0
2016-05-24,267174846,32984911,100,921.0,267175767.0
2016-05-25,271491953,21912579,100,911.0,271492864.0
2016-05-26,270778020,21195336,100,899.0,270778919.0
2016-05-27,258034672,12728283,100,903.0,258035575.0
2016-05-30,264695311,16771106,100,884.0,264696195.0
2016-05-31,271966955,32526405,100,914.0,271967869.0
2016-06-01,263254170,20545670,100,910.0,263255080.0
2016-06-02,256811027,26125163,100,939.0,256811966.0
2016-06-03,248207815,53669592,100,984.0,248208799.0
2016-06-06,242090846,28083215,100,989.0,242091835.0
2016-06-07,243510940,33616675,100,998.0,243511938.0
2016-06-08,249285443,28845237,100,979.0,249286422.0
2016-06-13,253006938,23933654,100,940.0,253007878.0
2016-06-14,265396945,64490152,100,1034.0,265397979.0
2016-06-15,257688938,61016835,100,1066.0,257690004.0
2016-06-16,262524047,78609138,100,1151.0,262525198.0
2016-06-17,263852943,48722113,100,1123.0,263854066.0
2016-06-20,272938468,39741836,100,1118.0,272939586.0
2016-06-21,282899483,40523302,100,1089.0,282900572.0
2016-06-22,284344885,43208986,100,1105.0,284345990.0
2016-06-23,277176020,25831551,100,1099.0,277177119.0
2016-06-24,290378337,38181324,100,1080.0,290379417.0
2016-06-27,295145845,35263423,100,1108.0,295146953.0
2016-06-28,284683328,20783413,100,1099.0,284684427.0
2016-06-29,285773913,21312584,100,1086.0,285774999.0
2016-07-01,280848409,19727390,100,1089.0,280849498.0
2016-07-04,289077034,29236792,100,1105.0,289078139.0
2016-07-05,310009274,64161665,100,1129.0,310010403.0
2016-07-06,315919590,95914393,100,1242.0,315920832.0
2016-07-07,308285524,69018411,100,1224.0,308286748.0
2016-07-08,291221538,36683326,100,1204.0,291222742.0
2016-07-11,316503991,122527236,6100,79788.0,316583779.0
2016-07-12,294888869,64661534,6100,80886.0,294969755.0
2016-07-13,324331519,116679638,6100,75030.0,324406549.0
2016-07-14,330965710,69663161,6100,72895.0,331038605.0
2016-07-15,325356591,31235449,6100,72468.0,325429059.0
2016-07-18,339174443,49440348,6100,70089.0,339244532.0
2016-07-19,336885331,51712214,6100,69357.0,336954688.0
2016-07-20,324733275,28639341,6100,69540.0,324802815.0
2016-07-21,330000313,34378526,6100,69662.0,330069975.0
2016-07-22,320054249,31037638,6100,68076.0,320122325.0
2016-07-25,322782027,22632014,6100,68503.0,322850530.0
2016-07-26,339562754,47999755,6100,70089.0,339632843.0
2016-07-27,337874654,46583553,15100,162174.0,338036828.0
2016-07-28,332043065,24844676,7600,82384.0,332125449.0
2016-07-29,325426618,17348383,27600,298632.0,325725250.0
2016-08-01,306939405,14413563,56100,580074.0,307519479.0
2016-08-02,313474989,16377766,26100,270135.0,313745124.0
2016-08-03,316970203,17785092,26100,270135.0,317240338.0
2016-08-04,316528379,18229134,26100,271701.0,316800080.0
2016-08-05,310549628,13583707,6100,62769.0,310612397.0
2016-08-08,315951647,32448059,56100,588489.0,316540136.0
2016-08-09,331439633,45239969,41100,440181.0,331879814.0
2016-08-10,323325967,16182607,41100,435660.0,323761627.0
2016-08-11,331962209,26950562,21100,219651.0,332181860.0
2016-08-12,332428422,20405322,21100,222394.0,332650816.0
2016-08-15,338582558,35521607,16100,172914.0,338755472.0
2016-08-16,388056441,95378798,26100,270135.0,388326576.0
2016-08-17,392910311,37578672,6100,62708.0,392973019.0
2016-08-18,395249525,27017788,6100,62525.0,395312050.0
2016-08-19,397796849,22165686,6100,62403.0,397859252.0
2016-08-22,400832234,25284548,6100,62342.0,400894576.0
2016-08-23,396473378,18594060,6100,62037.0,396535415.0
2016-08-24,397263623,14938006,6100,62159.0,397325782.0
2016-08-25,394681146,23920833,6100,62220.0,394743366.0
2016-08-26,391873318,19508718,6100,62037.0,391935355.0
2016-08-29,397249617,18347916,6100,62159.0,397311776.0
2016-08-30,403363422,21244659,6100,62159.0,403425581.0
2016-08-31,398835051,39284705,76100,786113.0,399621164.0
2016-09-01,402265752,22850382,6100,61915.0,402327667.0
2016-09-02,380495331,15010393,6100,60756.0,380556087.0
2016-09-05,384233789,14079211,6100,60451.0,384294240.0
2016-09-06,389764463,25544190,6100,61061.0,389825524.0
2016-09-07,396590988,24777978,6100,61122.0,396652110.0
2016-09-08,404223847,19864097,6100,61183.0,404285030.0
2016-09-09,401387808,17100547,6100,60695.0,401448503.0
2016-09-12,393454015,15295831,6100,58377.0,393512392.0
2016-09-13,399991998,14823256,6100,58682.0,400050680.0
2016-09-14,399903915,20748647,26100,252126.0,400156041.0
2016-09-19,403446162,14610392,6100,59170.0,403505332.0
2016-09-20,404933190,8822681,6100,58743.0,404991933.0
2016-09-21,404368338,8713588,6100,58804.0,404427142.0
2016-09-22,402796026,16928656,56100,546414.0,403342440.0
2016-09-23,392676070,8181576,56100,540243.0,393216313.0
2016-09-26,394993090,23863536,56100,523974.0,395517064.0
2016-09-27,396751013,11950789,56100,524535.0,397275548.0
2016-09-28,403434510,12604171,6100,57035.0,403491545.0
2016-09-29,401139308,9876266,6100,57157.0,401196465.0
2016-09-30,394006767,18381194,50100,476952.0,394483719.0
2016-10-10,398694390,20736458,100,961.0,398695351.0
2016-10-11,406311949,28517705,100,970.0,406312919.0
2016-10-12,409998605,17123490,100,961.0,409999566.0
2016-10-13,408586672,9552974,100,966.0,408587638.0
2016-10-14,408223117,9864173,100,962.0,408224079.0
2016-10-17,410099096,20871438,28800,276480.0,410375576.0
2016-10-18,415739571,40547661,21400,210576.0,415950147.0
2016-10-19,418443132,24887594,100,974.0,418444106.0
2016-10-20,414452231,11348284,100,972.0,414453203.0
2016-10-21,420838209,30144833,100,970.0,420839179.0
2016-10-24,422723542,20891544,100,972.0,422724514.0
2016-10-25,420696012,42088030,50100,494487.0,421190499.0
2016-10-26,406684997,92895554,100,1025.0,406686022.0
2016-10-27,406892699,41023912,100,1010.0,406893709.0
2016-10-28,411194546,37324617,100,1001.0,411195547.0
2016-10-31,410580090,19380956,100,998.0,410581088.0
2016-11-01,390074607,24515123,100,1015.0,390075622.0
2016-11-02,385177168,25240428,100,989.0,385178157.0
2016-11-03,392697072,25014788,100,991.0,392698063.0
2016-11-04,380226704,9484717,100,987.0,380227691.0
2016-11-07,388216621,33005450,100,981.0,388217602.0
2016-11-08,379391272,24373545,50100,498495.0,379889767.0
2016-11-09,380934449,24391159,50100,492984.0,381427433.0
2016-11-10,395090343,41447200,100,999.0,395091342.0
2016-11-11,400022853,40139743,100,1003.0,400023856.0
2016-11-14,403939507,39328312,100,1005.0,403940512.0
2016-11-15,427041195,84137464,50100,518034.0,427559229.0
2016-11-16,422720977,39754633,50100,509517.0,423230494.0
2016-11-17,420860658,21314291,100,1018.0,420861676.0
