date,rz_balance,rz_buy,rq_volume,rq_balance,rzrq_balance
2024-10-21,1418068,1877005,0,0.0,1418068.0
2024-10-22,3761841,4254733,0,0.0,3761841.0
2024-10-23,5064498,2901947,0,0.0,5064498.0
2024-10-24,7166194,3482754,0,0.0,7166194.0
2024-10-25,8603812,4946736,0,0.0,8603812.0
2024-10-28,10661125,5432715,0,0.0,10661125.0
2024-10-29,21302892,17076048,500,14925.0,21317817.0
2024-10-30,21231486,8494571,0,0.0,21231486.0
2024-10-31,18624073,7125011,0,0.0,18624073.0
2024-11-01,27786775,14870636,0,0.0,27786775.0
2024-11-04,29883263,4420630,0,0.0,29883263.0
2024-11-05,28276241,5714580,0,0.0,28276241.0
2024-11-06,30192155,8213606,0,0.0,30192155.0
2024-11-07,32325711,7847287,0,0.0,32325711.0
2024-11-08,35317316,14388750,0,0.0,35317316.0
2024-11-11,50726615,29877531,2100,67389.0,50794004.0
2024-11-12,72508541,54665168,3100,109430.0,72617971.0
2024-11-13,92407051,48852855,1000,32550.0,92439601.0
2024-11-14,110988638,47692665,1000,30920.0,111019558.0
2024-11-15,108577761,32752991,3100,96100.0,108673861.0
2024-11-18,113737503,21644856,1800,52758.0,113790261.0
2024-11-19,103795351,10577151,1800,53046.0,103848397.0
2024-11-20,102186580,15807638,0,0.0,102186580.0
2024-11-21,102356670,10553498,0,0.0,102356670.0
2024-11-22,97429481,11457469,0,0.0,97429481.0
2024-11-25,121456434,40703795,2900,90480.0,121546914.0
2024-11-26,118801507,20862545,3800,110960.0,118912467.0
2024-11-27,112056055,15052894,3300,102597.0,112158652.0
2024-11-28,114983174,17861430,3400,102340.0,115085514.0
2024-11-29,98693927,13639010,4300,133644.0,98827571.0
2024-12-02,97991407,19351616,3400,106930.0,98098337.0
2024-12-03,133222098,70448790,4500,152100.0,133374198.0
2024-12-04,127200145,28516660,3300,105270.0,127305415.0
2024-12-05,131706503,38372112,4300,143749.0,131850252.0
2024-12-06,135985395,32729136,4500,147735.0,136133130.0
2024-12-09,133988411,23706152,1100,35640.0,134024051.0
2024-12-10,99662205,22282889,4000,135680.0,99797885.0
2024-12-11,98718400,17109792,3800,133000.0,98851400.0
2024-12-12,99068724,14283686,3800,132886.0,99201610.0
2024-12-13,94478915,10462015,3700,124542.0,94603457.0
2024-12-16,94106778,13128465,1900,62073.0,94168851.0
2024-12-17,91631977,6449103,1900,60363.0,91692340.0
2024-12-18,94800202,8009190,1700,54077.0,94854279.0
2024-12-19,89972589,7423021,2600,84994.0,90057583.0
2024-12-20,88739646,9149143,1800,60228.0,88799874.0
2024-12-23,91021228,14135832,1500,47850.0,91069078.0
2024-12-24,92718111,7800560,1000,32200.0,92750311.0
2024-12-25,99065200,13264140,600,18576.0,99083776.0
2024-12-26,95510674,8356046,1500,47415.0,95558089.0
2024-12-27,95612205,8204862,400,12428.0,95624633.0
2024-12-30,87894746,6286401,1300,40976.0,87935722.0
2024-12-31,86735783,7117934,300,9150.0,86744933.0
2025-01-02,83599746,3886371,500,14605.0,83614351.0
2025-01-03,80750671,4128799,300,8292.0,80758963.0
2025-01-06,77966714,3951056,1200,33936.0,78000650.0
2025-01-07,78307346,3268975,16800,474096.0,78781442.0
2025-01-08,78459935,5206346,18100,497569.0,78957504.0
2025-01-09,78637207,4036716,11100,302808.0,78940015.0
2025-01-10,80056697,5018707,11000,296450.0,80353147.0
2025-01-13,80575500,2012198,11000,300410.0,80875910.0
2025-01-14,78590842,5654193,11300,323858.0,78914700.0
2025-01-15,78862570,3089905,11800,336182.0,79198752.0
2025-01-16,75249640,6400620,11500,329360.0,75579000.0
2025-01-17,72299264,6145700,11000,321200.0,72620464.0
2025-01-20,74098911,5537063,15100,443336.0,74542247.0
2025-01-21,75149171,3758557,19400,570166.0,75719337.0
2025-01-22,74852963,1255626,19400,564346.0,75417309.0
2025-01-23,70400152,4377673,19100,562304.0,70962456.0
2025-01-24,82322788,30899917,20100,650838.0,82973626.0
2025-01-27,82815716,18141627,6600,215820.0,83031536.0
2025-02-05,63641039,15387899,9800,338394.0,63979433.0
2025-02-06,63146092,12319360,9800,372204.0,63518296.0
2025-02-07,76298079,34330530,12100,441650.0,76739729.0
2025-02-10,80351217,35502283,21300,810252.0,81161469.0
2025-02-11,89459714,28544960,21300,826227.0,90285941.0
2025-02-12,92836296,32499763,27100,1156357.0,93992653.0
2025-02-13,96841222,28628417,16700,683531.0,97524753.0
2025-02-14,118937259,56428364,19900,894704.0,119831963.0
2025-02-17,93858720,26924780,15600,696540.0,94555260.0
2025-02-18,90505080,18619202,14700,629160.0,91134240.0
2025-02-19,84746486,20277752,7500,323925.0,85070411.0
2025-02-20,84774099,11643508,8800,382096.0,85156195.0
2025-02-21,96616870,25182146,9000,410310.0,97027180.0
2025-02-24,95499717,13721705,9000,390510.0,95890227.0
2025-02-25,87278200,5788704,7300,320178.0,87598378.0
2025-02-26,94216057,17206023,9600,436800.0,94652857.0
2025-02-27,99711550,17301845,7300,319521.0,100031071.0
2025-02-28,100516877,5888697,7200,300600.0,100817477.0
2025-03-03,103534559,18548099,10500,440790.0,103975349.0
2025-03-04,96300869,7928388,10200,446760.0,96747629.0
2025-03-05,95550501,9015362,10000,441400.0,95991901.0
2025-03-06,89952668,18156526,10200,495210.0,90447878.0
2025-03-07,113308010,71299733,13700,709934.0,114017944.0
2025-03-10,129108578,40376561,14000,706720.0,129815298.0
2025-03-11,130644587,26648490,13100,690894.0,131335481.0
2025-03-12,130114356,22383284,18700,934813.0,131049169.0
2025-03-13,104559418,7137041,13400,647354.0,105206772.0
2025-03-14,107537082,8760270,13600,656200.0,108193282.0
2025-03-17,113072717,15992548,10600,513570.0,113586287.0
2025-03-18,127130000,25581283,9000,437760.0,127567760.0
2025-03-19,120191011,16911131,12200,584990.0,120776001.0
2025-03-20,120260557,7613637,10000,473400.0,120733957.0
2025-03-21,112296791,7957408,10200,460224.0,112757015.0
2025-03-24,114474315,7864638,8700,381930.0,114856245.0
2025-03-25,112892079,5311610,5400,237600.0,113129679.0
2025-03-26,113905063,5379005,4200,184170.0,114089233.0
2025-03-27,112807549,5369883,6100,269864.0,113077413.0
2025-03-28,112023168,5383533,9000,399510.0,112422678.0
2025-03-31,115710051,11601690,14700,669732.0,116379783.0
2025-04-01,114332404,5926123,14100,616593.0,114948997.0
2025-04-02,106372897,2311602,8600,380120.0,106753017.0
2025-04-03,110457402,8877529,8800,390280.0,110847682.0
2025-04-07,106548163,4311094,8800,351296.0,106899459.0
2025-04-08,99699819,4609660,6600,253638.0,99953457.0
2025-04-09,98015292,7939189,4700,186120.0,98201412.0
2025-04-10,98907282,5456746,4700,190820.0,99098102.0
2025-04-11,99648860,4459847,4200,174426.0,99823286.0
2025-04-14,99249498,2779677,4800,206496.0,99455994.0
2025-04-15,71578127,5205281,5200,221208.0,71799335.0
2025-04-16,71311754,9525998,3700,155252.0,71467006.0
2025-04-17,53124002,3789731,8500,392360.0,53516362.0
2025-04-18,77457687,29612737,10000,439800.0,77897487.0
2025-04-21,75843393,13640622,12500,568500.0,76411893.0
2025-04-22,86552899,19000043,12400,533572.0,87086471.0
2025-04-23,86426258,18830846,12400,526380.0,86952638.0
2025-04-24,87864688,8523013,12400,525388.0,88390076.0
2025-04-25,88208692,13356219,10400,444912.0,88653604.0
2025-04-28,74431566,5967937,9900,435204.0,74866770.0
2025-04-29,74467824,5914571,10000,441600.0,74909424.0
2025-04-30,72393779,9400401,9800,456190.0,72849969.0
2025-05-06,76828223,12865485,9800,462168.0,77290391.0
2025-05-07,79734728,19009434,9900,447579.0,80182307.0
2025-05-08,86702496,12627917,9900,440154.0,87142650.0
2025-05-09,70875311,4263192,9900,429957.0,71305268.0
2025-05-12,74798595,13511371,3100,136741.0,74935336.0
2025-05-13,76912955,9756078,6300,278460.0,77191415.0
2025-05-14,75792127,7449908,8300,364453.0,76156580.0
2025-05-15,66469213,5200480,8600,359566.0,66828779.0
2025-05-16,65268490,5975931,9200,377016.0,65645506.0
2025-05-19,64973078,7650105,9300,390879.0,65363957.0
2025-05-20,65633319,5777090,9300,386973.0,66020292.0
2025-05-21,65729407,2005921,9500,390450.0,66119857.0
2025-05-22,67849489,6467920,12100,504207.0,68353696.0
2025-05-23,67289429,2563979,8500,352495.0,67641924.0
2025-05-26,68208865,4180437,6800,276420.0,68485285.0
2025-05-27,69673429,2702349,5700,230109.0,69903538.0
2025-05-28,65414870,1437752,6100,245220.0,65660090.0
2025-05-29,66364516,4926744,8500,355215.0,66719731.0
2025-05-30,66188042,2814748,9800,399252.0,66587294.0
2025-06-03,64543464,2325510,8700,345651.0,64889115.0
2025-06-04,64671380,2326538,8300,334656.0,65006036.0
2025-06-05,66187940,7547510,6000,252960.0,66440900.0
2025-06-06,65880034,5010109,10400,429624.0,66309658.0
2025-06-09,65999495,3685067,8800,366872.0,66366367.0
2025-06-10,62251432,1963278,9500,401470.0,62652902.0
2025-06-11,61243343,2795476,4900,204330.0,61447673.0
2025-06-12,58608145,2658403,7400,309320.0,58917465.0
2025-06-13,60392375,3456147,8900,358670.0,60751045.0
2025-06-16,59118274,3421361,9200,367908.0,59486182.0
2025-06-17,56887224,2725504,8700,345477.0,57232701.0
2025-06-18,56962414,1705502,8100,315171.0,57277585.0
2025-06-19,55940036,1920050,8800,346192.0,56286228.0
2025-06-20,58557571,4234066,8200,305286.0,58862857.0
2025-06-23,57695356,2578266,8200,314716.0,58010072.0
2025-06-24,62411468,11974855,8100,327645.0,62739113.0
2025-06-25,65757611,15210695,8700,374970.0,66132581.0
2025-06-26,60500680,8092270,4500,192240.0,60692920.0
2025-06-27,59092593,9641203,6800,287640.0,59380233.0
2025-06-30,57615662,3890201,7500,321825.0,57937487.0
2025-07-01,56381001,5530395,8000,345360.0,56726361.0
2025-07-02,54269306,4016379,8600,364382.0,54633688.0
2025-07-03,52733584,1689638,8300,347521.0,53081105.0
2025-07-04,50475366,3123834,8700,371838.0,50847204.0
2025-07-07,53748061,9064766,11000,427460.0,54175521.0
2025-07-08,63175793,15560932,9500,361000.0,63536793.0
2025-07-09,63318339,16704180,9900,379368.0,63697707.0
2025-07-10,60484219,6632637,10300,391194.0,60875413.0
2025-07-11,59040159,10927184,11000,429330.0,59469489.0
2025-07-14,56136211,5136217,11600,459128.0,56595339.0
2025-07-15,57625310,14052080,11400,496356.0,58121666.0
2025-07-16,63761368,23554289,8100,369765.0,64131133.0
2025-07-17,67952029,22649050,10400,458432.0,68410461.0
2025-07-18,70070448,23333681,9400,428264.0,70498712.0
2025-07-21,57220555,11260045,9800,456876.0,57677431.0
2025-07-22,67362767,15187795,10200,470934.0,67833701.0
2025-07-23,62077722,11392856,12300,591015.0,62668737.0
2025-07-24,66932560,13407321,11400,547086.0,67479646.0
2025-07-25,78721522,33528157,12900,656610.0,79378132.0
2025-07-28,72322780,22948915,14000,673540.0,72996320.0
2025-07-29,67075452,10278846,14000,690620.0,67766072.0
2025-07-30,62715654,12694589,13600,677144.0,63392798.0
2025-07-31,64967052,22045436,14800,759684.0,65726736.0
2025-08-01,78490233,33064506,13600,700400.0,79190633.0
2025-08-04,107136598,39210326,14200,727750.0,107864348.0
2025-08-05,106306483,23682000,13700,684041.0,106990524.0
2025-08-06,96695153,15049661,12600,639954.0,97335107.0
2025-08-07,99452888,18391515,13100,686571.0,100139459.0
2025-08-08,106099917,24900148,13200,644820.0,106744737.0
2025-08-11,90102371,6479327,11700,575757.0,90678128.0
2025-08-12,85127669,9233295,11400,554838.0,85682507.0
2025-08-13,85451207,11421072,11400,557118.0,86008325.0
2025-08-14,109414284,40313253,11400,557232.0,109971516.0
2025-08-15,61955875,16572676,10900,533446.0,62489321.0
2025-08-18,61347478,23163625,10600,539964.0,61887442.0
2025-08-19,68338093,20365030,11300,612460.0,68950553.0
2025-08-20,71297701,12536867,11300,603420.0,71901121.0
2025-08-21,87898496,34946622,11600,632780.0,88531276.0
2025-08-22,100512228,34369121,11800,708118.0,101220346.0
2025-08-25,102966379,62550954,14700,898170.0,103864549.0
2025-08-26,98407609,41652343,15000,878550.0,99286159.0
2025-08-27,89563735,34107166,17100,1010610.0,90574345.0
2025-08-28,91480886,35086211,16300,946215.0,92427101.0
2025-08-29,94069599,27314189,14800,834868.0,94904467.0
2025-09-01,93218545,23807228,14100,793830.0,94012375.0
2025-09-02,91944487,15390309,14500,807070.0,92751557.0
2025-09-03,86315296,8303198,14100,758580.0,87073876.0
2025-09-04,89050853,24270530,13800,715116.0,89765969.0
2025-09-05,94149628,19131411,13200,677160.0,94826788.0
2025-09-08,81885021,7736688,13200,688248.0,82573269.0
2025-09-09,80288845,7655142,12300,627300.0,80916145.0
2025-09-10,78146564,5585658,12200,617320.0,78763884.0
2025-09-11,85037427,17069331,12300,628530.0,85665957.0
2025-09-12,94608816,21774234,12300,621150.0,95229966.0
2025-09-15,89524988,9772337,10200,517140.0,90042128.0
2025-09-16,96348285,24070055,10600,562118.0,96910403.0
2025-09-17,97129899,19533879,15600,818688.0,97948587.0
2025-09-18,100319635,27766816,15400,794178.0,101113813.0
2025-09-19,100456680,15692569,15200,769424.0,101226104.0
2025-09-22,94786577,6297734,16100,813372.0,95599949.0
2025-09-23,95667210,10628991,15400,756910.0,96424120.0
2025-09-24,96956405,9804525,15200,767296.0,97723701.0
2025-09-25,92796411,16513742,15300,794835.0,93591246.0
2025-09-26,93806483,14803632,13200,647988.0,94454471.0
2025-09-29,95318555,10397634,14200,697362.0,96015917.0
2025-09-30,97203110,15921285,8000,406640.0,97609750.0
2025-10-09,99517768,16644448,7200,370800.0,99888568.0
2025-10-10,98185751,11464297,5800,282170.0,98467921.0
2025-10-13,100227346,14424800,3700,180560.0,100407906.0
2025-10-14,103887833,12231215,4200,200634.0,104088467.0
2025-10-15,102102519,8436310,4200,202020.0,102304539.0
2025-10-16,101094727,5619366,3300,154407.0,101249134.0
2025-10-17,96936903,5087866,3400,156774.0,97093677.0
2025-10-20,97188059,4994340,3200,148000.0,97336059.0
2025-10-21,119104115,38830667,10700,516489.0,119620604.0
2025-10-22,115078251,20991138,10400,473720.0,115551971.0
2025-10-23,114186683,15077349,8300,369516.0,114556199.0
2025-10-24,104707814,6442528,2600,117650.0,104825464.0
2025-10-27,103297782,8456277,2500,113225.0,103411007.0
2025-10-28,106463360,24091347,3000,149460.0,106612820.0
2025-10-29,118846824,36881418,12300,602823.0,119449647.0
2025-10-30,120063857,29491931,11000,534050.0,120597907.0
2025-10-31,149257248,99860150,14400,752688.0,150009936.0
2025-11-03,164719232,91759452,11400,611610.0,165330842.0
2025-11-04,145497571,23894498,12600,655830.0,146153401.0
2025-11-05,146403113,35451342,13300,690270.0,147093383.0
2025-11-06,151196137,28018570,13100,661943.0,151858080.0
2025-11-07,136439440,15409992,14600,716276.0,137155716.0
2025-11-10,141635001,32971641,14800,752136.0,142387137.0
2025-11-11,136814195,24683504,12200,581696.0,137395891.0
2025-11-12,131015362,10402707,14800,688496.0,131703858.0
2025-11-13,130296406,8156250,15600,730392.0,131026798.0
2025-11-14,133833221,14430538,14300,666809.0,134500030.0
2025-11-17,137415519,11871224,13900,661084.0,138076603.0
2025-11-18,161278845,50862611,14300,709566.0,161988411.0
2025-11-19,162934455,39725498,16800,849912.0,163784367.0
2025-11-20,153962198,22662160,19600,957264.0,154919462.0
2025-11-21,153927356,41099048,20200,1022120.0,154949476.0
2025-11-24,169035867,57824601,19900,1048929.0,170084796.0
2025-11-25,159722862,42954098,18900,989415.0,160712277.0
2025-11-26,154052457,29153583,18500,978465.0,155030922.0
2025-11-27,148727783,27035548,19100,963595.0,149691378.0
2025-11-28,133107786,10525238,20000,1001000.0,134108786.0
2025-12-01,145502552,36650849,19000,970900.0,146473452.0
2025-12-02,145444605,38704861,19500,1023555.0,146468160.0
2025-12-03,155477441,37402596,17100,910917.0,156388358.0
2025-12-04,171190784,52950845,18900,1004157.0,172194941.0
2025-12-05,175670758,43131389,18000,964980.0,176635738.0
2025-12-08,173333582,43025081,19100,994155.0,174327737.0
2025-12-09,172747328,23695281,20000,1025000.0,173772328.0
2025-12-10,168433101,12497375,17100,864405.0,169297506.0
2025-12-11,162548829,17858153,17000,829770.0,163378599.0
2025-12-12,159993936,12794597,17300,850295.0,160844231.0
2025-12-15,160161621,17827860,19800,939114.0,161100735.0
2025-12-16,156607689,34557598,18400,921472.0,157529161.0
2025-12-17,140232524,25490245,18000,935460.0,141167984.0
2025-12-18,136495829,15730356,17500,907725.0,137403554.0
2025-12-19,131728443,13654502,16100,840420.0,132568863.0
2025-12-22,130123429,19219867,18000,921600.0,131045029.0
2025-12-23,135788440,17743354,21500,1079515.0,136867955.0
2025-12-24,137747740,20432467,21400,1068288.0,138816028.0
2025-12-25,131940515,13898131,17900,909857.0,132850372.0
2025-12-26,132697559,19154307,20300,1025150.0,133722709.0
2025-12-29,129747909,12426298,19900,1013905.0,130761814.0
2025-12-30,147198455,53408764,20800,1125280.0,148323735.0
2025-12-31,152368809,38203053,20100,1108113.0,153476922.0
2026-01-05,128280533,31298040,17900,1085456.0,129365989.0
2026-01-06,144280807,44249763,19400,1199890.0,145480697.0
2026-01-07,132732670,36306394,20500,1310975.0,134043645.0
2026-01-08,148229117,49551654,16400,1059440.0,149288557.0
2026-01-09,153843572,72356498,24100,1712546.0,155556118.0
2026-01-12,139702313,43383963,23300,1821361.0,141523674.0
2026-01-13,165039537,142198524,22100,1812200.0,166851737.0
2026-01-14,253759740,197363471,22500,1992825.0,255752565.0
2026-01-15,220021747,79030823,22600,1950380.0,221972127.0
2026-01-16,198898757,52356016,23400,2023632.0,200922389.0
2026-01-19,212425631,58947998,21400,1762718.0,214188349.0
2026-01-20,196203703,39316779,20700,1691811.0,197895514.0
2026-01-21,196138976,36233347,19800,1563804.0,197702780.0
2026-01-22,173076828,13926712,13100,1029267.0,174106095.0
