date,open,high,low,close,volume,amount,raw_open,raw_high,raw_low,raw_close,tradable,name,provisional
2016-01-04,27.259,27.473,24.945,25.073,89632.0,46429376.0,5.63,5.68,5.09,5.18,True,新钢股份,False
2016-01-05,24.516,26.359,24.173,25.759,142547.0,75264816.0,4.99,5.42,4.91,5.28,True,新钢股份,False
2016-01-06,25.545,28.03,25.545,28.03,237452.0,137959612.0,5.23,5.81,5.23,5.81,True,新钢股份,False
2016-01-07,28.459,28.973,25.845,26.873,200858.0,111275332.0,5.91,6.03,5.3,5.54,True,新钢股份,False
2016-01-08,28.03,29.23,27.344,29.23,440699.0,268385691.0,5.81,6.09,5.65,6.09,True,新钢股份,False
2016-01-11,29.487,31.587,28.673,30.087,612722.0,385402138.0,6.15,6.64,5.96,6.29,True,新钢股份,False
2016-01-12,29.058,30.087,27.601,29.273,204668.0,124847480.0,6.05,6.29,5.71,6.1,True,新钢股份,False
2016-01-13,28.63,31.887,28.544,30.73,485505.0,312665220.0,5.95,6.71,5.93,6.44,True,新钢股份,False
2016-01-14,28.758,32.187,28.416,31.458,456203.0,301550183.0,5.98,6.78,5.9,6.61,True,新钢股份,False
2016-01-15,30.73,31.33,28.63,28.673,384440.0,229126240.0,6.44,6.58,5.95,5.96,True,新钢股份,False
2016-01-18,27.559,28.201,26.102,27.002,329169.0,183347133.0,5.7,5.85,5.36,5.57,True,新钢股份,False
2016-01-19,26.787,27.687,26.145,27.387,230443.0,130430738.0,5.52,5.73,5.37,5.66,True,新钢股份,False
2016-01-20,27.13,27.13,25.845,26.316,262797.0,142173177.0,5.6,5.6,5.3,5.41,True,新钢股份,False
2016-01-21,26.145,26.487,24.345,24.473,184273.0,91767954.0,5.37,5.45,4.95,4.98,True,新钢股份,False
2016-01-22,24.859,25.587,24.516,25.073,143830.0,73640960.0,5.07,5.24,4.99,5.12,True,新钢股份,False
2016-01-25,25.416,26.702,25.33,25.802,177108.0,93690132.0,5.2,5.5,5.18,5.29,True,新钢股份,False
2016-01-26,25.288,25.416,23.531,23.531,186115.0,88590740.0,5.17,5.2,4.76,4.76,True,新钢股份,False
2016-01-27,23.745,24.988,22.159,24.388,343402.0,170327392.0,4.81,5.1,4.44,4.96,True,新钢股份,False
2016-01-28,23.745,24.388,22.245,22.759,145143.0,66475494.0,4.81,4.96,4.46,4.58,True,新钢股份,False
2016-01-29,22.716,23.359,22.245,22.845,180650.0,83099000.0,4.57,4.72,4.46,4.6,True,新钢股份,False
2016-02-01,22.545,23.231,20.874,20.874,220163.0,91147482.0,4.53,4.69,4.14,4.14,True,新钢股份,False
2016-02-02,21.002,22.031,20.745,21.859,196508.0,85873996.0,4.17,4.41,4.11,4.37,True,新钢股份,False
2016-02-03,21.559,21.988,21.217,21.859,130116.0,56860692.0,4.3,4.4,4.22,4.37,True,新钢股份,False
2016-02-04,21.902,22.374,21.774,22.074,169738.0,75024196.0,4.38,4.49,4.35,4.42,True,新钢股份,False
2016-02-05,22.245,22.631,21.731,21.902,186821.0,81827598.0,4.46,4.55,4.34,4.38,True,新钢股份,False
2016-02-15,21.131,21.731,21.002,21.517,131651.0,56478279.0,4.2,4.34,4.17,4.29,True,新钢股份,False
2016-02-16,21.559,22.416,21.474,22.202,184951.0,82303195.0,4.3,4.5,4.28,4.45,True,新钢股份,False
2016-02-17,22.074,22.631,22.031,22.545,164376.0,74462328.0,4.42,4.55,4.41,4.53,True,新钢股份,False
2016-02-18,22.631,23.188,22.245,22.331,182237.0,81642176.00000001,4.55,4.68,4.46,4.48,True,新钢股份,False
2016-02-19,22.159,22.631,22.031,22.545,94306.0,42720618.0,4.44,4.55,4.41,4.53,True,新钢股份,False
2016-02-22,22.631,24.473,22.631,24.473,264315.0,131628870.0,4.55,4.98,4.55,4.98,True,新钢股份,False
2016-02-23,25.073,26.016,24.345,25.288,365022.0,188716374.0,5.12,5.34,4.95,5.17,True,新钢股份,False
2016-02-24,24.945,24.988,24.002,24.73,196811.0,99192744.0,5.09,5.1,4.87,5.04,True,新钢股份,False
2016-02-25,24.602,24.688,22.588,22.845,183851.0,84571460.0,5.01,5.03,4.54,4.6,True,新钢股份,False
2016-02-26,23.273,24.816,22.759,24.816,334764.0,169390584.0,4.7,5.06,4.58,5.06,True,新钢股份,False
2016-02-29,24.345,25.33,22.674,24.559,210276.0,105138000.0,4.95,5.18,4.56,5.0,True,新钢股份,False
2016-03-01,24.773,25.502,23.959,24.859,227422.0,115302954.0,5.05,5.22,4.86,5.07,True,新钢股份,False
2016-03-02,24.902,27.002,24.345,26.187,289639.0,155825782.0,5.08,5.57,4.95,5.38,True,新钢股份,False
2016-03-03,25.973,27.087,25.373,25.502,225142.0,117524124.0,5.33,5.59,5.19,5.22,True,新钢股份,False
2016-03-04,25.245,26.573,24.302,25.502,219086.0,114362892.0,5.16,5.47,4.94,5.22,True,新钢股份,False
2016-03-07,26.702,27.516,25.545,26.444,262222.0,142648768.0,5.5,5.69,5.23,5.44,True,新钢股份,False
2016-03-08,27.259,27.644,26.016,26.23,343563.0,185180457.0,5.63,5.72,5.34,5.39,True,新钢股份,False
2016-03-09,25.33,25.502,24.259,24.945,209035.0,106398815.0,5.18,5.22,4.93,5.09,True,新钢股份,False
2016-03-10,25.073,25.33,24.131,24.302,126036.0,62261784.00000001,5.12,5.18,4.9,4.94,True,新钢股份,False
2016-03-11,24.216,24.602,23.916,24.345,64641.0,31997295.0,4.92,5.01,4.85,4.95,True,新钢股份,False
2016-03-14,24.43,25.03,24.43,24.859,139174.0,70561218.0,4.97,5.11,4.97,5.07,True,新钢股份,False
2016-03-15,24.602,24.945,23.702,23.959,153711.0,74703546.0,5.01,5.09,4.8,4.86,True,新钢股份,False
2016-03-16,24.131,24.216,23.488,23.488,92192.0,43791200.0,4.9,4.92,4.75,4.75,True,新钢股份,False
2016-03-17,23.573,24.173,23.059,23.831,183942.0,88843986.0,4.77,4.91,4.65,4.83,True,新钢股份,False
2016-03-18,24.045,24.988,23.745,24.516,243493.0,121503007.0,4.88,5.1,4.81,4.99,True,新钢股份,False
2016-03-21,24.602,25.073,24.473,24.945,255875.0,130240375.0,5.01,5.12,4.98,5.09,True,新钢股份,False
2016-03-22,24.773,24.859,24.259,24.688,216901.0,109101203.0,5.05,5.07,4.93,5.03,True,新钢股份,False
2016-03-23,24.73,25.245,24.559,24.988,195689.0,99801390.0,5.04,5.16,5.0,5.1,True,新钢股份,False
2016-03-24,24.688,24.773,24.045,24.088,203682.0,99600498.0,5.03,5.05,4.88,4.89,True,新钢股份,False
2016-03-25,24.131,24.388,24.045,24.388,100691.0,49942736.0,4.9,4.96,4.88,4.96,True,新钢股份,False
2016-03-28,24.388,24.816,24.131,24.259,112373.0,55399889.0,4.96,5.06,4.9,4.93,True,新钢股份,False
2016-03-29,24.216,24.773,24.173,24.602,116510.0,58371510.0,4.92,5.05,4.91,5.01,True,新钢股份,False
2016-03-30,24.988,25.03,24.559,24.988,147501.0,75225510.0,5.1,5.11,5.0,5.1,True,新钢股份,False
2016-03-31,24.988,25.716,24.73,25.33,241380.0,125034840.0,5.1,5.27,5.04,5.18,True,新钢股份,False
2016-04-01,25.159,27.13,25.073,26.316,404039.0,218585099.0,5.14,5.6,5.12,5.41,True,新钢股份,False
2016-04-05,26.23,27.087,25.887,26.916,222468.0,123469740.0,5.39,5.59,5.31,5.55,True,新钢股份,False
2016-04-06,26.702,26.83,26.016,26.702,176398.0,97018900.0,5.5,5.53,5.34,5.5,True,新钢股份,False
2016-04-07,26.83,27.387,26.444,26.916,209804.0,116441220.0,5.53,5.66,5.44,5.55,True,新钢股份,False
2016-04-08,26.53,28.373,26.273,27.259,205346.0,115609798.0,5.46,5.89,5.4,5.63,True,新钢股份,False
2016-04-11,27.901,29.658,27.901,29.658,122856.0,76047864.0,5.78,6.19,5.78,6.19,True,新钢股份,False
2016-04-12,29.787,32.315,29.787,31.63,651484.0,433236860.0,6.22,6.81,6.22,6.65,True,新钢股份,False
