date,open,high,low,close,volume,amount,raw_open,raw_high,raw_low,raw_close,tradable,name,provisional
2020-08-28,75.0,86.0,75.0,77.8,215947.01,1680067737.8,75.0,86.0,75.0,77.8,True,中信博,False
2020-08-31,83.0,88.92,77.7,82.88,161561.03,1339017816.64,83.0,88.92,77.7,82.88,True,中信博,False
2020-09-01,82.5,86.38,79.98,81.12,90394.37,733279129.44,82.5,86.38,79.98,81.12,True,中信博,False
2020-09-02,83.5,96.5,83.5,93.12,82330.37,766660405.44,83.5,96.5,83.5,93.12,True,中信博,False
2020-09-03,94.1,105.0,92.81,93.46,64766.9,605311447.4,94.1,105.0,92.81,93.46,True,中信博,False
2020-09-04,94.0,106.61,89.12,103.2,43136.69,445170640.8,94.0,106.61,89.12,103.2,True,中信博,False
2020-09-07,101.0,103.95,93.0,95.3,37846.39,360676096.7,101.0,103.95,93.0,95.3,True,中信博,False
2020-09-08,97.0,99.47,92.0,92.99,27296.49,253830060.51,97.0,99.47,92.0,92.99,True,中信博,False
2020-09-09,93.89,95.35,87.6,89.0,21218.99,188849011.0,93.89,95.35,87.6,89.0,True,中信博,False
2020-09-10,91.5,95.5,90.01,90.66,15105.16,136943380.56,91.5,95.5,90.01,90.66,True,中信博,False
2020-09-11,91.8,108.0,91.0,107.18,23976.03,256975089.54,91.8,108.0,91.0,107.18,True,中信博,False
2020-09-14,107.8,114.58,103.0,105.95,33774.93,357845383.35,107.8,114.58,103.0,105.95,True,中信博,False
2020-09-15,106.39,116.53,100.66,107.9,26055.65,281140463.5,106.39,116.53,100.66,107.9,True,中信博,False
2020-09-16,106.5,115.97,106.5,110.43,15417.18,170251918.74,106.5,115.97,106.5,110.43,True,中信博,False
2020-09-17,110.66,115.95,104.0,109.23,17212.69,188014212.87,110.66,115.95,104.0,109.23,True,中信博,False
2020-09-18,107.0,112.12,106.29,108.88,9872.71,107494066.48,107.0,112.12,106.29,108.88,True,中信博,False
2020-09-21,107.8,113.78,103.7,104.9,14041.71,147297537.9,107.8,113.78,103.7,104.9,True,中信博,False
2020-09-22,102.0,105.78,100.62,101.0,8788.38,88762637.99999999,102.0,105.78,100.62,101.0,True,中信博,False
2020-09-23,103.01,111.49,102.0,109.39,14811.12,162018841.68,103.01,111.49,102.0,109.39,True,中信博,False
2020-09-24,109.02,115.0,106.0,107.54,18252.67,196289213.18,109.02,115.0,106.0,107.54,True,中信博,False
2020-09-25,106.8,110.23,104.0,108.64,9789.18,106349651.52,106.8,110.23,104.0,108.64,True,中信博,False
2020-09-28,108.5,112.6,106.0,108.22,10422.15,112788507.3,108.5,112.6,106.0,108.22,True,中信博,False
2020-09-29,109.55,109.97,102.05,105.65,9337.24,98647940.6,109.55,109.97,102.05,105.65,True,中信博,False
2020-09-30,106.27,114.99,104.55,108.5,19049.54,206687509.0,106.27,114.99,104.55,108.5,True,中信博,False
2020-10-09,118.06,130.2,118.06,130.2,23374.58,304337031.6,118.06,130.2,118.06,130.2,True,中信博,False
2020-10-12,134.0,145.0,125.0,134.99,41155.15,555553369.85,134.0,145.0,125.0,134.99,True,中信博,False
2020-10-13,135.62,139.9,128.94,137.38,11219.07,154127583.66,135.62,139.9,128.94,137.38,True,中信博,False
2020-10-14,135.96,147.01,135.02,139.15,13508.87,187975926.05,135.96,147.01,135.02,139.15,True,中信博,False
2020-10-15,138.4,142.24,128.15,128.9,22397.24,288700423.6,138.4,142.24,128.15,128.9,True,中信博,False
2020-10-16,129.45,132.6,125.37,129.34,9765.01,126300639.34,129.45,132.6,125.37,129.34,True,中信博,False
2020-10-19,131.39,131.39,121.88,124.02,8278.87,102674545.74,131.39,131.39,121.88,124.02,True,中信博,False
2020-10-20,123.0,129.8,123.0,128.15,8697.08,111453080.2,123.0,129.8,123.0,128.15,True,中信博,False
2020-10-21,128.0,135.7,119.5,124.55,14847.25,184922498.75,128.0,135.7,119.5,124.55,True,中信博,False
2020-10-22,124.0,131.05,121.03,129.7,10441.87,135431053.9,124.0,131.05,121.03,129.7,True,中信博,False
2020-10-23,129.0,131.86,121.2,123.6,8147.79,100706684.4,129.0,131.86,121.2,123.6,True,中信博,False
2020-10-26,120.85,133.94,120.52,129.52,12486.1,161719967.20000002,120.85,133.94,120.52,129.52,True,中信博,False
2020-10-27,129.91,137.66,127.05,136.1,8632.58,117489413.8,129.91,137.66,127.05,136.1,True,中信博,False
2020-10-28,135.0,141.0,130.13,135.12,17362.21,234598181.52,135.0,141.0,130.13,135.12,True,中信博,False
2020-10-29,135.59,138.88,132.8,136.5,7387.66,100841559.0,135.59,138.88,132.8,136.5,True,中信博,False
2020-10-30,136.57,151.5,133.21,143.38,17679.12,253483222.56,136.57,151.5,133.21,143.38,True,中信博,False
2020-11-02,141.49,153.0,141.49,150.8,9302.38,140279890.4,141.49,153.0,141.49,150.8,True,中信博,False
2020-11-03,149.07,154.98,144.66,145.33,8930.83,129791752.39000002,149.07,154.98,144.66,145.33,True,中信博,False
2020-11-04,146.99,152.88,139.77,146.82,13972.08,205138078.56,146.99,152.88,139.77,146.82,True,中信博,False
2020-11-05,150.0,159.8,146.0,155.85,7741.86,120656888.1,150.0,159.8,146.0,155.85,True,中信博,False
2020-11-06,156.73,157.88,148.0,153.11,8903.62,136323325.82000002,156.73,157.88,148.0,153.11,True,中信博,False
2020-11-09,152.1,158.0,149.5,154.01,8910.08,137224142.07999998,152.1,158.0,149.5,154.01,True,中信博,False
2020-11-10,152.0,158.1,150.0,154.14,14464.57,222956881.98,152.0,158.1,150.0,154.14,True,中信博,False
2020-11-11,148.0,156.88,143.3,147.4,9637.32,142054096.8,148.0,156.88,143.3,147.4,True,中信博,False
2020-11-12,146.0,150.5,143.88,147.27,5541.1,81603779.7,146.0,150.5,143.88,147.27,True,中信博,False
