date,open,high,low,close,volume,amount,raw_open,raw_high,raw_low,raw_close,tradable,name,provisional
2023-04-21,55.1,56.21,46.56,49.09,438574.17,2152960600.53,55.1,56.21,46.56,49.09,True,中船特气,False
2023-04-24,49.99,51.58,47.05,51.0,271299.05,1383625155.0,49.99,51.58,47.05,51.0,True,中船特气,False
2023-04-25,50.2,50.79,45.06,45.4,193043.43,876417172.1999999,50.2,50.79,45.06,45.4,True,中船特气,False
2023-04-26,45.0,47.55,44.88,45.93,133216.99,611865635.07,45.0,47.55,44.88,45.93,True,中船特气,False
2023-04-27,45.55,48.98,45.55,46.89,126074.58,591163705.62,45.55,48.98,45.55,46.89,True,中船特气,False
2023-04-28,48.0,54.8,47.2,53.11,237041.18,1258925706.98,48.0,54.8,47.2,53.11,True,中船特气,False
2023-05-04,51.02,52.0,49.49,50.5,165757.17,837073708.5000001,51.02,52.0,49.49,50.5,True,中船特气,False
2023-05-05,49.7,50.7,44.0,44.0,180925.1,796070440.0,49.7,50.7,44.0,44.0,True,中船特气,False
2023-05-08,43.0,46.3,42.36,45.48,102427.43,465839951.64,43.0,46.3,42.36,45.48,True,中船特气,False
2023-05-09,45.48,48.18,44.61,45.7,116241.45,531223426.50000006,45.48,48.18,44.61,45.7,True,中船特气,False
2023-05-10,45.12,47.41,43.7,43.9,91726.54,402679510.6,45.12,47.41,43.7,43.9,True,中船特气,False
2023-05-11,44.69,45.25,43.2,43.48,57156.57,248516766.36,44.69,45.25,43.2,43.48,True,中船特气,False
2023-05-12,43.7,44.9,41.36,41.68,79660.99,332027006.32000005,43.7,44.9,41.36,41.68,True,中船特气,False
2023-05-15,41.77,44.1,41.11,43.92,75010.84,329447609.28000003,41.77,44.1,41.11,43.92,True,中船特气,False
2023-05-16,43.46,44.66,43.03,43.24,63776.8,275770883.2,43.46,44.66,43.03,43.24,True,中船特气,False
2023-05-17,43.24,46.3,43.06,44.47,95972.65,426790374.55,43.24,46.3,43.06,44.47,True,中船特气,False
2023-05-18,44.04,44.9,43.76,44.2,65508.79,289548851.8,44.04,44.9,43.76,44.2,True,中船特气,False
2023-05-19,43.98,46.82,43.75,45.25,88565.83,400760380.75,43.98,46.82,43.75,45.25,True,中船特气,False
