strategy,n_days,years,total_return,cagr,vol,sharpe,sortino,max_dd,calmar,t_stat,pos_month_pct,longest_underwater_days,exposure,n_trades,win_rate,profit_factor,expectancy,avg_hold_days,top5_share,p_k,p_n,p_rebal,family
"margin_momentum(k=10,n=5,rebal=10)",2569,10.53,1.3267571414028212,0.08351143348282997,0.22873109041127765,0.4650211956889521,0.658127760650185,-0.4004215141600521,0.2085588074806832,1.5088980158944294,0.5039370078740157,1043,0.8114441416893733,1649,0.0,0.0,0.0,0.0,,10,5,10,margin_momentum
"margin_momentum(k=10,n=10,rebal=10)",2569,10.53,0.6209299937234614,0.0469431836892269,0.22656656090823457,0.3157933390695888,0.4505373372983428,-0.5834814072566172,0.08045360675662647,1.0246843523956384,0.48031496062992124,1178,0.8118723238614247,1596,0.0,0.0,0.0,0.0,,10,10,10,margin_momentum
"margin_momentum(k=10,n=20,rebal=10)",2569,10.53,0.051231857148251736,0.0047566615216905195,0.2351670515800457,0.13806551508863016,0.18740937182316722,-0.5893513399527647,0.008071011634709708,0.4479941639477959,0.4645669291338583,1178,0.8153756325418451,1165,0.0,0.0,0.0,0.0,,10,20,10,margin_momentum
"margin_momentum(k=10,n=60,rebal=10)",2569,10.53,0.8400224757264498,0.0596258084763146,0.2437402568097096,0.36008679308406244,0.4700943481801423,-0.5219820099871741,0.11422962350326919,1.1684074891024119,0.4881889763779528,1051,0.8189567925262748,748,0.0,0.0,0.0,0.0,,10,60,10,margin_momentum
"margin_momentum(k=10,n=5,rebal=20)",2569,10.53,2.7818266932085005,0.1346692516556498,0.22726120470802605,0.6697692323101695,0.9124711898501005,-0.31675803203408415,0.4251486561867482,2.1732632299537995,0.5118110236220472,508,0.8165434021019852,867,0.0,0.0,0.0,0.0,,10,5,20,margin_momentum
"margin_momentum(k=10,n=10,rebal=20)",2569,10.53,0.8033888608195854,0.05760381496093747,0.22944508200435054,0.3589655425781105,0.5011123173763267,-0.5349014070762437,0.10769052800926125,1.1647692621152634,0.5118110236220472,1112,0.8123783573374854,852,0.0,0.0,0.0,0.0,,10,10,20,margin_momentum
"margin_momentum(k=10,n=20,rebal=20)",2569,10.53,0.7650467285521994,0.05544730887113114,0.22912739054970985,0.3503786953766699,0.47872340544535635,-0.5547693507313525,0.0999465972625109,1.1369067112785292,0.4881889763779528,1178,0.8162709225379524,856,0.0,0.0,0.0,0.0,,10,20,20,margin_momentum
"margin_momentum(k=10,n=60,rebal=20)",2569,10.53,0.6133617865353667,0.04647792239775361,0.23426344679211697,0.31164986352084334,0.4108632465756405,-0.5248457540768288,0.0885553937261156,1.0112396275263853,0.4881889763779528,1071,0.8234721681588166,536,0.0,0.0,0.0,0.0,,10,60,20,margin_momentum
"margin_momentum(k=20,n=5,rebal=5)",2569,10.53,1.0668167577285024,0.07138839330212265,0.24602439292337855,0.40365217306607193,0.5496209520363411,-0.48781646172028514,0.14634273113779603,1.3097681755097275,0.4566929133858268,1073,0.9026858699883222,2808,0.0,0.0,0.0,0.0,,20,5,5,margin_momentum
"margin_momentum(k=20,n=10,rebal=5)",2569,10.53,0.37542949202356946,0.030738926418968138,0.24389090619330153,0.24639453790443716,0.33708363712087747,-0.547529370318746,0.05614114618376247,0.7994995342533002,0.49606299212598426,1180,0.9024912417282989,1860,0.0,0.0,0.0,0.0,,20,10,5,margin_momentum
"margin_momentum(k=20,n=20,rebal=5)",2569,10.53,0.2828747140120216,0.023941599008815206,0.2514739861339543,0.22024097537900122,0.2957013778192713,-0.5975232155653133,0.04006806494734133,0.7146366097908257,0.49606299212598426,1178,0.9026858699883222,1167,0.0,0.0,0.0,0.0,,20,20,5,margin_momentum
"margin_momentum(k=20,n=60,rebal=5)",2569,10.53,0.9401897858616999,0.06497408014378636,0.25995239592875435,0.3727817253844447,0.48925645452256217,-0.5763758769893439,0.11272865978217823,1.2095999300869162,0.47244094488188976,1072,0.9026858699883222,554,0.0,0.0,0.0,0.0,,20,60,5,margin_momentum
"margin_momentum(k=20,n=5,rebal=10)",2569,10.53,1.6353221960895712,0.09640294577598474,0.24453183871881926,0.4989457530327785,0.6887724320503608,-0.463657684286679,0.20791836098715213,1.6189762182231597,0.5039370078740157,1049,0.9026858699883222,1514,0.0,0.0,0.0,0.0,,20,5,10,margin_momentum
"margin_momentum(k=20,n=10,rebal=10)",2569,10.53,0.9100452645127481,0.06339136825360026,0.24802293037531742,0.37198444156276117,0.5236735917675543,-0.6173958953717626,0.10267539633613758,1.2070129082741565,0.4881889763779528,1178,0.9024523160762943,1459,0.0,0.0,0.0,0.0,,20,10,10,margin_momentum
"margin_momentum(k=20,n=20,rebal=10)",2569,10.53,-0.02717393675042834,-0.00261323744735098,0.25081892067507816,0.1155179962484019,0.1544852388425183,-0.7137074993071941,-0.003661496411187617,0.37483210863339766,0.4251968503937008,1178,0.9026469443363176,968,0.0,0.0,0.0,0.0,,20,20,10,margin_momentum
"margin_momentum(k=20,n=60,rebal=10)",2569,10.53,0.8614715031958669,0.060792840336580056,0.25716290185131613,0.35879289865842223,0.47138970123706897,-0.5772734568750555,0.10531029897973986,1.1642090681492918,0.5118110236220472,1070,0.9026858699883222,486,0.0,0.0,0.0,0.0,,20,60,10,margin_momentum
"margin_momentum(k=20,n=5,rebal=20)",2569,10.53,3.3017059898284007,0.14863568131586224,0.24461533246218858,0.6892234059328652,0.938049068672626,-0.3869099683637489,0.38416089909610224,2.236388017065194,0.4881889763779528,514,0.9026858699883222,795,0.0,0.0,0.0,0.0,,20,5,20,margin_momentum
"margin_momentum(k=20,n=10,rebal=20)",2569,10.53,0.8463509938389611,0.05997141519956317,0.2474276429797275,0.3593467615772465,0.49877312577225674,-0.5921934617083195,0.10126997185440328,1.1660062392611446,0.48031496062992124,1149,0.9024523160762943,793,0.0,0.0,0.0,0.0,,20,10,20,margin_momentum
"margin_momentum(k=20,n=20,rebal=20)",2569,10.53,0.8108802557763499,0.05802030733709396,0.24990050930866203,0.3511456425438671,0.4699108552546979,-0.6427590249359988,0.09026758876372244,1.1393952968948584,0.5118110236220472,1178,0.9026469443363176,772,0.0,0.0,0.0,0.0,,20,20,20,margin_momentum
"margin_momentum(k=20,n=60,rebal=20)",2569,10.53,0.8561829068187274,0.06050622506927095,0.25203004904576065,0.35983066841339423,0.47528650137390277,-0.5639252875107488,0.10729475412665841,1.1675764172911145,0.49606299212598426,1069,0.9026858699883222,412,0.0,0.0,0.0,0.0,,20,60,20,margin_momentum
"margin_reversal(k=5,n=5,rebal=5)",2569,10.53,0.7434731806655264,0.05421522077037233,0.11711968987340252,0.5093496923826564,0.7327038523269328,-0.21522386154950857,0.2519015335012054,1.6527348588787938,0.5039370078740157,600,0.39295445698715453,1752,0.0,0.0,0.0,0.0,,5,5,5,margin_reversal
"margin_reversal(k=5,n=10,rebal=5)",2569,10.53,1.1545314506189994,0.07562622636331318,0.11483046309384734,0.6923063148198858,1.005481318985484,-0.2541992289209297,0.29750769380514996,2.2463914215248915,0.5433070866141733,772,0.3945114830673414,1352,0.0,0.0,0.0,0.0,,5,10,5,margin_reversal
"margin_reversal(k=5,n=20,rebal=5)",2569,10.53,0.5282018214469004,0.04110186530544602,0.11184351946007345,0.4160492338840502,0.5994774664925726,-0.2465255420880148,0.16672457124451545,1.3499940848759795,0.47244094488188976,814,0.39458933437135074,1035,0.0,0.0,0.0,0.0,,5,20,5,margin_reversal
"margin_reversal(k=5,n=60,rebal=5)",2569,10.53,0.5545818550099932,0.0427955979822896,0.10112044659686259,0.46495478285067604,0.6801945564117636,-0.23869862359375993,0.17928715858505842,1.5086825199109481,0.49606299212598426,825,0.39618528610354226,671,0.0,0.0,0.0,0.0,,5,60,5,margin_reversal
"margin_reversal(k=5,n=5,rebal=10)",2569,10.53,1.7198628897854227,0.09969604421086342,0.12197798593631609,0.8401499132487829,1.1941797338304683,-0.22685294106277432,0.4394743296860133,2.7261134522627595,0.5433070866141733,522,0.3962242117555469,886,0.0,0.0,0.0,0.0,,5,5,10,margin_reversal
"margin_reversal(k=5,n=10,rebal=10)",2569,10.53,1.467758126880669,0.08958307187678471,0.11509450930650428,0.8030473196901055,1.1581944667964734,-0.21610939526688333,0.41452650296001475,2.6057231768855638,0.5039370078740157,639,0.39848189957181784,921,0.0,0.0,0.0,0.0,,5,10,10,margin_reversal
"margin_reversal(k=5,n=20,rebal=10)",2569,10.53,1.058023062805824,0.07095460315389501,0.11017583471195942,0.6773514100881445,0.94863353362873,-0.23387266424553066,0.3033898954492753,2.1978658354079346,0.4881889763779528,377,0.3934215648112106,707,0.0,0.0,0.0,0.0,,5,20,10,margin_reversal
"margin_reversal(k=5,n=60,rebal=10)",2569,10.53,0.8211048536609142,0.0585862457506523,0.10207770717243413,0.6088229576072234,0.8700058878247191,-0.2682021959373386,0.21844058936914926,1.9755051195107123,0.4881889763779528,801,0.39953289217594395,488,0.0,0.0,0.0,0.0,,5,60,10,margin_reversal
"margin_reversal(k=5,n=5,rebal=20)",2569,10.53,0.6563609010759894,0.04909551473320972,0.11634643125439488,0.4701205339994347,0.6671606713073693,-0.25737622790013104,0.1907538824924426,1.5254443185799704,0.5275590551181102,1251,0.3949396652393927,459,0.0,0.0,0.0,0.0,,5,5,20,margin_reversal
"margin_reversal(k=5,n=10,rebal=20)",2569,10.53,1.0354039023147394,0.069831052324977,0.10977667717706087,0.6698469085405218,0.9613823201681857,-0.17844937501763736,0.3913213611315541,2.173515273325042,0.4251968503937008,379,0.3990657843518879,465,0.0,0.0,0.0,0.0,,5,10,20,margin_reversal
"margin_reversal(k=5,n=20,rebal=20)",2569,10.53,0.63139183155642,0.047583106354568416,0.11210131513497779,0.470724428000047,0.6805713917119112,-0.2220432493075768,0.21429656836203007,1.5274038302490773,0.4409448818897638,651,0.393849746983262,460,0.0,0.0,0.0,0.0,,5,20,20,margin_reversal
"margin_reversal(k=5,n=60,rebal=20)",2569,10.53,0.5759411819811717,0.04414802481147673,0.10462421486354631,0.46523022285120363,0.6760760071061326,-0.17799812142972382,0.2480252289005589,1.5095762659899379,0.49606299212598426,544,0.4034643830284157,339,0.0,0.0,0.0,0.0,,5,60,20,margin_reversal
"margin_reversal(k=10,n=5,rebal=5)",2569,10.53,1.0931233647231826,0.07267618932417563,0.20055777772631406,0.45028684667560553,0.6072757529071684,-0.35387790048654555,0.2053708050834861,1.4610880876635324,0.47244094488188976,992,0.7950564421954068,3250,0.0,0.0,0.0,0.0,,10,5,5,margin_reversal
"margin_reversal(k=10,n=10,rebal=5)",2569,10.53,1.5538878173592,0.09313916561697355,0.20143165118436884,0.5428806241045593,0.750528131873189,-0.33856605576976007,0.2750989475457407,1.7615358271256543,0.49606299212598426,701,0.8021409108602569,2417,0.0,0.0,0.0,0.0,,10,10,5,margin_reversal
"margin_reversal(k=10,n=20,rebal=5)",2569,10.53,2.554246785930603,0.12800033603414018,0.1969295984852961,0.7101261180045754,1.0024607552876597,-0.27464092775953175,0.4660643156078101,2.304213013138949,0.5118110236220472,360,0.8005060334760608,1758,0.0,0.0,0.0,0.0,,10,20,5,margin_reversal
"margin_reversal(k=10,n=60,rebal=5)",2569,10.53,1.3797002193522108,0.0858292908284719,0.1808778910161037,0.5456261619317149,0.76594987618976,-0.32096175673885996,0.26741282731171023,1.770444531972582,0.5118110236220472,551,0.8090307512650836,1166,0.0,0.0,0.0,0.0,,10,60,5,margin_reversal
"margin_reversal(k=10,n=5,rebal=10)",2569,10.53,1.91991169753187,0.10713392844413949,0.20212610038370366,0.6048362934801308,0.8084151030851232,-0.3864662299846606,0.27721420432618854,1.962569215411771,0.47244094488188976,916,0.7966523939275982,1654,0.0,0.0,0.0,0.0,,10,5,10,margin_reversal
"margin_reversal(k=10,n=10,rebal=10)",2569,10.53,2.7369898560831665,0.13338464645768355,0.1996553824218904,0.7271920583880478,0.994382052179221,-0.34342239359998095,0.38839822021929715,2.3595884752097542,0.5511811023622047,512,0.8080965356169715,1721,0.0,0.0,0.0,0.0,,10,10,10,margin_reversal
"margin_reversal(k=10,n=20,rebal=10)",2569,10.53,4.2956412296610145,0.17153903671529802,0.19417713425128882,0.9125573665099255,1.273437173099965,-0.2730548909694215,0.6282218059024187,2.9610607268699725,0.5118110236220472,337,0.803425457376411,1252,0.0,0.0,0.0,0.0,,10,20,10,margin_reversal
"margin_reversal(k=10,n=60,rebal=10)",2569,10.53,1.2800932729032395,0.08142855979441,0.18200461837729498,0.5210296606698347,0.7372617992320489,-0.30195228011690667,0.2696736045936906,1.6906339506570138,0.48031496062992124,544,0.8118333982094199,834,0.0,0.0,0.0,0.0,,10,60,10,margin_reversal
"margin_reversal(k=10,n=5,rebal=20)",2569,10.53,1.1001028846216263,0.07301540090632597,0.1983073868853692,0.4548035580713373,0.6052535315473412,-0.35558153927103,0.20534080890704637,1.4757438859939511,0.49606299212598426,628,0.7934215648112106,865,0.0,0.0,0.0,0.0,,10,5,20,margin_reversal
"margin_reversal(k=10,n=10,rebal=20)",2569,10.53,2.2318828328076576,0.11785989580091427,0.1919214256276373,0.6767763498788371,0.9246361113716911,-0.30370213504392296,0.3880772711191799,2.1959998834537267,0.48031496062992124,515,0.8088361230050604,865,0.0,0.0,0.0,0.0,,10,10,20,margin_reversal
"margin_reversal(k=10,n=20,rebal=20)",2569,10.53,2.77249470056576,0.13440302397997694,0.1996453557857545,0.7316028939816398,1.004272024528059,-0.31586323837369534,0.42551018178622535,2.3739007283657574,0.4645669291338583,349,0.8061891786687427,883,0.0,0.0,0.0,0.0,,10,20,20,margin_reversal
"margin_reversal(k=10,n=60,rebal=20)",2569,10.53,1.160456803355733,0.07590683989444669,0.18566612036516592,0.4868169129351913,0.68822421073557,-0.304533343547267,0.24925625223914138,1.5796206298585562,0.4566929133858268,539,0.8089528999610744,589,0.0,0.0,0.0,0.0,,10,60,20,margin_reversal
"margin_reversal(k=20,n=5,rebal=5)",2569,10.53,1.873650070676085,0.10545585474092833,0.2193148858996796,0.5670226929622934,0.766785896624425,-0.39394917933035944,0.26768898191432644,1.8398718688732825,0.49606299212598426,986,0.9026858699883222,3011,0.0,0.0,0.0,0.0,,20,5,5,margin_reversal
"margin_reversal(k=20,n=10,rebal=5)",2569,10.53,2.378869328000365,0.12259204960265202,0.21693105464015325,0.6417998686010102,0.8735875640298989,-0.3778539507007824,0.3244429477984499,2.082508404587067,0.5275590551181102,687,0.9026858699883222,2046,0.0,0.0,0.0,0.0,,20,10,5,margin_reversal
"margin_reversal(k=20,n=20,rebal=5)",2569,10.53,3.2417181093280174,0.1471046392997899,0.20963614739346817,0.7596096740396757,1.0607435425467862,-0.3121622707528743,0.4712441351256265,2.4647769620792612,0.49606299212598426,370,0.9026858699883222,1335,0.0,0.0,0.0,0.0,,20,20,5,margin_reversal
"margin_reversal(k=20,n=60,rebal=5)",2569,10.53,1.9538099643018678,0.10834833165695912,0.19251621511534903,0.6306809020521911,0.8846900243203193,-0.30809741743878416,0.3516690680423728,2.046429647919958,0.4881889763779528,573,0.902608018684313,666,0.0,0.0,0.0,0.0,,20,60,5,margin_reversal
"margin_reversal(k=20,n=5,rebal=10)",2569,10.53,2.7938885880431825,0.1350124798386645,0.22422656046516753,0.677260864225085,0.9000447769190334,-0.44346478726539473,0.30444915518820054,2.197572032728864,0.48031496062992124,942,0.9026858699883222,1560,0.0,0.0,0.0,0.0,,20,5,10,margin_reversal
"margin_reversal(k=20,n=10,rebal=10)",2569,10.53,3.469880525337423,0.1528271334648894,0.2157630629851592,0.7673573900367989,1.044014881262352,-0.3586941299454689,0.4260653317301937,2.489916704964427,0.49606299212598426,665,0.9026858699883222,1610,0.0,0.0,0.0,0.0,,20,10,10,margin_reversal
"margin_reversal(k=20,n=20,rebal=10)",2569,10.53,4.220896397986681,0.16995838916782358,0.20856727014668988,0.8570006646690813,1.204631092990355,-0.2796787974299323,0.6076913614104162,2.7807906704629937,0.5275590551181102,359,0.9026858699883222,1068,0.0,0.0,0.0,0.0,,20,20,10,margin_reversal
"margin_reversal(k=20,n=60,rebal=10)",2569,10.53,2.2356000035007413,0.11798194756718394,0.19667597291372838,0.6654755861622798,0.924944557319452,-0.30750614334488136,0.3836734651341977,2.159331232415698,0.5118110236220472,660,0.902608018684313,581,0.0,0.0,0.0,0.0,,20,60,10,margin_reversal
"margin_reversal(k=20,n=5,rebal=20)",2569,10.53,1.660229944750827,0.09738299157244001,0.22146010802802088,0.5306922375262897,0.6995096025684504,-0.38802133309753717,0.2509732926152305,1.7219870226939384,0.49606299212598426,993,0.9026858699883222,821,0.0,0.0,0.0,0.0,,20,5,20,margin_reversal
"margin_reversal(k=20,n=10,rebal=20)",2569,10.53,2.019896571709032,0.11068004797073105,0.20881281609289606,0.6074424614752936,0.8221164293361084,-0.3211594251376243,0.3446264979559671,1.9710256938550004,0.4566929133858268,515,0.9026858699883222,810,0.0,0.0,0.0,0.0,,20,10,20,margin_reversal
"margin_reversal(k=20,n=20,rebal=20)",2569,10.53,3.158443496255562,0.1449464521733379,0.2132417378421066,0.7414052280594472,1.0292099279515128,-0.3329183671389986,0.4353813621608342,2.4057072838050746,0.47244094488188976,695,0.9026858699883222,812,0.0,0.0,0.0,0.0,,20,20,20,margin_reversal
"margin_reversal(k=20,n=60,rebal=20)",2569,10.53,1.3398490471455315,0.08408900770131589,0.19776286424299758,0.5071924367055559,0.6993847993984368,-0.3139207261201019,0.2678670145186417,1.6457350084609403,0.48031496062992124,468,0.902608018684313,469,0.0,0.0,0.0,0.0,,20,60,20,margin_reversal
"margin_buy_intensity(k=5,n=5,rebal=5)",2569,10.53,0.25579900993821725,0.021869166617113578,0.09771007859851709,0.2702777354111883,0.3584348293489949,-0.21180543011024955,0.10325120845924572,0.8769955917776473,0.4330708661417323,1834,0.41611521992993383,1268,0.0,0.0,0.0,0.0,,5,5,5,margin_buy_intensity
"margin_buy_intensity(k=5,n=10,rebal=5)",2569,10.53,0.055613809985875395,0.005153704946577298,0.09572503190765344,0.10161844406558118,0.13305954514444815,-0.205767305889893,0.02504627702777558,0.3297309242037144,0.4645669291338583,1092,0.41829505644219545,763,0.0,0.0,0.0,0.0,,5,10,5,margin_buy_intensity
"margin_buy_intensity(k=5,n=20,rebal=5)",2569,10.53,0.17280793714638332,0.015254850539916376,0.0959979342041088,0.2057815155400144,0.26484117504791277,-0.17140344684005437,0.08899967195030496,0.667718640321438,0.4566929133858268,807,0.4224990268586999,484,0.0,0.0,0.0,0.0,,5,20,5,margin_buy_intensity
