strategy,family,n_days,years,total_return,cagr,vol,sharpe,sortino,max_dd,calmar,t_stat,pos_month_pct,longest_underwater_days,exposure,n_trades,win_rate,profit_factor,expectancy,avg_hold_days,top5_share,blocked,p_fast,p_slow,p_n1,p_n2,p_n3,p_sig,p_n,p_thresh,p_entry_n,p_exit_n,p_atr_mult,p_atr_n,p_vol_mult,p_k,p_mult,p_hi,p_lo,p_k_hi,p_k_lo,p_ma_n,p_rsi_hi,p_rsi_lo,p_rsi_n,p_dip
"ma_cross(fast=20,slow=60)",ma_cross,2569,10.53,1.2342964703614139,0.07934653374638523,0.26193041083317836,0.42287059565458324,0.5587107444085698,-0.5796856095697507,0.13687856389134298,1.372127999064571,0.47244094488188976,1108,0.8994550408719346,564,0.0,0.0,0.0,0.0,,151,20.0,60.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=20,slow=120)",ma_cross,2569,10.53,2.3443141306505324,0.12149656083551674,0.2504285712952297,0.5835383216698224,0.7667319249529002,-0.4980398749531154,0.24394946458243771,1.8934616828840585,0.5118110236220472,1019,0.8977033865317244,293,0.0,0.0,0.0,0.0,,147,20.0,120.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=20,slow=250)",ma_cross,2569,10.53,3.0935883347084765,0.14323836774063348,0.23749976634993172,0.6826928812615235,0.9180854464255029,-0.40400077365603404,0.35454973624032343,2.2151978093699554,0.5354330708661418,1037,0.8952510704554302,158,0.0,0.0,0.0,0.0,,123,20.0,250.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=30,slow=60)",ma_cross,2569,10.53,1.8827416217678086,0.10578755841205623,0.2588418979883658,0.5183148133173796,0.6870146773436068,-0.5652978209053435,0.18713597417133837,1.6818248300802483,0.48031496062992124,979,0.8989100817438691,499,0.0,0.0,0.0,0.0,,158,30.0,60.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=30,slow=120)",ma_cross,2569,10.53,2.127354641589557,0.11437465568062644,0.2425831816421875,0.5681523868196738,0.7468061454614193,-0.46152228103421644,0.24782044200407066,1.843537492797035,0.5118110236220472,1132,0.8982483456597897,251,0.0,0.0,0.0,0.0,,155,30.0,120.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=30,slow=250)",ma_cross,2569,10.53,1.933205298281771,0.10761168399128085,0.2290423958445431,0.5609984122923918,0.7549564109328897,-0.4075690517712829,0.264033011151371,1.8203243187093845,0.5275590551181102,990,0.8955624756714675,153,0.0,0.0,0.0,0.0,,120,30.0,250.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=3,slow=10)",ema_cross,2569,10.53,0.27249370343960266,0.023151735874329393,0.2627361907121788,0.2184545075349961,0.30661198502668985,-0.605571972064369,0.03823118793857998,0.7088398895331933,0.3858267716535433,1162,0.8919423900350332,2627,0.0,0.0,0.0,0.0,,209,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=3,slow=20)",ema_cross,2569,10.53,-0.01903034876641796,-0.0018232314045698583,0.26469749578242413,0.1252757501561277,0.1772262035825675,-0.6792548108137036,-0.0026841641392068233,0.4064940106014145,0.4094488188976378,1178,0.893966523939276,1851,0.0,0.0,0.0,0.0,,204,3.0,20.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=3,slow=30)",ema_cross,2569,10.53,0.7053051186400996,0.05200120290415411,0.2636082413164236,0.32414105978233987,0.4451045997326918,-0.5662618861490671,0.09183242626092075,1.0517709870210763,0.3937007874015748,1111,0.8966523939275983,1407,0.0,0.0,0.0,0.0,,207,3.0,30.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=3,slow=60)",ema_cross,2569,10.53,0.9148349965476499,0.06364435286443393,0.2568051249366963,0.3688981936343052,0.5016154456819094,-0.5976024685214373,0.10649948120512302,1.1969986693126267,0.4566929133858268,1178,0.8980147917477618,847,0.0,0.0,0.0,0.0,,209,3.0,60.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=3,slow=120)",ema_cross,2569,10.53,2.051620427151105,0.11178299062519703,0.25845005364195506,0.5395612435278945,0.7307431301372269,-0.48717112635561366,0.22945323435198894,1.7507651207308468,0.48031496062992124,979,0.8981704943557804,500,0.0,0.0,0.0,0.0,,218,3.0,120.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=3,slow=250)",ema_cross,2569,10.53,3.8656028843492987,0.1621529039276306,0.23486914919582313,0.7576793698714379,1.0076317834115553,-0.4227801549856469,0.3835395347095598,2.45851352257042,0.5511811023622047,919,0.9001946282600233,257,0.0,0.0,0.0,0.0,,199,3.0,250.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=5,slow=10)",ema_cross,2569,10.53,0.08976415155968209,0.008197903248190253,0.26356258680156125,0.16244323534985503,0.22984958946633008,-0.6049594273083536,0.0135511620748935,0.5270948459708917,0.4094488188976378,1153,0.8933437135072012,2168,0.0,0.0,0.0,0.0,,208,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=5,slow=20)",ema_cross,2569,10.53,0.14831481953235115,0.01322175560226957,0.26444235918861614,0.18161093344061846,0.25781963706181016,-0.6370771542899993,0.020753774504761142,0.5892900789764902,0.4094488188976378,1154,0.8945504087193461,1540,0.0,0.0,0.0,0.0,,197,5.0,20.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=5,slow=30)",ema_cross,2569,10.53,0.3208344837136774,0.026781441936499784,0.2608848044139759,0.2318932635941167,0.31665012774535517,-0.6332461611999719,0.04229230839038993,0.7524458854354958,0.41732283464566927,1178,0.8965745426235889,1188,0.0,0.0,0.0,0.0,,203,5.0,30.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=5,slow=60)",ema_cross,2569,10.53,1.804037134985096,0.10288408724492215,0.25721527728521915,0.5096792681573404,0.6843099024138336,-0.5444666219433454,0.1889630752344407,1.653804264396473,0.49606299212598426,1108,0.8984429739198131,740,0.0,0.0,0.0,0.0,,213,5.0,60.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=5,slow=120)",ema_cross,2569,10.53,1.7708787193643198,0.10163871023088378,0.2545062830940393,0.5079588318696752,0.6790674526479348,-0.4477726887879202,0.22698729238268303,1.6482218029409585,0.5118110236220472,979,0.8985986765278318,447,0.0,0.0,0.0,0.0,,209,5.0,120.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=5,slow=250)",ema_cross,2569,10.53,2.4401401142257706,0.12450980062721584,0.2383071055574738,0.6119278230734218,0.8195443782220476,-0.4490356281887795,0.2772826760527576,1.9855797685482146,0.5511811023622047,926,0.9003114052160374,236,0.0,0.0,0.0,0.0,,185,5.0,250.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=8,slow=10)",ema_cross,2569,10.53,0.018057621141627456,0.0017012315953550683,0.26514429756886054,0.13861821989027004,0.19723447069257066,-0.6606340996040552,0.0025751495364448873,0.44978757720788204,0.44881889763779526,1178,0.8940443752432854,1782,0.0,0.0,0.0,0.0,,207,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=8,slow=20)",ema_cross,2569,10.53,0.8919947638643777,0.062432787157161274,0.26340361624256775,0.3615783514584969,0.5032100084703777,-0.5828419997593455,0.10711785901314537,1.173247288863454,0.44881889763779526,1131,0.896691319579603,1222,0.0,0.0,0.0,0.0,,200,8.0,20.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=8,slow=30)",ema_cross,2569,10.53,1.222162340416126,0.07878841818886584,0.2606083674361695,0.42141465544249296,0.5809896677614024,-0.5158577960581215,0.15273282441579844,1.3674037729053115,0.47244094488188976,1042,0.897275204359673,981,0.0,0.0,0.0,0.0,,205,8.0,30.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=8,slow=60)",ema_cross,2569,10.53,1.2880837577252122,0.08178794182092775,0.2610442765432159,0.4320541967522617,0.5795467537162876,-0.510252239129424,0.16028923647737775,1.401926893402114,0.47244094488188976,1104,0.8988711560918645,654,0.0,0.0,0.0,0.0,,208,8.0,60.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=8,slow=120)",ema_cross,2569,10.53,3.0672961151778733,0.1425389266435153,0.25085061804842484,0.6570166660721949,0.8810844895844792,-0.44914401641311874,0.31735684198096775,2.13188377871065,0.49606299212598426,956,0.8989490073958739,373,0.0,0.0,0.0,0.0,,192,8.0,120.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=8,slow=250)",ema_cross,2569,10.53,2.217712147012525,0.11739343882553954,0.23676125055549888,0.5875371527951293,0.7893036268250606,-0.4224657637664341,0.27787681013234034,1.9064370663865955,0.5118110236220472,926,0.9013234721681588,218,0.0,0.0,0.0,0.0,,169,8.0,250.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=10,slow=20)",ema_cross,2569,10.53,0.8580299017120459,0.0606064067697738,0.26037309554321453,0.35629050551234015,0.4894291061849665,-0.6163913912486132,0.09832455097564628,1.1560893177204603,0.4566929133858268,1132,0.896340988711561,1118,0.0,0.0,0.0,0.0,,194,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=10,slow=30)",ema_cross,2569,10.53,1.1045186014559518,0.07322948256629291,0.2580623344068524,0.40309050715228484,0.5505529187841044,-0.5601215161083175,0.13073856379431,1.3079456852861298,0.4645669291338583,1119,0.8982483456597897,891,0.0,0.0,0.0,0.0,,197,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=10,slow=60)",ema_cross,2569,10.53,1.4909849854577453,0.09055298164220327,0.2596375195279497,0.46406129671718566,0.6226220585435894,-0.5477581703538718,0.16531562018272175,1.5057833414077932,0.4645669291338583,1108,0.8991436356558973,602,0.0,0.0,0.0,0.0,,201,10.0,60.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=10,slow=120)",ema_cross,2569,10.53,3.9606113450661855,0.16428942646882572,0.2550520333178674,0.7243333564127284,0.9692868811814674,-0.47578059663394356,0.3453050158647534,2.3503125760064885,0.5354330708661418,957,0.8992214869599066,347,0.0,0.0,0.0,0.0,,186,10.0,120.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=10,slow=250)",ema_cross,2569,10.53,2.899708589292915,0.13798202249313674,0.23909559957364904,0.6604832708431086,0.8885780694723577,-0.4053148539869835,0.3404316943626447,2.1431321972971884,0.5275590551181102,919,0.901557026080187,194,0.0,0.0,0.0,0.0,,167,10.0,250.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=20,slow=30)",ema_cross,2569,10.53,1.6933642387396954,0.09867393462612495,0.2614722517337597,0.4908478338018422,0.6703096399365047,-0.5186263407952858,0.19026016780176214,1.5927001379633554,0.44881889763779526,1042,0.9003114052160374,662,0.0,0.0,0.0,0.0,,185,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=20,slow=60)",ema_cross,2569,10.53,2.4178473365662527,0.12381564969218517,0.2592473961229051,0.5801786256620478,0.785595702188675,-0.5518839388972994,0.22435088424493208,1.882560161217656,0.4881889763779528,1044,0.8998832230439859,430,0.0,0.0,0.0,0.0,,178,20.0,60.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=20,slow=120)",ema_cross,2569,10.53,4.343658858981071,0.17254385901863967,0.24991652106647533,0.7624468717035793,0.9996112196860903,-0.4001742576265579,0.43117181010592986,2.473983084220472,0.5275590551181102,947,0.8997664460879721,268,0.0,0.0,0.0,0.0,,171,20.0,120.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=20,slow=250)",ema_cross,2569,10.53,1.7855916641868124,0.1021929602926408,0.23051792354398745,0.5375627450858881,0.7362449022110488,-0.40737394208411637,0.25085787217960925,1.744280404847211,0.49606299212598426,1132,0.9023355391202802,159,0.0,0.0,0.0,0.0,,162,20.0,250.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=30,slow=60)",ema_cross,2569,10.53,2.5645372218969564,0.12831011564893102,0.25533901633879624,0.6007961492338232,0.8045776596244392,-0.5362979490720117,0.239251550133566,1.9494597793394015,0.5196850393700787,1104,0.9001167769560141,348,0.0,0.0,0.0,0.0,,170,30.0,60.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=30,slow=120)",ema_cross,2569,10.53,2.4243245681769734,0.12401775858251263,0.24073510696689826,0.6064668202077748,0.7982325456749048,-0.43533098852444074,0.28488153118359943,1.967859938860537,0.4881889763779528,1047,0.9001946282600233,222,0.0,0.0,0.0,0.0,,172,30.0,120.0,,,,,,,,,,,,,,,,,,,,,,
"ema_cross(fast=30,slow=250)",ema_cross,2569,10.53,1.727362882974568,0.0999836985585052,0.21833580842299244,0.5457908631145211,0.7568341577567017,-0.38638918431545877,0.2587642268911848,1.7709789533930584,0.5118110236220472,1045,0.9022187621642663,136,0.0,0.0,0.0,0.0,,162,30.0,250.0,,,,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=3,n2=8,n3=20)",ma_stack,2569,10.53,-0.3032216609232865,-0.033732549741246065,0.2464347031072358,-0.01611865560043642,-0.022696742000138152,-0.6953065991434519,-0.04851464056691133,-0.05230171802889708,0.4409448818897638,1178,0.8553522771506422,3680,0.0,0.0,0.0,0.0,,157,,,3.0,8.0,20.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=3,n2=8,n3=30)",ma_stack,2569,10.53,-0.1412363082337459,-0.014357515515481034,0.24960102531286063,0.06685485911304387,0.09163057211290415,-0.6451243451985906,-0.02225542350453588,0.2169302500698252,0.4015748031496063,1180,0.8542234332425067,3690,0.0,0.0,0.0,0.0,,152,,,3.0,8.0,30.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=3,n2=8,n3=60)",ma_stack,2569,10.53,-0.22744246341941166,-0.024211201185337816,0.2528882811212669,0.02960516750799312,0.0404913274839525,-0.6853809214675809,-0.03532517528135342,0.09606267182477665,0.3858267716535433,1211,0.8499805371739976,3635,0.0,0.0,0.0,0.0,,140,,,3.0,8.0,60.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=3,n2=10,n3=20)",ma_stack,2569,10.53,-0.17865948511061114,-0.018519809882380778,0.2520515249770505,0.051885392690251636,0.07175807690809441,-0.68736090567503,-0.026943356436882605,0.1683574142641688,0.4094488188976378,1211,0.8560529388867263,3185,0.0,0.0,0.0,0.0,,151,,,3.0,10.0,20.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=3,n2=10,n3=30)",ma_stack,2569,10.53,-0.03316940121146017,-0.003198689290767276,0.25263107910126625,0.11366181120817108,0.15759530963027896,-0.6590886877144786,-0.004853200108561063,0.3688091704312203,0.4015748031496063,1180,0.8560529388867263,3163,0.0,0.0,0.0,0.0,,143,,,3.0,10.0,30.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=3,n2=10,n3=60)",ma_stack,2569,10.53,-0.07859727783771697,-0.007744619036464062,0.25563912711539905,0.09764715752136713,0.13175631761383247,-0.6926140889319206,-0.011181723213870846,0.31684491719443175,0.4094488188976378,1180,0.8522771506422732,3083,0.0,0.0,0.0,0.0,,132,,,3.0,10.0,60.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=3,n2=20,n3=30)",ma_stack,2569,10.53,-0.15176039981759315,-0.015511172258207306,0.25668531779649806,0.06747091851460801,0.09284287541163443,-0.6503348449278382,-0.023851055159021105,0.21892923595973943,0.4409448818897638,1178,0.8606461658232776,2027,0.0,0.0,0.0,0.0,,123,,,3.0,20.0,30.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=3,n2=20,n3=60)",ma_stack,2569,10.53,-0.0821154574428894,-0.00810508914314112,0.25569315813423227,0.09606188360345283,0.13254515352927954,-0.5983111646517785,-0.013546611900278246,0.31170102979410325,0.4330708661417323,1131,0.8578045932269365,1917,0.0,0.0,0.0,0.0,,110,,,3.0,20.0,60.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=5,n2=8,n3=20)",ma_stack,2569,10.53,-0.34194793679638946,-0.038966304340080526,0.24937551316604065,-0.03472127597139384,-0.048598581462345844,-0.7440687154471075,-0.052369228178967116,-0.11266339020297648,0.4251968503937008,1449,0.8579213701829506,3640,0.0,0.0,0.0,0.0,,157,,,5.0,8.0,20.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=5,n2=8,n3=30)",ma_stack,2569,10.53,-0.4592149327906232,-0.05671471126133287,0.2511395528047232,-0.10681382819441736,-0.14702095920117564,-0.7182502560863941,-0.07896232654389891,-0.34658887579062214,0.3858267716535433,1178,0.855157648890619,3641,0.0,0.0,0.0,0.0,,154,,,5.0,8.0,30.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=5,n2=8,n3=60)",ma_stack,2569,10.53,-0.4918543739958009,-0.062275694901753886,0.251307647498909,-0.1299388753837415,-0.17685143727044067,-0.7546346200345859,-0.08252430149427772,-0.4216248916645653,0.3858267716535433,1178,0.8509147528221097,3614,0.0,0.0,0.0,0.0,,141,,,5.0,8.0,60.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=5,n2=10,n3=20)",ma_stack,2569,10.53,-0.12889311076514487,-0.013020640126489735,0.25202419852219954,0.07404234918716043,0.10243951367305955,-0.6483501136184678,-0.02008272976744158,0.24025217520493164,0.4015748031496063,1217,0.8602179836512261,2981,0.0,0.0,0.0,0.0,,156,,,5.0,10.0,20.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=5,n2=10,n3=30)",ma_stack,2569,10.53,-0.09107567983571485,-0.009028825925316841,0.253406711491546,0.09097185647670254,0.12491558574841312,-0.6092557470764657,-0.01481943497232807,0.2951849399822754,0.41732283464566927,1180,0.858699883223044,2979,0.0,0.0,0.0,0.0,,148,,,5.0,10.0,30.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=5,n2=10,n3=60)",ma_stack,2569,10.53,-0.415763020928258,-0.049765145788746135,0.25415115378327424,-0.07354821894181315,-0.1001557400050821,-0.733043022279716,-0.06788843802643367,-0.2386488243174666,0.3700787401574803,1180,0.8551965745426235,2915,0.0,0.0,0.0,0.0,,135,,,5.0,10.0,60.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=5,n2=20,n3=30)",ma_stack,2569,10.53,-0.19573525230906397,-0.020476333651759826,0.2596301788388649,0.05014442368370873,0.06878212423404567,-0.6602812062242993,-0.03101153487140744,0.1627083283643007,0.4409448818897638,1178,0.8626702997275204,1846,0.0,0.0,0.0,0.0,,125,,,5.0,20.0,30.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=5,n2=20,n3=60)",ma_stack,2569,10.53,-0.013001225097390656,-0.0012421633800817622,0.2589977400165119,0.12479729471169779,0.17021847377266514,-0.6278197981089475,-0.0019785348977895815,0.404941521214937,0.44881889763779526,1178,0.8580770727909692,1707,0.0,0.0,0.0,0.0,,105,,,5.0,20.0,60.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=10,n2=20,n3=30)",ma_stack,2569,10.53,-0.24425868671621687,-0.026248690995016033,0.26006520566758534,0.027977894242369614,0.0373994161185379,-0.6170015249294183,-0.042542343794075295,0.09078250519026534,0.4330708661417323,1180,0.8680031140521602,1663,0.0,0.0,0.0,0.0,,127,,,10.0,20.0,30.0,,,,,,,,,,,,,,,,,,,
"ma_stack(n1=10,n2=20,n3=60)",ma_stack,2569,10.53,0.47439868053611356,0.037563794588175936,0.2623363870319983,0.2718940078627544,0.36642513410142735,-0.5595646554511218,0.06713039185416733,0.8822400630359944,0.4409448818897638,972,0.8635266640716232,1531,0.0,0.0,0.0,0.0,,108,,,10.0,20.0,60.0,,,,,,,,,,,,,,,,,,,
"macd_trend(fast=8,sig=5,slow=17)",macd_trend,2569,10.53,-0.29316811274895327,-0.03241693472345197,0.24242627017317314,-0.014764013118279259,-0.02056008237772841,-0.6583818201563362,-0.04923728713492485,-0.047906182142527585,0.4251968503937008,2115,0.8548462436745815,3846,0.0,0.0,0.0,0.0,,169,8.0,17.0,,,,5.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=8,sig=9,slow=17)",macd_trend,2569,10.53,0.10674501789957347,0.00967958835385252,0.245704430719158,0.1619145136829073,0.22985919806700758,-0.6378493620657257,0.015175351626133803,0.5253792530439159,0.4094488188976378,1180,0.8636823666796418,3146,0.0,0.0,0.0,0.0,,171,8.0,17.0,,,,9.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=8,sig=5,slow=26)",macd_trend,2569,10.53,-0.5016817215509648,-0.06401341607289512,0.24340782907358785,-0.14991158940827087,-0.2041937202673717,-0.7088713059756788,-0.09030329699237594,-0.486432235594319,0.3700787401574803,2115,0.8542234332425067,3522,0.0,0.0,0.0,0.0,,164,8.0,26.0,,,,5.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=8,sig=9,slow=26)",macd_trend,2569,10.53,-0.1304964120411679,-0.013193319101402867,0.24757708066234252,0.07017656603908794,0.09722891985099544,-0.6069401567552499,-0.021737429884249863,0.22770850498929182,0.4094488188976378,1180,0.8632931101595952,2918,0.0,0.0,0.0,0.0,,160,8.0,26.0,,,,9.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=8,sig=5,slow=35)",macd_trend,2569,10.53,-0.42878175862489953,-0.05179682958485898,0.24459441832523712,-0.09504107526918978,-0.13146175139680516,-0.6927660627602938,-0.07476813944735825,-0.30838871696953196,0.4015748031496063,2285,0.8520825223822499,3347,0.0,0.0,0.0,0.0,,164,8.0,35.0,,,,5.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=8,sig=9,slow=35)",macd_trend,2569,10.53,-0.35017473503549756,-0.04011394111450206,0.24792247940602793,-0.04108887769605254,-0.05704438685861966,-0.678807258543304,-0.05909474391977648,-0.13332494648775753,0.3937007874015748,1468,0.8621253405994551,2723,0.0,0.0,0.0,0.0,,162,8.0,35.0,,,,9.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=12,sig=5,slow=17)",macd_trend,2569,10.53,-0.19838564892987975,-0.0207833779186124,0.24480397151062916,0.036570602124921414,0.05085595139587042,-0.6601851610983935,-0.03148113460174374,0.11866407273028634,0.4251968503937008,1178,0.8527831841183341,3416,0.0,0.0,0.0,0.0,,163,12.0,17.0,,,,5.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=12,sig=9,slow=17)",macd_trend,2569,10.53,0.3686903264416046,0.030258189995349793,0.24843893743873663,0.24418900248130374,0.33988256141514916,-0.592790681185011,0.051043633032257736,0.7923430260020572,0.4251968503937008,1141,0.8624756714674972,2829,0.0,0.0,0.0,0.0,,162,12.0,17.0,,,,9.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=12,sig=5,slow=26)",macd_trend,2569,10.53,-0.360423914287089,-0.04156223825790495,0.24523012588437343,-0.0503710267108855,-0.06931178528682364,-0.6639174539307311,-0.06260151470914829,-0.16344360852200646,0.3937007874015748,1211,0.8532113662903853,3103,0.0,0.0,0.0,0.0,,157,12.0,26.0,,,,5.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=12,sig=9,slow=26)",macd_trend,2569,10.53,-0.262785558606781,-0.02854150816902512,0.2492679471558151,0.008534578396006623,0.011935098954529618,-0.633221832091261,-0.045073474606465665,0.027692949327074737,0.41732283464566927,1468,0.8623588945114831,2521,0.0,0.0,0.0,0.0,,159,12.0,26.0,,,,9.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=12,sig=5,slow=35)",macd_trend,2569,10.53,-0.15124060150440521,-0.015453888376689373,0.2447554140452867,0.05876884714271441,0.08199585587771865,-0.6987658875085354,-0.022115974252536197,0.1906928064185689,0.4094488188976378,1178,0.8541066562864928,2906,0.0,0.0,0.0,0.0,,155,12.0,35.0,,,,5.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=12,sig=9,slow=35)",macd_trend,2569,10.53,0.06823291028465261,0.006288829815081831,0.24793358671859378,0.14915443123868266,0.2128906510903428,-0.6720283149507941,0.009357983399170166,0.48397541325933435,0.4409448818897638,1180,0.8597119501751654,2360,0.0,0.0,0.0,0.0,,154,12.0,35.0,,,,9.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=16,sig=5,slow=17)",macd_trend,2569,10.53,-0.0709296232606238,-0.006963292884324068,0.24370326057493893,0.09319659891297088,0.12936687661544305,-0.5871957066657539,-0.011858555512715531,0.302403771035746,0.4094488188976378,1178,0.8534059945504087,3161,0.0,0.0,0.0,0.0,,164,16.0,17.0,,,,5.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=16,sig=9,slow=17)",macd_trend,2569,10.53,0.04696535364872978,0.004368637030311984,0.24603684752186494,0.14081261153311203,0.195772709459525,-0.5755472666432,0.007590405312480166,0.45690792618697335,0.4251968503937008,1167,0.8632931101595952,2600,0.0,0.0,0.0,0.0,,157,16.0,17.0,,,,9.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=16,sig=5,slow=26)",macd_trend,2569,10.53,-0.17901911980246565,-0.018560635396144054,0.24644797513413189,0.04723539841353259,0.06570581790671014,-0.6787804988073562,-0.027344090510490228,0.15326914043254977,0.4094488188976378,1178,0.8548073180225769,2794,0.0,0.0,0.0,0.0,,154,16.0,26.0,,,,5.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=16,sig=9,slow=26)",macd_trend,2569,10.53,0.0871692817598384,0.007969646845390033,0.24913196765096468,0.15630078794723729,0.22369732503064796,-0.6646292587754279,0.011991116461038774,0.5071638690939897,0.4330708661417323,1178,0.861191124951343,2335,0.0,0.0,0.0,0.0,,152,16.0,26.0,,,,9.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=16,sig=5,slow=35)",macd_trend,2569,10.53,0.47495152625783166,0.03760073960534904,0.24823051515495903,0.2727622870323438,0.3841033934276404,-0.6696374202727522,0.05615089370309348,0.8850574501322854,0.4251968503937008,1155,0.8536784741144414,2576,0.0,0.0,0.0,0.0,,144,16.0,35.0,,,,5.0,,,,,,,,,,,,,,,,,,
"macd_trend(fast=16,sig=9,slow=35)",macd_trend,2569,10.53,0.4235628328154535,0.034111808147041955,0.2512697629810185,0.2591250969079157,0.36394947083536777,-0.6560314641464293,0.05199721356570184,0.840807576552569,0.4645669291338583,1131,0.8594005449591281,2124,0.0,0.0,0.0,0.0,,144,16.0,35.0,,,,9.0,,,,,,,,,,,,,,,,,,
"roc_momentum(n=5,thresh=0.0)",roc_momentum,2569,10.53,-0.5002501427667677,-0.06375835753322923,0.2576595574280958,-0.12685842300568204,-0.17738741757691542,-0.7198298704926837,-0.08857420363729858,-0.41162945807056583,0.4094488188976378,2264,0.8877773452705332,4949,0.0,0.0,0.0,0.0,,201,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,
"roc_momentum(n=5,thresh=0.02)",roc_momentum,2569,10.53,-0.6517931006442911,-0.09534214346550385,0.26509702923291606,-0.2452867179636848,-0.3476379266391174,-0.834299546683634,-0.1142780717603069,-0.7959048866844018,0.33858267716535434,2155,0.8454651615414559,6107,0.0,0.0,0.0,0.0,,170,,,,,,,5.0,0.02,,,,,,,,,,,,,,,,
"roc_momentum(n=5,thresh=0.05)",roc_momentum,2569,10.53,-0.5329018465626949,-0.06974748687127952,0.2514032858280185,-0.16192295103098645,-0.21890984690564635,-0.7379438091223436,-0.09451598618901902,-0.5254066305008878,0.4015748031496063,2319,0.6832230439859868,5927,0.0,0.0,0.0,0.0,,132,,,,,,,5.0,0.05,,,,,,,,,,,,,,,,
