strategy,family,n_days,years,total_return,cagr,vol,sharpe,sortino,max_dd,calmar,t_stat,pos_month_pct,longest_underwater_days,exposure,n_trades,win_rate,profit_factor,expectancy,avg_hold_days,top5_share,blocked,p_fast,p_slow,p_n1,p_n2,p_n3,p_sig,p_n,p_thresh,p_entry_n,p_exit_n,p_atr_mult,p_atr_n,p_vol_mult,p_k,p_mult,p_hi,p_lo,p_k_hi,p_k_lo,p_ma_n,p_rsi_hi,p_rsi_lo,p_rsi_n,p_dip
"ma_cross(fast=5,slow=250)",ma_cross,2569,10.53,3.0206706293061103,0.14128844368743176,0.2304433029779529,0.6890622220417858,0.9141690974708848,-0.403960377307125,0.3497581733864267,2.2358650085320377,0.5275590551181102,1020,0.8943947061113274,216,0.0,0.0,0.0,0.0,,152,5.0,250.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=8,slow=10)",ma_cross,2569,10.53,0.2667637089663806,0.022713254755294843,0.25933683887225506,0.2161775582707505,0.30637222758259397,-0.6401170752676608,0.03548296965175853,0.701451658074147,0.4645669291338583,1178,0.8885558583106267,3321,0.0,0.0,0.0,0.0,,192,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=8,slow=20)",ma_cross,2569,10.53,0.5282683949362754,0.04110617286205209,0.26317106920145034,0.28446766186624484,0.39980692604505,-0.5971218974133662,0.06884050482844001,0.9230389809225248,0.4566929133858268,1148,0.8928376800311405,1616,0.0,0.0,0.0,0.0,,181,8.0,20.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=8,slow=30)",ma_cross,2569,10.53,1.7579611205026935,0.10114989232013127,0.2621408960460426,0.49843262054306536,0.69744184620669,-0.47560095985915163,0.21267806597801364,1.6173112089659536,0.48031496062992124,974,0.8968470221876217,1150,0.0,0.0,0.0,0.0,,184,8.0,30.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=8,slow=60)",ma_cross,2569,10.53,3.806363307268998,0.1608015504044471,0.2643147728342297,0.6965917260474909,0.9575730526685284,-0.42808791114059086,0.37562740320325777,2.2602966984425277,0.4645669291338583,957,0.8999610743479953,656,0.0,0.0,0.0,0.0,,179,8.0,60.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=8,slow=120)",ma_cross,2569,10.53,2.47442584071968,0.12556948249486588,0.2568032508267204,0.5894280039514063,0.7832356210478099,-0.5498778646684503,0.2283588603272441,1.9125724889963782,0.5196850393700787,1132,0.8968859478396263,377,0.0,0.0,0.0,0.0,,164,8.0,120.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=8,slow=250)",ma_cross,2569,10.53,2.7625731688914743,0.13411932316236608,0.22711214893938328,0.668080703633843,0.8830787756546032,-0.4672396788947091,0.2870460905196141,2.167784302126187,0.5275590551181102,1069,0.8950953678474114,186,0.0,0.0,0.0,0.0,,139,8.0,250.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=10,slow=20)",ma_cross,2569,10.53,0.47099576014675026,0.0373361111763153,0.26456902430280294,0.27049074765912584,0.38182579586848586,-0.624852243952942,0.05975190381028239,0.8776867726555382,0.4330708661417323,1121,0.8923705722070844,1576,0.0,0.0,0.0,0.0,,185,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=10,slow=30)",ma_cross,2569,10.53,1.2417467972545775,0.07968785767231523,0.26186758712882463,0.4235051292161526,0.5998937545540765,-0.4764173076683905,0.16726482516412236,1.3741869297992269,0.44881889763779526,1043,0.8973141300116778,1113,0.0,0.0,0.0,0.0,,173,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=10,slow=60)",ma_cross,2569,10.53,2.2533087922379984,0.11856167166057086,0.2612275143969097,0.5598968627970873,0.7503680712542806,-0.5184242024434147,0.22869625125866244,1.8167500174446602,0.47244094488188976,1043,0.8998442973919814,632,0.0,0.0,0.0,0.0,,170,10.0,60.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=10,slow=120)",ma_cross,2569,10.53,2.511736283854901,0.12671195095107035,0.2587093657775748,0.5909540580107837,0.7812022563125051,-0.5323779012429183,0.23801128982860065,1.917524220151193,0.5118110236220472,1047,0.8970805760996496,356,0.0,0.0,0.0,0.0,,159,10.0,120.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=10,slow=250)",ma_cross,2569,10.53,2.8731888585985157,0.13724473265228232,0.22671085396903798,0.6809881211065668,0.8978514503368753,-0.4367473382782635,0.3142428599412322,2.2096662137368166,0.5354330708661418,1065,0.8945893343713507,178,0.0,0.0,0.0,0.0,,134,10.0,250.0,,,,,,,,,,,,,,,,,,,,,,
"ma_cross(fast=20,slow=30)",ma_cross,2569,10.53,1.0136860977765543,0.06874158967469435,0.26458753947800023,0.3834908946993352,0.5250492699973461,-0.5404597529913371,0.12719095047174805,1.2443489791214992,0.4645669291338583,1043,0.8954067730634488,1073,0.0,0.0,0.0,0.0,,162,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,
