date,"ma_cross(fast=3,slow=10)","ma_cross(fast=3,slow=20)","ma_cross(fast=3,slow=30)","ma_cross(fast=3,slow=60)","ma_cross(fast=3,slow=120)","ma_cross(fast=3,slow=250)","ma_cross(fast=5,slow=10)","ma_cross(fast=5,slow=20)","ma_cross(fast=5,slow=30)","ma_cross(fast=5,slow=60)","ma_cross(fast=5,slow=120)","ma_cross(fast=5,slow=250)","ma_cross(fast=8,slow=10)","ma_cross(fast=8,slow=20)","ma_cross(fast=8,slow=30)","ma_cross(fast=8,slow=60)","ma_cross(fast=8,slow=120)","ma_cross(fast=8,slow=250)","ma_cross(fast=10,slow=20)","ma_cross(fast=10,slow=30)","ma_cross(fast=10,slow=60)","ma_cross(fast=10,slow=120)","ma_cross(fast=10,slow=250)","ma_cross(fast=20,slow=30)","ma_cross(fast=20,slow=60)","ma_cross(fast=20,slow=120)","ma_cross(fast=20,slow=250)","ma_cross(fast=30,slow=60)","ma_cross(fast=30,slow=120)","ma_cross(fast=30,slow=250)","ema_cross(fast=3,slow=10)","ema_cross(fast=3,slow=20)","ema_cross(fast=3,slow=30)","ema_cross(fast=3,slow=60)","ema_cross(fast=3,slow=120)","ema_cross(fast=3,slow=250)","ema_cross(fast=5,slow=10)","ema_cross(fast=5,slow=20)","ema_cross(fast=5,slow=30)","ema_cross(fast=5,slow=60)","ema_cross(fast=5,slow=120)","ema_cross(fast=5,slow=250)","ema_cross(fast=8,slow=10)","ema_cross(fast=8,slow=20)","ema_cross(fast=8,slow=30)","ema_cross(fast=8,slow=60)","ema_cross(fast=8,slow=120)","ema_cross(fast=8,slow=250)","ema_cross(fast=10,slow=20)","ema_cross(fast=10,slow=30)","ema_cross(fast=10,slow=60)","ema_cross(fast=10,slow=120)","ema_cross(fast=10,slow=250)","ema_cross(fast=20,slow=30)","ema_cross(fast=20,slow=60)","ema_cross(fast=20,slow=120)","ema_cross(fast=20,slow=250)","ema_cross(fast=30,slow=60)","ema_cross(fast=30,slow=120)","ema_cross(fast=30,slow=250)","ma_stack(n1=3,n2=8,n3=20)","ma_stack(n1=3,n2=8,n3=30)","ma_stack(n1=3,n2=8,n3=60)","ma_stack(n1=3,n2=10,n3=20)","ma_stack(n1=3,n2=10,n3=30)","ma_stack(n1=3,n2=10,n3=60)","ma_stack(n1=3,n2=20,n3=30)","ma_stack(n1=3,n2=20,n3=60)","ma_stack(n1=5,n2=8,n3=20)","ma_stack(n1=5,n2=8,n3=30)","ma_stack(n1=5,n2=8,n3=60)","ma_stack(n1=5,n2=10,n3=20)","ma_stack(n1=5,n2=10,n3=30)","ma_stack(n1=5,n2=10,n3=60)","ma_stack(n1=5,n2=20,n3=30)","ma_stack(n1=5,n2=20,n3=60)","ma_stack(n1=10,n2=20,n3=30)","ma_stack(n1=10,n2=20,n3=60)","macd_trend(fast=8,sig=5,slow=17)","macd_trend(fast=8,sig=9,slow=17)","macd_trend(fast=8,sig=5,slow=26)","macd_trend(fast=8,sig=9,slow=26)","macd_trend(fast=8,sig=5,slow=35)","macd_trend(fast=8,sig=9,slow=35)","macd_trend(fast=12,sig=5,slow=17)","macd_trend(fast=12,sig=9,slow=17)","macd_trend(fast=12,sig=5,slow=26)","macd_trend(fast=12,sig=9,slow=26)","macd_trend(fast=12,sig=5,slow=35)","macd_trend(fast=12,sig=9,slow=35)","macd_trend(fast=16,sig=5,slow=17)","macd_trend(fast=16,sig=9,slow=17)","macd_trend(fast=16,sig=5,slow=26)","macd_trend(fast=16,sig=9,slow=26)","macd_trend(fast=16,sig=5,slow=35)","macd_trend(fast=16,sig=9,slow=35)","roc_momentum(n=5,thresh=0.0)","roc_momentum(n=5,thresh=0.02)","roc_momentum(n=5,thresh=0.05)","roc_momentum(n=5,thresh=0.1)","roc_momentum(n=5,thresh=0.2)","roc_momentum(n=10,thresh=0.0)","roc_momentum(n=10,thresh=0.02)","roc_momentum(n=10,thresh=0.05)","roc_momentum(n=10,thresh=0.1)","roc_momentum(n=10,thresh=0.2)","roc_momentum(n=20,thresh=0.0)","roc_momentum(n=20,thresh=0.02)","roc_momentum(n=20,thresh=0.05)","roc_momentum(n=20,thresh=0.1)","roc_momentum(n=20,thresh=0.2)","roc_momentum(n=40,thresh=0.0)","roc_momentum(n=40,thresh=0.02)","roc_momentum(n=40,thresh=0.05)","roc_momentum(n=40,thresh=0.1)","roc_momentum(n=40,thresh=0.2)","roc_momentum(n=60,thresh=0.0)","roc_momentum(n=60,thresh=0.02)","roc_momentum(n=60,thresh=0.05)","roc_momentum(n=60,thresh=0.1)","roc_momentum(n=60,thresh=0.2)","roc_momentum(n=120,thresh=0.0)","roc_momentum(n=120,thresh=0.02)","roc_momentum(n=120,thresh=0.05)","roc_momentum(n=120,thresh=0.1)","roc_momentum(n=120,thresh=0.2)","donchian(entry_n=10,exit_n=5)","donchian(entry_n=10,exit_n=10)","donchian(entry_n=20,exit_n=5)","donchian(entry_n=20,exit_n=10)","donchian(entry_n=20,exit_n=20)","donchian(entry_n=40,exit_n=5)","donchian(entry_n=40,exit_n=10)","donchian(entry_n=40,exit_n=20)","donchian(entry_n=40,exit_n=40)","donchian(entry_n=55,exit_n=5)","donchian(entry_n=55,exit_n=10)","donchian(entry_n=55,exit_n=20)","donchian(entry_n=55,exit_n=40)","donchian(entry_n=120,exit_n=5)","donchian(entry_n=120,exit_n=10)","donchian(entry_n=120,exit_n=20)","donchian(entry_n=120,exit_n=40)","turtle_lite(atr_mult=1.5,atr_n=14,entry_n=20,exit_n=10)","turtle_lite(atr_mult=2.0,atr_n=14,entry_n=20,exit_n=10)","turtle_lite(atr_mult=3.0,atr_n=14,entry_n=20,exit_n=10)","turtle_lite(atr_mult=1.5,atr_n=20,entry_n=20,exit_n=10)","turtle_lite(atr_mult=2.0,atr_n=20,entry_n=20,exit_n=10)","turtle_lite(atr_mult=3.0,atr_n=20,entry_n=20,exit_n=10)","turtle_lite(atr_mult=1.5,atr_n=14,entry_n=20,exit_n=20)","turtle_lite(atr_mult=2.0,atr_n=14,entry_n=20,exit_n=20)","turtle_lite(atr_mult=3.0,atr_n=14,entry_n=20,exit_n=20)","turtle_lite(atr_mult=1.5,atr_n=20,entry_n=20,exit_n=20)","turtle_lite(atr_mult=2.0,atr_n=20,entry_n=20,exit_n=20)","turtle_lite(atr_mult=3.0,atr_n=20,entry_n=20,exit_n=20)","turtle_lite(atr_mult=1.5,atr_n=14,entry_n=55,exit_n=10)","turtle_lite(atr_mult=2.0,atr_n=14,entry_n=55,exit_n=10)","turtle_lite(atr_mult=3.0,atr_n=14,entry_n=55,exit_n=10)","turtle_lite(atr_mult=1.5,atr_n=20,entry_n=55,exit_n=10)","turtle_lite(atr_mult=2.0,atr_n=20,entry_n=55,exit_n=10)","turtle_lite(atr_mult=3.0,atr_n=20,entry_n=55,exit_n=10)","turtle_lite(atr_mult=1.5,atr_n=14,entry_n=55,exit_n=20)","turtle_lite(atr_mult=2.0,atr_n=14,entry_n=55,exit_n=20)","turtle_lite(atr_mult=3.0,atr_n=14,entry_n=55,exit_n=20)","turtle_lite(atr_mult=1.5,atr_n=20,entry_n=55,exit_n=20)","turtle_lite(atr_mult=2.0,atr_n=20,entry_n=55,exit_n=20)","turtle_lite(atr_mult=3.0,atr_n=20,entry_n=55,exit_n=20)","vol_breakout(exit_n=5,n=10,vol_mult=1.5)","vol_breakout(exit_n=10,n=10,vol_mult=1.5)","vol_breakout(exit_n=20,n=10,vol_mult=1.5)","vol_breakout(exit_n=5,n=10,vol_mult=2.0)","vol_breakout(exit_n=10,n=10,vol_mult=2.0)","vol_breakout(exit_n=20,n=10,vol_mult=2.0)","vol_breakout(exit_n=5,n=10,vol_mult=3.0)","vol_breakout(exit_n=10,n=10,vol_mult=3.0)","vol_breakout(exit_n=20,n=10,vol_mult=3.0)","vol_breakout(exit_n=5,n=20,vol_mult=1.5)","vol_breakout(exit_n=10,n=20,vol_mult=1.5)","vol_breakout(exit_n=20,n=20,vol_mult=1.5)","vol_breakout(exit_n=5,n=20,vol_mult=2.0)","vol_breakout(exit_n=10,n=20,vol_mult=2.0)","vol_breakout(exit_n=20,n=20,vol_mult=2.0)","vol_breakout(exit_n=5,n=20,vol_mult=3.0)","vol_breakout(exit_n=10,n=20,vol_mult=3.0)","vol_breakout(exit_n=20,n=20,vol_mult=3.0)","vol_breakout(exit_n=5,n=40,vol_mult=1.5)","vol_breakout(exit_n=10,n=40,vol_mult=1.5)","vol_breakout(exit_n=20,n=40,vol_mult=1.5)","vol_breakout(exit_n=5,n=40,vol_mult=2.0)","vol_breakout(exit_n=10,n=40,vol_mult=2.0)","vol_breakout(exit_n=20,n=40,vol_mult=2.0)","vol_breakout(exit_n=5,n=40,vol_mult=3.0)","vol_breakout(exit_n=10,n=40,vol_mult=3.0)","vol_breakout(exit_n=20,n=40,vol_mult=3.0)","boll_breakout(k=1.5,n=10)","boll_breakout(k=2.0,n=10)","boll_breakout(k=2.5,n=10)","boll_breakout(k=1.5,n=20)","boll_breakout(k=2.0,n=20)","boll_breakout(k=2.5,n=20)","boll_breakout(k=1.5,n=30)","boll_breakout(k=2.0,n=30)","boll_breakout(k=2.5,n=30)","boll_breakout(k=1.5,n=40)","boll_breakout(k=2.0,n=40)","boll_breakout(k=2.5,n=40)","boll_breakout(k=1.5,n=60)","boll_breakout(k=2.0,n=60)","boll_breakout(k=2.5,n=60)","chandelier(atr_n=14,entry_n=10,mult=2.0)","chandelier(atr_n=14,entry_n=10,mult=2.5)","chandelier(atr_n=14,entry_n=10,mult=3.0)","chandelier(atr_n=14,entry_n=10,mult=4.0)","chandelier(atr_n=22,entry_n=10,mult=2.0)","chandelier(atr_n=22,entry_n=10,mult=2.5)","chandelier(atr_n=22,entry_n=10,mult=3.0)","chandelier(atr_n=22,entry_n=10,mult=4.0)","chandelier(atr_n=14,entry_n=20,mult=2.0)","chandelier(atr_n=14,entry_n=20,mult=2.5)","chandelier(atr_n=14,entry_n=20,mult=3.0)","chandelier(atr_n=14,entry_n=20,mult=4.0)","chandelier(atr_n=22,entry_n=20,mult=2.0)","chandelier(atr_n=22,entry_n=20,mult=2.5)","chandelier(atr_n=22,entry_n=20,mult=3.0)","chandelier(atr_n=22,entry_n=20,mult=4.0)","chandelier(atr_n=14,entry_n=40,mult=2.0)","chandelier(atr_n=14,entry_n=40,mult=2.5)","chandelier(atr_n=14,entry_n=40,mult=3.0)","chandelier(atr_n=14,entry_n=40,mult=4.0)","chandelier(atr_n=22,entry_n=40,mult=2.0)","chandelier(atr_n=22,entry_n=40,mult=2.5)","chandelier(atr_n=22,entry_n=40,mult=3.0)","chandelier(atr_n=22,entry_n=40,mult=4.0)","rsi_reversion(hi=50,lo=15,n=5)","rsi_reversion(hi=55,lo=15,n=5)","rsi_reversion(hi=70,lo=15,n=5)","rsi_reversion(hi=50,lo=20,n=5)","rsi_reversion(hi=55,lo=20,n=5)","rsi_reversion(hi=70,lo=20,n=5)","rsi_reversion(hi=50,lo=25,n=5)","rsi_reversion(hi=55,lo=25,n=5)","rsi_reversion(hi=70,lo=25,n=5)","rsi_reversion(hi=50,lo=30,n=5)","rsi_reversion(hi=55,lo=30,n=5)","rsi_reversion(hi=70,lo=30,n=5)","rsi_reversion(hi=50,lo=15,n=9)","rsi_reversion(hi=55,lo=15,n=9)","rsi_reversion(hi=70,lo=15,n=9)","rsi_reversion(hi=50,lo=20,n=9)","rsi_reversion(hi=55,lo=20,n=9)","rsi_reversion(hi=70,lo=20,n=9)","rsi_reversion(hi=50,lo=25,n=9)","rsi_reversion(hi=55,lo=25,n=9)","rsi_reversion(hi=70,lo=25,n=9)","rsi_reversion(hi=50,lo=30,n=9)","rsi_reversion(hi=55,lo=30,n=9)","rsi_reversion(hi=70,lo=30,n=9)","rsi_reversion(hi=50,lo=15,n=14)","rsi_reversion(hi=55,lo=15,n=14)","rsi_reversion(hi=70,lo=15,n=14)","rsi_reversion(hi=50,lo=20,n=14)","rsi_reversion(hi=55,lo=20,n=14)","rsi_reversion(hi=70,lo=20,n=14)","rsi_reversion(hi=50,lo=25,n=14)","rsi_reversion(hi=55,lo=25,n=14)","rsi_reversion(hi=70,lo=25,n=14)","rsi_reversion(hi=50,lo=30,n=14)","rsi_reversion(hi=55,lo=30,n=14)","rsi_reversion(hi=70,lo=30,n=14)","rsi_reversion(hi=50,lo=15,n=21)","rsi_reversion(hi=55,lo=15,n=21)","rsi_reversion(hi=70,lo=15,n=21)","rsi_reversion(hi=50,lo=20,n=21)","rsi_reversion(hi=55,lo=20,n=21)","rsi_reversion(hi=70,lo=20,n=21)","rsi_reversion(hi=50,lo=25,n=21)","rsi_reversion(hi=55,lo=25,n=21)","rsi_reversion(hi=70,lo=25,n=21)","rsi_reversion(hi=50,lo=30,n=21)","rsi_reversion(hi=55,lo=30,n=21)","rsi_reversion(hi=70,lo=30,n=21)","rsi_reversion(hi=50,lo=15,n=30)","rsi_reversion(hi=55,lo=15,n=30)","rsi_reversion(hi=70,lo=15,n=30)","rsi_reversion(hi=50,lo=20,n=30)","rsi_reversion(hi=55,lo=20,n=30)","rsi_reversion(hi=70,lo=20,n=30)","rsi_reversion(hi=50,lo=25,n=30)","rsi_reversion(hi=55,lo=25,n=30)","rsi_reversion(hi=70,lo=25,n=30)","rsi_reversion(hi=50,lo=30,n=30)","rsi_reversion(hi=55,lo=30,n=30)","rsi_reversion(hi=70,lo=30,n=30)","boll_reversion(k=1.5,n=10)","boll_reversion(k=2.0,n=10)","boll_reversion(k=2.5,n=10)","boll_reversion(k=3.0,n=10)","boll_reversion(k=1.5,n=20)","boll_reversion(k=2.0,n=20)","boll_reversion(k=2.5,n=20)","boll_reversion(k=3.0,n=20)","boll_reversion(k=1.5,n=40)","boll_reversion(k=2.0,n=40)","boll_reversion(k=2.5,n=40)","boll_reversion(k=3.0,n=40)","boll_reversion(k=1.5,n=60)","boll_reversion(k=2.0,n=60)","boll_reversion(k=2.5,n=60)","boll_reversion(k=3.0,n=60)","kdj_reversion(k_hi=70,k_lo=15,n=9)","kdj_reversion(k_hi=80,k_lo=15,n=9)","kdj_reversion(k_hi=90,k_lo=15,n=9)","kdj_reversion(k_hi=70,k_lo=20,n=9)","kdj_reversion(k_hi=80,k_lo=20,n=9)","kdj_reversion(k_hi=90,k_lo=20,n=9)","kdj_reversion(k_hi=70,k_lo=25,n=9)","kdj_reversion(k_hi=80,k_lo=25,n=9)","kdj_reversion(k_hi=90,k_lo=25,n=9)","kdj_reversion(k_hi=70,k_lo=15,n=14)","kdj_reversion(k_hi=80,k_lo=15,n=14)","kdj_reversion(k_hi=90,k_lo=15,n=14)","kdj_reversion(k_hi=70,k_lo=20,n=14)","kdj_reversion(k_hi=80,k_lo=20,n=14)","kdj_reversion(k_hi=90,k_lo=20,n=14)","kdj_reversion(k_hi=70,k_lo=25,n=14)","kdj_reversion(k_hi=80,k_lo=25,n=14)","kdj_reversion(k_hi=90,k_lo=25,n=14)","kdj_reversion(k_hi=70,k_lo=15,n=21)","kdj_reversion(k_hi=80,k_lo=15,n=21)","kdj_reversion(k_hi=90,k_lo=15,n=21)","kdj_reversion(k_hi=70,k_lo=20,n=21)","kdj_reversion(k_hi=80,k_lo=20,n=21)","kdj_reversion(k_hi=90,k_lo=20,n=21)","kdj_reversion(k_hi=70,k_lo=25,n=21)","kdj_reversion(k_hi=80,k_lo=25,n=21)","kdj_reversion(k_hi=90,k_lo=25,n=21)","trend_pullback(ma_n=20,rsi_hi=50,rsi_lo=20,rsi_n=3)","trend_pullback(ma_n=20,rsi_hi=60,rsi_lo=20,rsi_n=3)","trend_pullback(ma_n=20,rsi_hi=70,rsi_lo=20,rsi_n=3)","trend_pullback(ma_n=20,rsi_hi=50,rsi_lo=30,rsi_n=3)","trend_pullback(ma_n=20,rsi_hi=60,rsi_lo=30,rsi_n=3)","trend_pullback(ma_n=20,rsi_hi=70,rsi_lo=30,rsi_n=3)","trend_pullback(ma_n=20,rsi_hi=50,rsi_lo=20,rsi_n=5)","trend_pullback(ma_n=20,rsi_hi=60,rsi_lo=20,rsi_n=5)","trend_pullback(ma_n=20,rsi_hi=70,rsi_lo=20,rsi_n=5)","trend_pullback(ma_n=20,rsi_hi=50,rsi_lo=30,rsi_n=5)","trend_pullback(ma_n=20,rsi_hi=60,rsi_lo=30,rsi_n=5)","trend_pullback(ma_n=20,rsi_hi=70,rsi_lo=30,rsi_n=5)","trend_pullback(ma_n=20,rsi_hi=50,rsi_lo=20,rsi_n=9)","trend_pullback(ma_n=20,rsi_hi=60,rsi_lo=20,rsi_n=9)","trend_pullback(ma_n=20,rsi_hi=70,rsi_lo=20,rsi_n=9)","trend_pullback(ma_n=20,rsi_hi=50,rsi_lo=30,rsi_n=9)","trend_pullback(ma_n=20,rsi_hi=60,rsi_lo=30,rsi_n=9)","trend_pullback(ma_n=20,rsi_hi=70,rsi_lo=30,rsi_n=9)","trend_pullback(ma_n=60,rsi_hi=50,rsi_lo=20,rsi_n=3)","trend_pullback(ma_n=60,rsi_hi=60,rsi_lo=20,rsi_n=3)","trend_pullback(ma_n=60,rsi_hi=70,rsi_lo=20,rsi_n=3)","trend_pullback(ma_n=60,rsi_hi=50,rsi_lo=30,rsi_n=3)","trend_pullback(ma_n=60,rsi_hi=60,rsi_lo=30,rsi_n=3)","trend_pullback(ma_n=60,rsi_hi=70,rsi_lo=30,rsi_n=3)","trend_pullback(ma_n=60,rsi_hi=50,rsi_lo=20,rsi_n=5)","trend_pullback(ma_n=60,rsi_hi=60,rsi_lo=20,rsi_n=5)","trend_pullback(ma_n=60,rsi_hi=70,rsi_lo=20,rsi_n=5)","trend_pullback(ma_n=60,rsi_hi=50,rsi_lo=30,rsi_n=5)","trend_pullback(ma_n=60,rsi_hi=60,rsi_lo=30,rsi_n=5)","trend_pullback(ma_n=60,rsi_hi=70,rsi_lo=30,rsi_n=5)","trend_pullback(ma_n=60,rsi_hi=50,rsi_lo=20,rsi_n=9)","trend_pullback(ma_n=60,rsi_hi=60,rsi_lo=20,rsi_n=9)","trend_pullback(ma_n=60,rsi_hi=70,rsi_lo=20,rsi_n=9)","trend_pullback(ma_n=60,rsi_hi=50,rsi_lo=30,rsi_n=9)","trend_pullback(ma_n=60,rsi_hi=60,rsi_lo=30,rsi_n=9)","trend_pullback(ma_n=60,rsi_hi=70,rsi_lo=30,rsi_n=9)","trend_pullback(ma_n=120,rsi_hi=50,rsi_lo=20,rsi_n=3)","trend_pullback(ma_n=120,rsi_hi=60,rsi_lo=20,rsi_n=3)","trend_pullback(ma_n=120,rsi_hi=70,rsi_lo=20,rsi_n=3)","trend_pullback(ma_n=120,rsi_hi=50,rsi_lo=30,rsi_n=3)","trend_pullback(ma_n=120,rsi_hi=60,rsi_lo=30,rsi_n=3)","trend_pullback(ma_n=120,rsi_hi=70,rsi_lo=30,rsi_n=3)","trend_pullback(ma_n=120,rsi_hi=50,rsi_lo=20,rsi_n=5)","trend_pullback(ma_n=120,rsi_hi=60,rsi_lo=20,rsi_n=5)","trend_pullback(ma_n=120,rsi_hi=70,rsi_lo=20,rsi_n=5)","trend_pullback(ma_n=120,rsi_hi=50,rsi_lo=30,rsi_n=5)","trend_pullback(ma_n=120,rsi_hi=60,rsi_lo=30,rsi_n=5)","trend_pullback(ma_n=120,rsi_hi=70,rsi_lo=30,rsi_n=5)","trend_pullback(ma_n=120,rsi_hi=50,rsi_lo=20,rsi_n=9)","trend_pullback(ma_n=120,rsi_hi=60,rsi_lo=20,rsi_n=9)","trend_pullback(ma_n=120,rsi_hi=70,rsi_lo=20,rsi_n=9)","trend_pullback(ma_n=120,rsi_hi=50,rsi_lo=30,rsi_n=9)","trend_pullback(ma_n=120,rsi_hi=60,rsi_lo=30,rsi_n=9)","trend_pullback(ma_n=120,rsi_hi=70,rsi_lo=30,rsi_n=9)","trend_pullback(ma_n=250,rsi_hi=50,rsi_lo=20,rsi_n=3)","trend_pullback(ma_n=250,rsi_hi=60,rsi_lo=20,rsi_n=3)","trend_pullback(ma_n=250,rsi_hi=70,rsi_lo=20,rsi_n=3)","trend_pullback(ma_n=250,rsi_hi=50,rsi_lo=30,rsi_n=3)","trend_pullback(ma_n=250,rsi_hi=60,rsi_lo=30,rsi_n=3)","trend_pullback(ma_n=250,rsi_hi=70,rsi_lo=30,rsi_n=3)","trend_pullback(ma_n=250,rsi_hi=50,rsi_lo=20,rsi_n=5)","trend_pullback(ma_n=250,rsi_hi=60,rsi_lo=20,rsi_n=5)","trend_pullback(ma_n=250,rsi_hi=70,rsi_lo=20,rsi_n=5)","trend_pullback(ma_n=250,rsi_hi=50,rsi_lo=30,rsi_n=5)","trend_pullback(ma_n=250,rsi_hi=60,rsi_lo=30,rsi_n=5)","trend_pullback(ma_n=250,rsi_hi=70,rsi_lo=30,rsi_n=5)","trend_pullback(ma_n=250,rsi_hi=50,rsi_lo=20,rsi_n=9)","trend_pullback(ma_n=250,rsi_hi=60,rsi_lo=20,rsi_n=9)","trend_pullback(ma_n=250,rsi_hi=70,rsi_lo=20,rsi_n=9)","trend_pullback(ma_n=250,rsi_hi=50,rsi_lo=30,rsi_n=9)","trend_pullback(ma_n=250,rsi_hi=60,rsi_lo=30,rsi_n=9)","trend_pullback(ma_n=250,rsi_hi=70,rsi_lo=30,rsi_n=9)","dip_buy(dip=0.03,ma_n=10)","dip_buy(dip=0.05,ma_n=10)","dip_buy(dip=0.08,ma_n=10)","dip_buy(dip=0.12,ma_n=10)","dip_buy(dip=0.03,ma_n=20)","dip_buy(dip=0.05,ma_n=20)","dip_buy(dip=0.08,ma_n=20)","dip_buy(dip=0.12,ma_n=20)","dip_buy(dip=0.03,ma_n=40)","dip_buy(dip=0.05,ma_n=40)","dip_buy(dip=0.08,ma_n=40)","dip_buy(dip=0.12,ma_n=40)","dip_buy(dip=0.03,ma_n=60)","dip_buy(dip=0.05,ma_n=60)","dip_buy(dip=0.08,ma_n=60)","dip_buy(dip=0.12,ma_n=60)"
2016-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
